strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct
derivative_high_vol,M15,20,8,4,0.05,0.0,1.0,2.0,200,0.8,19.54,1083,32.96,0.8675,75.15,-68.45,200,41.5,1.3158,8.33,44.24,0.4483,-66.82,112.69,81.53,19.39,5262,32.57,0.847,99.86,-99.84,1007,34.76,0.9837,46.25,-19.35,0.1367,-53.61,80.49,80.86
derivative_high_vol,M15,20,4,2,0.1,0.0,1.0,2.0,200,0.8,19.54,1596,34.59,0.9336,73.26,-59.91,279,41.22,1.2993,9.55,62.46,0.3657,-63.71,122.37,82.52,19.39,7805,32.83,0.8561,99.99,-99.99,1419,34.88,0.9892,47.1,-22.09,0.1331,-52.89,77.9,81.82
derivative_high_vol,M15,20,8,4,0.05,0.0,1.0,2.0,100,0.8,19.25,1083,32.96,0.8675,75.15,-68.45,192,39.06,1.1877,13.92,23.41,0.3202,-61.23,91.86,82.27,18.66,5262,32.57,0.847,99.86,-99.84,957,34.27,0.9617,47.16,-29.55,0.1147,-52.7,70.29,81.81
derivative_high_vol,M15,20,8,4,0.05,0.0,1.0,3.0,200,0.8,19.54,1083,25.76,0.9318,69.69,-53.23,200,30.5,1.2315,12.03,35.61,0.2997,-57.66,88.84,81.53,19.39,5262,24.44,0.8639,99.9,-99.87,1007,25.92,0.978,57.03,-27.8,0.1141,-42.87,72.07,80.86
derivative_high_vol,M15,20,4,4,0.1,0.0,1.0,2.0,200,0.8,19.54,1432,34.5,0.9293,69.25,-57.93,254,40.55,1.2634,9.76,47.76,0.3341,-59.49,105.69,82.26,19.39,7065,32.82,0.8559,99.98,-99.97,1295,34.44,0.97,49.37,-32.9,0.1141,-50.61,67.07,81.67
derivative_high_vol,M15,20,8,4,0.05,0.0,1.0,3.0,100,0.7,29.07,1083,25.76,0.9318,69.69,-53.23,292,31.51,1.2845,18.04,73.26,0.3527,-51.65,126.49,73.04,28.95,5262,24.44,0.8639,99.9,-99.87,1490,26.04,0.9776,63.87,-38.6,0.1137,-36.03,61.27,71.68
derivative_high_vol,M15,20,4,2,0.05,0.0,1.0,2.0,200,0.8,19.54,1590,34.84,0.9441,63.71,-54.64,281,37.72,1.1227,15.15,21.69,0.1786,-48.56,76.33,82.33,19.39,7910,32.76,0.8532,99.99,-99.99,1438,34.35,0.9663,65.67,-38.12,0.1131,-34.32,61.87,81.82
derivative_high_vol,M15,20,8,2,0.05,0.0,1.0,2.0,200,0.8,19.54,1128,33.33,0.8824,74.13,-65.84,207,41.06,1.2915,9.4,42.09,0.4091,-64.73,107.93,81.65,19.39,5581,32.63,0.8492,99.9,-99.88,1068,34.18,0.9583,53.77,-34.08,0.1091,-46.13,65.8,80.86
derivative_high_vol,M15,20,8,4,0.1,0.0,1.0,2.0,200,0.8,19.54,1067,33.46,0.889,70.36,-61.81,200,41.5,1.3159,9.5,44.27,0.4269,-60.86,106.08,81.26,19.39,5198,33.01,0.864,99.72,-99.66,992,34.48,0.9725,44.0,-25.06,0.1085,-55.72,74.6,80.92
derivative_high_vol,M15,20,4,2,0.1,0.0,1.0,3.0,200,0.8,19.54,1596,25.88,0.9383,82.82,-64.46,279,30.82,1.2494,13.56,58.18,0.3111,-69.26,122.64,82.52,19.39,7805,24.24,0.8541,100.0,-100.0,1419,25.58,0.9609,51.38,-47.74,0.1068,-48.62,52.26,81.82
