strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct,rsi_period,ob_level,os_level,entry_mode
rsi_low_vol,M5,,,,,,1.5,3.0,200,0.3,40.13,220,22.27,0.7629,46.73,-37.74,50,20.0,0.6299,19.8,-16.04,-0.133,-26.93,21.7,77.27,38.31,1230,25.2,0.8937,77.45,-71.48,248,28.23,0.9564,40.45,-12.21,0.0627,-37.0,59.27,79.84,14.0,80.0,20.0,touch
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.5,3.0,200,0.8,25.44,16826,24.1,0.6911,100.0,-100.0,3990,24.24,0.7829,99.98,-99.97,0.0918,-0.02,0.03,76.29,25.53,81406,24.1,0.6673,100.0,-100.0,20289,23.4,0.73,100.0,-100.0,0.0627,0.0,0.0,75.08,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.5,2.0,100,0.8,29.19,3366,32.92,0.8359,98.93,-98.83,941,34.33,0.9404,53.86,-38.76,0.1045,-45.07,60.07,72.04,28.11,16310,32.25,0.8004,100.0,-100.0,4458,32.66,0.8629,99.27,-99.25,0.0625,-0.73,0.75,72.67,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.5,4.0,200,0.7,38.83,3366,19.61,0.858,99.42,-99.27,1277,21.14,0.9962,53.66,-26.04,0.1382,-45.76,73.23,62.06,38.53,16310,18.88,0.8143,100.0,-100.0,6093,19.02,0.8767,99.96,-99.95,0.0624,-0.04,0.05,62.64,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.1,0.0,1.5,3.0,200,0.8,25.44,16828,24.25,0.6977,100.0,-100.0,3998,24.54,0.795,99.97,-99.96,0.0973,-0.03,0.04,76.24,25.53,81329,24.15,0.6686,100.0,-100.0,20252,23.45,0.7307,100.0,-100.0,0.0621,0.0,0.0,75.1,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.5,4.0,200,0.7,38.83,3529,19.55,0.8556,99.56,-99.47,1333,21.16,0.9989,53.9,-24.85,0.1433,-45.66,74.62,62.23,38.53,17192,18.99,0.8194,100.0,-100.0,6393,19.13,0.8814,99.97,-99.96,0.062,-0.03,0.04,62.81,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,3.0,50,0.7,34.8,3353,24.4,0.8405,99.45,-99.31,1144,25.61,0.925,61.64,-57.96,0.0845,-37.81,41.35,65.88,34.52,16280,23.79,0.8053,100.0,-100.0,5610,24.51,0.8673,99.92,-99.9,0.062,-0.08,0.1,65.54,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.0,2.0,200,0.7,29.52,1426,34.92,0.9478,58.31,-48.89,371,36.12,1.0443,25.05,7.51,0.0965,-33.26,56.4,73.98,29.35,7132,32.7,0.851,99.98,-99.98,1969,33.21,0.9129,81.31,-75.52,0.0619,-18.67,24.46,72.39,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.5,2.0,100,0.7,36.17,3366,32.92,0.8359,98.93,-98.83,1167,34.19,0.933,56.0,-48.83,0.0971,-42.93,50.0,65.33,35.6,16310,32.25,0.8004,100.0,-100.0,5705,32.71,0.8623,99.82,-99.81,0.0619,-0.18,0.19,65.02,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,3.0,100,0.7,36.17,3353,24.4,0.8405,99.45,-99.31,1159,26.32,0.974,47.67,-34.03,0.1335,-51.78,65.28,65.43,35.6,16280,23.79,0.8053,100.0,-100.0,5688,24.23,0.8671,99.92,-99.91,0.0618,-0.08,0.09,65.06,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.0,3.0,50,0.7,34.8,3366,24.24,0.7791,99.93,-99.91,1160,24.83,0.8411,84.32,-82.39,0.062,-15.61,17.52,65.54,34.52,16310,24.39,0.7725,100.0,-100.0,5620,24.93,0.8343,99.99,-99.98,0.0618,-0.01,0.02,65.54,,,,
derivative_high_vol,M5,20.0,4.0,4.0,0.1,0.0,1.5,3.0,200,0.8,30.54,4559,23.84,0.8156,99.98,-99.96,1305,25.59,0.9498,73.37,-51.08,0.1342,-26.61,48.88,71.38,28.57,22101,23.93,0.8119,100.0,-100.0,6081,24.06,0.8735,99.93,-99.92,0.0616,-0.07,0.08,72.49,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.05,0.0,1.0,2.0,100,0.8,24.54,25203,33.87,0.5663,100.0,-100.0,5879,33.0,0.6178,100.0,-100.0,0.0515,0.0,0.0,76.67,24.68,121654,33.5,0.5245,100.0,-100.0,29594,33.01,0.586,100.0,-100.0,0.0615,0.0,0.0,75.67,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,4.0,50,0.7,34.8,3525,19.29,0.8422,99.69,-99.65,1199,20.02,0.9152,69.47,-67.29,0.073,-30.22,32.36,65.99,34.52,17153,18.94,0.8169,100.0,-100.0,5878,19.51,0.8783,99.95,-99.94,0.0614,-0.05,0.06,65.73,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.5,2.0,50,0.7,34.8,5000,32.22,0.8099,99.97,-99.95,1682,32.82,0.8625,87.32,-84.32,0.0526,-12.65,15.63,66.36,34.52,24252,31.93,0.7887,100.0,-100.0,8354,32.77,0.85,100.0,-100.0,0.0613,0.0,0.0,65.55,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.0,2.0,50,0.7,34.8,3525,32.62,0.7632,99.9,-99.9,1199,34.7,0.8823,70.18,-68.83,0.1191,-29.72,31.07,65.99,34.52,17153,32.7,0.7514,100.0,-100.0,5878,33.21,0.8125,99.99,-99.99,0.0611,-0.01,0.01,65.73,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.0,3.0,50,0.7,40.26,1083,25.76,0.9318,69.69,-53.23,446,29.15,1.1349,22.96,46.33,0.2031,-46.73,99.56,58.82,40.18,5262,24.44,0.8639,99.9,-99.87,2251,25.23,0.9249,83.65,-81.51,0.061,-16.25,18.36,57.22,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.0,3.0,50,0.7,34.8,5000,24.12,0.7739,100.0,-100.0,1682,23.96,0.803,95.9,-95.42,0.0291,-4.1,4.58,66.36,34.52,24252,24.26,0.767,100.0,-100.0,8354,24.81,0.8277,100.0,-100.0,0.0607,0.0,0.0,65.55,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,4.0,50,0.8,28.57,3525,19.29,0.8422,99.69,-99.65,989,19.72,0.8971,68.53,-65.95,0.0549,-31.16,33.7,71.94,28.48,17153,18.94,0.8169,100.0,-100.0,4907,19.46,0.8775,99.83,-99.8,0.0606,-0.17,0.2,71.39,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.0,3.0,100,0.8,29.19,3525,24.88,0.8062,99.86,-99.85,974,26.8,0.9561,55.09,-39.29,0.1499,-44.77,60.56,72.37,28.11,17153,24.21,0.7652,100.0,-100.0,4656,24.29,0.8257,99.95,-99.95,0.0605,-0.05,0.05,72.86,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,2.0,100,0.8,29.19,3353,33.05,0.8408,98.69,-98.65,934,34.8,0.96,51.29,-29.98,0.1192,-47.4,68.67,72.14,28.11,16280,32.13,0.7959,100.0,-100.0,4444,32.49,0.8563,99.42,-99.39,0.0604,-0.58,0.61,72.7,,,,
rsi_low_vol,M15,,,,,,1.5,3.0,100,0.2,22.18,362,26.8,1.0547,37.66,9.85,20,25.0,0.892,12.47,-2.01,-0.1627,-25.19,-11.86,94.48,22.66,1901,24.09,0.9002,88.4,-83.15,156,26.28,0.9604,19.81,-7.08,0.0602,-68.59,76.07,91.79,14.0,80.0,30.0,cross
derivative_high_vol,M5,20.0,4.0,2.0,0.05,0.0,1.5,3.0,100,0.7,36.17,5075,23.96,0.8209,99.98,-99.98,1725,24.87,0.903,84.23,-79.93,0.0821,-15.75,20.05,66.01,35.6,24560,23.95,0.8129,100.0,-100.0,8574,24.36,0.873,100.0,-100.0,0.0601,0.0,0.0,65.09,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.5,4.0,200,0.7,38.83,5000,18.68,0.8112,99.99,-99.99,1843,20.18,0.9477,86.42,-69.31,0.1365,-13.57,30.68,63.14,38.53,24252,18.81,0.8099,100.0,-100.0,9046,18.93,0.87,100.0,-100.0,0.0601,0.0,0.0,62.7,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.5,4.0,100,0.8,29.19,3529,19.55,0.8556,99.56,-99.47,986,20.39,0.9508,50.46,-45.65,0.0952,-49.1,53.82,72.06,28.11,17192,18.99,0.8194,100.0,-100.0,4680,19.23,0.8794,99.78,-99.69,0.06,-0.22,0.31,72.78,,,,
rsi_low_vol,M5,,,,,,1.5,3.0,200,0.3,40.13,221,19.91,0.6655,57.83,-48.85,38,21.05,0.674,15.23,-10.93,0.0085,-42.6,37.92,82.81,38.31,1230,24.72,0.889,74.4,-72.65,211,27.96,0.9489,34.5,-11.66,0.0599,-39.9,60.99,82.85,14.0,80.0,20.0,cross
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.5,4.0,50,0.8,28.57,3529,19.55,0.8556,99.56,-99.47,1011,19.88,0.9052,71.08,-64.25,0.0496,-28.48,35.22,71.35,28.48,17192,18.99,0.8194,100.0,-100.0,4915,19.53,0.879,99.84,-99.79,0.0596,-0.16,0.21,71.41,,,,
derivative_high_vol,M5,20.0,4.0,4.0,0.05,0.0,1.5,2.0,50,0.7,34.8,4603,31.59,0.7867,99.97,-99.96,1525,31.93,0.8284,88.06,-87.55,0.0417,-11.91,12.41,66.87,34.52,22202,31.93,0.7887,100.0,-100.0,7632,32.73,0.8483,99.99,-99.99,0.0596,-0.01,0.01,65.62,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.0,2.0,200,0.7,29.52,1117,34.02,0.9111,67.49,-56.13,300,38.67,1.1642,13.25,33.17,0.2531,-54.24,89.3,73.14,29.35,5490,32.82,0.8568,99.85,-99.82,1574,33.29,0.9163,77.01,-66.22,0.0595,-22.84,33.6,71.33,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.5,4.0,50,0.8,28.57,5000,18.68,0.8112,99.99,-99.99,1410,19.79,0.9084,86.75,-75.16,0.0972,-13.24,24.83,71.8,28.48,24252,18.81,0.8099,100.0,-100.0,6993,19.32,0.8693,99.99,-99.99,0.0594,-0.01,0.01,71.17,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.05,0.0,1.5,4.0,100,0.7,36.17,5075,18.94,0.8241,99.99,-99.99,1725,19.71,0.9117,86.35,-80.66,0.0876,-13.64,19.33,66.01,35.6,24560,18.89,0.8146,100.0,-100.0,8574,19.15,0.8739,100.0,-100.0,0.0593,0.0,0.0,65.09,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,4.0,100,0.8,29.19,3525,19.29,0.8422,99.69,-99.65,974,20.43,0.9569,50.16,-42.42,0.1147,-49.53,57.23,72.37,28.11,17153,18.94,0.8169,100.0,-100.0,4656,19.16,0.8761,99.79,-99.72,0.0592,-0.21,0.28,72.86,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,2.0,100,0.7,36.17,3353,33.05,0.8408,98.69,-98.65,1159,35.12,0.9718,53.17,-29.28,0.131,-45.52,69.37,65.43,35.6,16280,32.13,0.7959,100.0,-100.0,5688,32.52,0.8551,99.87,-99.86,0.0592,-0.13,0.14,65.06,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.0,3.0,100,0.8,19.25,1128,26.06,0.9469,66.96,-47.97,197,30.46,1.2275,14.04,34.25,0.2806,-52.92,82.22,82.54,18.66,5581,24.33,0.859,99.95,-99.93,1018,24.75,0.9181,67.07,-55.63,0.0591,-32.88,44.3,81.76,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.05,0.0,1.5,4.0,50,0.7,34.8,5075,18.94,0.8241,99.99,-99.99,1685,19.35,0.8789,88.9,-87.79,0.0548,-11.09,12.2,66.8,34.52,24560,18.89,0.8146,100.0,-100.0,8438,19.44,0.8737,100.0,-100.0,0.0591,0.0,0.0,65.64,,,,
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.3,42.97,1114,33.21,0.8657,79.52,-70.03,209,31.1,0.7548,39.28,-33.99,-0.1109,-40.24,36.04,81.24,42.75,5564,33.64,0.8714,99.71,-99.7,1158,36.27,0.93,62.86,-50.81,0.0586,-36.85,48.89,79.19,14.0,70.0,20.0,cross
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.5,4.0,50,0.8,28.57,3366,19.61,0.858,99.42,-99.27,961,19.98,0.9077,72.08,-61.63,0.0497,-27.34,37.64,71.45,28.48,16310,18.88,0.8143,100.0,-100.0,4688,19.41,0.8729,99.84,-99.78,0.0586,-0.16,0.22,71.26,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,3.0,100,0.7,36.17,3525,24.31,0.8365,99.63,-99.53,1209,25.72,0.9446,55.63,-51.19,0.1081,-44.0,48.34,65.7,35.6,17153,23.87,0.8088,100.0,-100.0,5974,24.24,0.8674,99.94,-99.94,0.0586,-0.06,0.06,65.17,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.05,0.0,1.5,2.0,50,0.7,34.8,5075,31.57,0.7855,99.99,-99.98,1685,31.63,0.8168,91.83,-91.43,0.0313,-8.16,8.55,66.8,34.52,24560,32.11,0.7953,100.0,-100.0,8438,32.88,0.8538,100.0,-99.99,0.0585,0.0,0.01,65.64,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.0,3.0,50,0.7,34.8,3529,24.11,0.7737,99.96,-99.95,1217,24.98,0.8486,84.4,-82.48,0.0749,-15.56,17.47,65.51,34.52,17192,24.45,0.7751,100.0,-100.0,5896,24.92,0.8333,99.99,-99.99,0.0582,-0.01,0.01,65.7,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.0,4.0,200,0.8,30.54,5000,19.2,0.7826,100.0,-100.0,1419,19.8,0.8805,89.05,-82.89,0.0979,-10.95,17.11,71.62,28.57,24252,19.47,0.7843,100.0,-100.0,6674,19.28,0.8424,100.0,-100.0,0.0581,0.0,0.0,72.48,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.0,2.0,200,0.7,29.52,1067,33.46,0.889,70.36,-61.81,291,38.83,1.173,12.42,34.09,0.284,-57.94,95.9,72.73,29.35,5198,33.01,0.864,99.72,-99.66,1490,33.42,0.922,73.38,-61.94,0.058,-26.34,37.72,71.34,,,,
derivative_high_vol,M5,20.0,4.0,4.0,0.05,0.0,1.5,4.0,100,0.7,36.17,4603,18.73,0.8134,99.99,-99.98,1558,19.77,0.9157,81.82,-76.08,0.1023,-18.17,23.9,66.15,35.6,22202,18.84,0.812,100.0,-100.0,7745,19.07,0.8699,100.0,-100.0,0.0579,0.0,0.0,65.12,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.0,4.0,100,0.8,19.25,1590,21.76,1.0038,59.78,-24.52,293,22.18,1.07,24.92,11.17,0.0662,-34.86,35.69,81.57,18.66,7910,19.47,0.8685,100.0,-100.0,1406,19.7,0.9263,75.01,-68.32,0.0578,-24.99,31.68,82.23,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.0,3.0,50,0.8,34.16,1128,26.06,0.9469,66.96,-47.97,388,28.87,1.1205,22.11,33.71,0.1736,-44.85,81.68,65.6,32.99,5581,24.33,0.859,99.95,-99.93,1962,25.03,0.9166,83.94,-79.86,0.0576,-16.01,20.07,64.85,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.05,0.0,1.5,3.0,50,0.7,34.8,5075,23.96,0.8209,99.98,-99.98,1685,23.92,0.8447,92.24,-90.98,0.0238,-7.74,9.0,66.8,34.52,24560,23.95,0.8129,100.0,-100.0,8438,24.59,0.8705,100.0,-100.0,0.0576,0.0,0.0,65.64,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.5,2.0,100,0.7,36.17,3529,32.7,0.8277,99.31,-99.25,1217,34.1,0.9297,55.35,-51.69,0.102,-43.96,47.56,65.51,35.6,17192,32.31,0.8026,100.0,-100.0,5999,32.66,0.8602,99.88,-99.88,0.0576,-0.12,0.12,65.11,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.0,2.0,100,0.8,24.54,17722,33.65,0.5589,100.0,-100.0,4047,33.43,0.6272,100.0,-100.0,0.0683,0.0,0.0,77.16,24.68,85717,33.42,0.5218,100.0,-100.0,20786,32.77,0.5794,100.0,-100.0,0.0576,0.0,0.0,75.75,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.0,4.0,100,0.7,29.07,1426,21.67,0.9987,64.42,-26.9,382,23.3,1.1382,27.47,40.83,0.1395,-36.95,67.73,73.21,28.95,7132,19.48,0.869,100.0,-99.99,1963,19.82,0.9265,86.18,-79.93,0.0575,-13.82,20.06,72.48,,,,
derivative_high_vol,M5,20.0,4.0,4.0,0.05,0.0,1.5,3.0,50,0.7,34.8,4603,24.01,0.8234,99.97,-99.95,1525,24.26,0.861,87.68,-86.0,0.0376,-12.29,13.95,66.87,34.52,22202,23.87,0.8094,100.0,-100.0,7632,24.5,0.8667,99.99,-99.99,0.0573,-0.01,0.01,65.62,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.5,3.0,50,0.7,34.8,5000,24.16,0.8299,99.98,-99.96,1682,25.15,0.903,86.14,-79.35,0.0731,-13.84,20.61,66.36,34.52,24252,23.82,0.8071,100.0,-100.0,8354,24.47,0.8644,100.0,-100.0,0.0573,0.0,0.0,65.55,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.1,0.0,1.0,2.0,100,0.7,32.11,17677,33.49,0.5552,100.0,-100.0,5359,33.23,0.6168,100.0,-100.0,0.0616,0.0,0.0,69.68,31.82,85523,33.32,0.5193,100.0,-100.0,26876,32.9,0.5766,100.0,-100.0,0.0573,0.0,0.0,68.57,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.1,0.0,1.0,2.0,100,0.8,24.54,17677,33.49,0.5552,100.0,-100.0,4049,33.09,0.6178,100.0,-100.0,0.0626,0.0,0.0,77.09,24.68,85523,33.32,0.5193,100.0,-100.0,20723,32.67,0.5766,100.0,-100.0,0.0573,0.0,0.0,75.77,,,,
derivative_high_vol,M5,20.0,4.0,2.0,0.1,0.0,1.5,3.0,200,0.7,38.83,5000,24.16,0.8299,99.98,-99.96,1843,26.1,0.9704,75.14,-50.91,0.1405,-24.84,49.05,63.14,38.53,24252,23.82,0.8071,100.0,-100.0,9046,23.99,0.8643,100.0,-100.0,0.0572,0.0,0.0,62.7,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,3.0,50,0.7,34.8,3525,24.31,0.8365,99.63,-99.53,1199,25.19,0.9044,69.61,-67.09,0.0679,-30.02,32.44,65.99,34.52,17153,23.87,0.8088,100.0,-100.0,5878,24.48,0.8658,99.94,-99.94,0.057,-0.06,0.06,65.73,,,,
rsi_low_vol,M5,,,,,,1.5,3.0,200,0.2,29.49,221,19.91,0.6655,57.83,-48.85,21,28.57,0.9898,7.42,-0.52,0.3243,-50.41,48.33,90.5,27.25,1230,24.72,0.889,74.4,-72.65,106,28.3,0.9457,25.25,-6.35,0.0567,-49.15,66.3,91.38,14.0,80.0,20.0,cross
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.0,4.0,200,0.8,19.54,1432,20.6,0.936,78.32,-66.0,254,22.83,1.1107,25.28,18.91,0.1747,-53.04,84.91,82.26,19.39,7065,19.8,0.8866,99.99,-99.98,1295,20.0,0.9433,61.33,-58.18,0.0567,-38.66,41.8,81.67,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.0,2.0,100,0.8,24.54,16826,33.72,0.5602,100.0,-100.0,3837,33.46,0.6279,100.0,-100.0,0.0677,0.0,0.0,77.2,24.68,81406,33.42,0.5216,100.0,-100.0,19689,32.71,0.5783,100.0,-100.0,0.0567,0.0,0.0,75.81,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.0,2.0,200,0.7,29.52,1128,33.33,0.8824,74.13,-65.84,294,38.1,1.1358,12.89,25.78,0.2534,-61.24,91.62,73.94,29.35,5581,32.63,0.8492,99.9,-99.88,1595,33.04,0.9057,80.68,-70.6,0.0565,-19.22,29.28,71.42,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,2.0,50,0.7,34.8,3353,33.05,0.8408,98.69,-98.65,1144,34.09,0.913,58.6,-56.37,0.0722,-40.09,42.28,65.88,34.52,16280,32.13,0.7959,100.0,-100.0,5610,32.8,0.8523,99.88,-99.87,0.0564,-0.12,0.13,65.54,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.5,3.0,100,0.8,29.19,3525,24.31,0.8365,99.63,-99.53,974,25.36,0.9285,55.43,-50.57,0.092,-44.2,48.96,72.37,28.11,17153,23.87,0.8088,100.0,-100.0,4656,24.14,0.8651,99.72,-99.7,0.0563,-0.28,0.3,72.86,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.0,4.0,200,0.7,29.52,1083,20.5,0.9299,67.86,-58.22,284,22.18,1.067,18.92,10.07,0.1371,-48.94,68.29,73.78,29.35,5262,19.76,0.886,99.87,-99.81,1506,20.05,0.9422,74.22,-64.35,0.0562,-25.65,35.46,71.38,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.0,2.0,100,0.8,19.25,1596,34.59,0.9336,73.26,-59.91,285,40.0,1.2346,12.87,47.87,0.301,-60.39,107.78,82.14,18.66,7805,32.83,0.8561,99.99,-99.99,1359,33.11,0.9123,63.28,-62.34,0.0562,-36.71,37.65,82.59,,,,
derivative_high_vol,M5,20.0,4.0,4.0,0.05,0.0,1.5,4.0,50,0.7,34.8,4603,18.73,0.8134,99.99,-99.98,1525,19.48,0.8861,85.08,-83.59,0.0727,-14.91,16.39,66.87,34.52,22202,18.84,0.812,100.0,-100.0,7632,19.34,0.8682,100.0,-100.0,0.0562,0.0,0.0,65.62,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.1,0.0,1.0,3.0,50,0.7,34.8,3525,24.88,0.8062,99.86,-99.85,1199,26.44,0.9154,66.83,-64.24,0.1092,-33.03,35.61,65.99,34.52,17153,24.21,0.7652,100.0,-100.0,5878,24.63,0.8212,100.0,-99.99,0.056,0.0,0.01,65.73,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.1,0.0,1.0,2.0,100,0.7,32.11,16828,33.6,0.5578,100.0,-100.0,5097,33.25,0.6168,100.0,-100.0,0.059,0.0,0.0,69.71,31.82,81329,33.3,0.519,100.0,-100.0,25523,32.83,0.5748,100.0,-100.0,0.0558,0.0,0.0,68.62,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.1,0.0,1.0,2.0,100,0.8,24.54,16828,33.6,0.5578,100.0,-100.0,3837,33.12,0.6184,100.0,-100.0,0.0606,0.0,0.0,77.2,24.68,81329,33.3,0.519,100.0,-100.0,19659,32.6,0.5748,100.0,-100.0,0.0558,0.0,0.0,75.83,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.5,2.0,100,0.8,29.19,3529,32.7,0.8277,99.31,-99.25,986,34.18,0.9349,53.98,-42.45,0.1072,-45.33,56.8,72.06,28.11,17192,32.31,0.8026,100.0,-100.0,4680,32.54,0.8583,99.52,-99.5,0.0557,-0.48,0.5,72.78,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.0,2.0,50,0.8,34.16,1067,33.46,0.889,70.36,-61.81,379,37.2,1.0808,25.54,17.88,0.1918,-44.82,79.69,64.48,32.99,5198,33.01,0.864,99.72,-99.66,1826,33.68,0.9196,77.34,-70.55,0.0556,-22.38,29.11,64.87,,,,
derivative_high_vol,M1,20.0,4.0,4.0,0.1,0.0,1.0,2.0,100,0.8,24.54,22683,33.54,0.5567,100.0,-100.0,5231,32.75,0.6103,100.0,-100.0,0.0536,0.0,0.0,76.94,24.68,109750,33.32,0.5197,100.0,-100.0,26770,32.63,0.5752,100.0,-100.0,0.0555,0.0,0.0,75.61,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.05,0.0,1.0,3.0,100,0.7,36.17,3366,24.24,0.7791,99.93,-99.91,1167,25.36,0.8853,74.66,-72.3,0.1062,-25.27,27.61,65.33,35.6,16310,24.39,0.7725,100.0,-100.0,5705,24.4,0.8276,99.99,-99.99,0.0551,-0.01,0.01,65.02,,,,
derivative_high_vol,M5,20.0,8.0,2.0,0.05,0.0,1.0,3.0,100,0.7,36.17,3529,24.11,0.7737,99.96,-99.95,1217,25.55,0.8948,73.55,-71.08,0.1211,-26.41,28.87,65.51,35.6,17192,24.45,0.7751,100.0,-100.0,5999,24.45,0.83,99.99,-99.99,0.0549,-0.01,0.01,65.11,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.5,4.0,100,0.7,29.07,1083,21.7,1.049,40.16,23.41,292,19.86,1.0031,34.65,-4.92,-0.0459,-5.51,-28.33,73.04,28.95,5262,19.08,0.892,99.85,-99.71,1490,19.06,0.9467,75.09,-60.94,0.0547,-24.76,38.77,71.68,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.0,2.0,100,0.7,32.11,17722,33.65,0.5589,100.0,-100.0,5387,33.71,0.6308,100.0,-100.0,0.0719,0.0,0.0,69.6,31.82,85717,33.42,0.5218,100.0,-100.0,26935,32.87,0.5765,100.0,-100.0,0.0547,0.0,0.0,68.58,,,,
derivative_high_vol,M5,20.0,8.0,4.0,0.1,0.0,1.5,4.0,100,0.7,36.17,3353,19.39,0.8477,99.5,-99.45,1159,20.79,0.9739,57.23,-38.82,0.1262,-42.27,60.63,65.43,35.6,16280,18.86,0.813,100.0,-100.0,5688,18.99,0.8676,99.96,-99.95,0.0546,-0.04,0.05,65.06,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.0,3.0,200,0.8,19.54,1590,25.97,0.943,75.26,-62.13,281,29.18,1.1557,15.74,32.29,0.2127,-59.52,94.42,82.33,19.39,7910,24.12,0.8483,100.0,-100.0,1438,24.41,0.9027,76.12,-73.42,0.0544,-23.88,26.58,81.82,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.0,4.0,100,0.8,19.25,1128,20.66,0.9392,65.69,-55.89,197,22.34,1.0794,16.17,8.96,0.1402,-49.52,64.85,82.54,18.66,5581,19.69,0.8819,99.93,-99.89,1018,19.84,0.9362,63.44,-52.61,0.0543,-36.49,47.28,81.76,,,,
