strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct,rsi_period,ob_level,os_level,entry_mode
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.2,33.09,1113,19.32,0.8626,86.8,-79.06,214,17.76,0.7292,48.66,-44.17,-0.1334,-38.14,34.89,80.77,29.38,5564,21.19,0.9557,97.25,-96.25,926,21.81,0.9215,68.71,-57.5,-0.0342,-28.54,38.75,83.36,14.0,70.0,20.0,touch
rsi_low_vol,M5,,,,,,1.5,3.0,100,0.2,33.09,1114,24.33,0.8564,86.25,-77.37,183,25.14,0.8473,30.98,-23.19,-0.0091,-55.27,54.18,83.57,29.38,5564,25.04,0.8804,99.82,-99.82,818,25.67,0.8462,70.38,-70.14,-0.0342,-29.44,29.68,85.3,14.0,70.0,20.0,cross
rsi_low_vol,M15,,,,,,1.5,3.0,50,0.3,43.15,362,27.35,1.0743,30.26,15.79,67,37.31,1.6814,6.22,33.02,0.6071,-24.04,17.23,81.49,41.31,1901,25.67,0.9752,77.09,-48.05,358,25.7,0.9408,36.11,-20.03,-0.0344,-40.98,28.02,81.17,14.0,80.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,4.0,200,0.3,40.13,1113,19.32,0.8626,86.8,-79.06,349,18.91,0.7835,63.22,-53.49,-0.0791,-23.58,25.57,68.64,38.31,5564,21.19,0.9557,97.25,-96.25,1573,21.93,0.9207,89.35,-76.98,-0.035,-7.9,19.27,71.73,14.0,70.0,20.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.3,42.97,1113,34.23,0.9008,74.22,-59.72,246,33.74,0.8432,31.74,-26.89,-0.0576,-42.48,32.83,77.9,42.75,5564,35.21,0.9299,96.82,-96.54,1274,35.48,0.8947,77.21,-67.36,-0.0352,-19.61,29.18,77.1,14.0,70.0,20.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,100,0.2,33.09,1915,32.9,0.8533,91.44,-89.49,289,35.64,0.9014,31.97,-21.19,0.0481,-59.47,68.3,84.91,29.38,9660,33.35,0.8587,100.0,-100.0,1462,33.99,0.8233,89.1,-87.95,-0.0354,-10.9,12.05,84.87,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.3,40.4,5609,26.92,0.8385,99.99,-99.99,1181,29.21,0.8188,89.52,-89.17,-0.0197,-10.47,10.82,78.94,41.84,27661,26.19,0.7719,100.0,-100.0,7328,27.33,0.7362,100.0,-100.0,-0.0357,0.0,0.0,73.51,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.2,32.51,5822,21.14,0.8737,99.98,-99.98,1342,21.83,0.7805,97.45,-96.72,-0.0932,-2.53,3.26,76.95,33.72,28035,21.07,0.829,100.0,-100.0,7212,23.24,0.793,100.0,-100.0,-0.036,0.0,0.0,74.28,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.3,40.58,5822,21.14,0.8737,99.98,-99.98,1802,21.37,0.7639,99.41,-99.26,-0.1098,-0.57,0.72,69.05,41.72,28035,21.07,0.829,100.0,-100.0,9429,22.9,0.793,100.0,-100.0,-0.036,0.0,0.0,66.37,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.3,40.4,10034,21.71,0.8965,100.0,-100.0,2833,21.46,0.783,99.92,-99.91,-0.1135,-0.08,0.09,71.77,41.84,49092,21.01,0.8274,100.0,-100.0,15604,21.89,0.7907,100.0,-100.0,-0.0367,0.0,0.0,68.21,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,50,0.3,40.91,10034,21.71,0.8965,100.0,-100.0,2370,22.45,0.8384,98.89,-98.76,-0.0581,-1.11,1.24,76.38,42.16,49092,21.01,0.8274,100.0,-100.0,13670,21.43,0.7905,100.0,-100.0,-0.0369,0.0,0.0,72.15,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.2,32.52,5822,27.33,0.8262,100.0,-100.0,1139,27.04,0.7415,95.71,-95.27,-0.0847,-4.29,4.73,80.44,34.08,28035,27.15,0.7897,100.0,-100.0,6407,28.44,0.7515,100.0,-100.0,-0.0382,0.0,0.0,77.15,14.0,70.0,20.0,touch
rsi_low_vol,M15,,,,,,1.5,4.0,200,0.2,21.04,362,20.99,1.0755,43.0,15.65,27,22.22,1.0342,8.52,0.21,-0.0413,-34.48,-15.44,92.54,21.32,1901,18.62,0.8817,91.18,-89.59,153,18.95,0.8433,33.67,-21.36,-0.0384,-57.51,68.23,91.95,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.2,32.52,2234,20.37,0.8629,96.91,-96.61,222,21.17,0.776,48.54,-42.94,-0.0869,-48.37,53.67,90.06,34.08,10544,20.9,0.85,100.0,-100.0,1485,23.03,0.8115,97.33,-96.23,-0.0385,-2.67,3.77,85.92,21.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.3,40.4,5822,27.33,0.8262,100.0,-100.0,1598,26.28,0.7147,99.22,-99.14,-0.1115,-0.78,0.86,72.55,41.84,28035,27.15,0.7897,100.0,-100.0,8509,28.28,0.7509,100.0,-100.0,-0.0388,0.0,0.0,69.65,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.2,32.52,10034,21.71,0.8965,100.0,-100.0,2042,21.45,0.7778,99.5,-99.43,-0.1187,-0.5,0.57,79.65,34.08,49092,21.01,0.8274,100.0,-100.0,11795,21.99,0.788,100.0,-100.0,-0.0394,0.0,0.0,75.97,14.0,70.0,30.0,touch
rsi_low_vol,M15,,,,,,1.5,4.0,100,0.3,30.26,705,19.15,0.9307,57.06,-41.91,134,18.66,0.8388,28.9,-19.24,-0.0919,-28.16,22.67,80.99,30.47,3350,20.51,0.9919,80.17,-59.24,631,20.76,0.952,46.73,-32.05,-0.0399,-33.44,27.19,81.16,14.0,70.0,30.0,touch
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.5,2.0,200,0.8,19.54,1426,34.71,0.9783,50.44,-30.13,252,37.3,1.1316,13.48,20.75,0.1533,-36.96,50.88,82.33,19.39,7132,32.6,0.885,99.88,-99.86,1298,30.82,0.8451,80.15,-79.09,-0.0399,-19.73,20.77,81.8,,,,
rsi_low_vol,M1,,,,,,1.5,3.0,50,0.2,33.05,5822,27.33,0.8262,100.0,-100.0,929,28.2,0.7936,87.24,-86.1,-0.0326,-12.76,13.9,84.04,34.33,28035,27.15,0.7897,100.0,-100.0,5459,27.73,0.7488,100.0,-100.0,-0.0409,0.0,0.0,80.53,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.2,32.51,10034,19.7,0.8209,100.0,-100.0,2036,21.51,0.7545,99.76,-99.68,-0.0664,-0.24,0.32,79.71,33.72,49092,19.77,0.7844,100.0,-100.0,11962,21.58,0.7434,100.0,-100.0,-0.041,0.0,0.0,75.63,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.2,32.52,5609,26.92,0.8385,99.99,-99.99,836,29.07,0.8162,80.11,-79.73,-0.0223,-19.88,20.26,85.1,34.08,27661,26.19,0.7719,100.0,-100.0,5462,27.3,0.7308,100.0,-100.0,-0.0411,0.0,0.0,80.25,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.3,40.4,2234,20.37,0.8629,96.91,-96.61,357,18.21,0.6604,77.01,-74.28,-0.2025,-19.9,22.33,84.02,41.84,10544,20.9,0.85,100.0,-100.0,2134,22.77,0.8084,99.34,-99.15,-0.0416,-0.66,0.85,79.76,21.0,70.0,20.0,touch
rsi_low_vol,M15,,,,,,1.5,3.0,100,0.3,30.26,705,25.39,0.9636,42.14,-26.36,134,22.39,0.786,31.64,-22.67,-0.1776,-10.5,3.69,80.99,30.47,3350,25.94,0.9848,76.84,-59.52,631,25.83,0.9428,42.34,-31.92,-0.042,-34.5,27.6,81.16,14.0,70.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,200,0.3,40.13,1022,32.09,0.8243,81.56,-76.09,212,36.79,0.93,24.68,-12.23,0.1057,-56.88,63.86,79.26,38.31,5326,33.08,0.8508,99.84,-99.83,1341,33.86,0.8085,89.21,-87.86,-0.0423,-10.63,11.97,74.82,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,50,0.3,40.91,10034,27.98,0.8554,100.0,-100.0,2370,27.72,0.7772,99.58,-99.56,-0.0782,-0.42,0.44,76.38,42.16,49092,27.23,0.793,100.0,-100.0,13670,27.52,0.7505,100.0,-100.0,-0.0425,0.0,0.0,72.15,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.3,40.58,10034,26.31,0.8058,100.0,-100.0,2786,28.03,0.7576,99.93,-99.92,-0.0482,-0.07,0.08,72.23,41.72,49092,26.17,0.7638,100.0,-100.0,15665,27.71,0.7213,100.0,-100.0,-0.0425,0.0,0.0,68.09,14.0,70.0,30.0,cross
rsi_low_vol,M5,,,,,,1.5,2.0,200,0.3,40.13,475,33.26,0.8788,48.14,-37.21,88,26.14,0.5772,30.14,-27.52,-0.3016,-18.0,9.69,81.47,38.31,2161,33.27,0.8735,90.48,-88.99,351,34.19,0.8304,47.97,-38.62,-0.0431,-42.51,50.37,83.76,21.0,70.0,20.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.3,40.4,10034,34.97,0.7373,100.0,-100.0,2404,35.57,0.6708,99.93,-99.92,-0.0665,-0.07,0.08,76.04,41.84,49092,35.14,0.7139,100.0,-100.0,14113,36.17,0.6703,100.0,-100.0,-0.0436,0.0,0.0,71.25,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.3,40.91,2062,34.53,0.7449,99.04,-98.89,155,30.32,0.5379,53.6,-50.17,-0.207,-45.44,48.72,92.48,42.16,10492,35.32,0.7476,100.0,-100.0,1359,36.94,0.7035,97.54,-97.3,-0.0441,-2.46,2.7,87.05,21.0,80.0,30.0,cross
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.3,38.66,1914,20.74,0.9442,78.71,-73.08,451,21.51,0.9259,45.04,-32.52,-0.0183,-33.67,40.56,76.44,35.03,9660,20.99,0.9443,99.96,-99.87,2132,21.29,0.8998,93.68,-90.79,-0.0445,-6.28,9.08,77.93,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,50,0.3,40.91,4028,27.43,0.8537,99.79,-99.73,438,26.48,0.7189,75.49,-71.83,-0.1348,-24.3,27.9,89.13,42.16,19615,27.63,0.8328,100.0,-100.0,3235,28.62,0.788,99.94,-99.92,-0.0448,-0.06,0.08,83.51,21.0,70.0,30.0,touch
rsi_low_vol,M15,,,,,,1.5,4.0,50,0.3,43.15,288,17.71,0.8321,46.41,-37.07,23,21.74,1.1201,8.86,1.7,0.288,-37.55,38.77,92.01,41.31,1470,19.39,0.9428,80.78,-62.64,178,19.66,0.8971,27.76,-17.49,-0.0457,-53.02,45.15,87.89,21.0,70.0,30.0,touch
rsi_low_vol,M15,,,,,,1.5,3.0,50,0.3,43.15,705,25.39,0.9636,42.14,-26.36,156,28.21,1.0895,20.45,8.47,0.1259,-21.69,34.83,77.87,41.31,3350,25.94,0.9848,76.84,-59.52,722,25.62,0.9388,48.37,-37.0,-0.046,-28.47,22.52,78.45,14.0,70.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.3,42.97,835,32.1,0.835,74.66,-66.6,69,30.43,0.7493,22.78,-13.02,-0.0857,-51.88,53.58,91.74,42.75,3985,33.02,0.8624,98.9,-98.78,467,32.76,0.8157,60.5,-50.14,-0.0467,-38.4,48.64,88.28,21.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.2,32.52,10034,34.97,0.7373,100.0,-100.0,1728,35.82,0.6726,99.43,-99.39,-0.0647,-0.57,0.61,82.78,34.08,49092,35.14,0.7139,100.0,-100.0,10585,36.28,0.667,100.0,-100.0,-0.0469,0.0,0.0,78.44,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.2,32.52,4028,34.46,0.7378,99.99,-99.99,290,35.17,0.6542,67.57,-60.53,-0.0836,-32.42,39.46,92.8,34.08,19615,35.39,0.7436,100.0,-100.0,2447,37.64,0.6966,99.89,-99.88,-0.047,-0.11,0.12,87.52,21.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.3,40.4,4028,34.46,0.7378,99.99,-99.99,489,35.79,0.6741,79.42,-76.45,-0.0637,-20.57,23.54,87.86,41.84,19615,35.39,0.7436,100.0,-100.0,3512,37.3,0.6965,99.99,-99.99,-0.0471,-0.01,0.01,82.1,21.0,70.0,30.0,cross
rsi_low_vol,M15,,,,,,1.5,2.0,100,0.3,30.26,362,37.85,1.1398,19.8,33.67,52,34.62,0.9442,8.61,-2.53,-0.1956,-11.19,-36.2,85.64,30.47,1901,34.51,0.9745,75.17,-40.93,309,34.3,0.9272,27.48,-17.39,-0.0473,-47.69,23.54,83.75,14.0,80.0,30.0,touch
rsi_low_vol,M15,,,,,,1.5,3.0,100,0.2,22.18,362,27.35,1.0743,30.26,15.79,29,20.69,0.7016,14.02,-7.48,-0.3727,-16.24,-23.27,91.99,22.66,1901,25.67,0.9752,77.09,-48.05,191,25.65,0.9277,29.27,-13.12,-0.0475,-47.82,34.93,89.95,14.0,80.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,50,0.2,33.05,10034,27.98,0.8554,100.0,-100.0,1666,27.91,0.7795,97.89,-97.71,-0.0759,-2.11,2.29,83.4,34.33,49092,27.23,0.793,100.0,-100.0,10099,27.43,0.7452,100.0,-100.0,-0.0478,0.0,0.0,79.43,14.0,70.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,100,0.3,38.66,391,31.2,0.8036,53.76,-45.58,21,47.62,1.5256,3.37,6.47,0.722,-50.39,52.05,94.63,35.03,2117,32.69,0.8527,92.28,-91.72,197,32.99,0.8047,30.69,-26.84,-0.048,-61.59,64.88,90.69,21.0,80.0,30.0,cross
rsi_low_vol,M5,,,,,,1.5,4.0,200,0.2,29.49,1915,19.58,0.8747,94.09,-91.61,317,22.71,0.9728,39.44,-13.54,0.0981,-54.65,78.07,83.45,27.25,9660,19.44,0.864,100.0,-100.0,1609,20.07,0.8159,96.06,-95.51,-0.0481,-3.94,4.49,83.34,14.0,70.0,30.0,cross
rsi_low_vol,M5,,,,,,1.5,3.0,200,0.3,40.13,391,26.34,0.965,38.77,-15.57,53,15.09,0.4452,26.44,-25.2,-0.5198,-12.33,-9.63,86.45,38.31,2117,26.07,0.9392,87.89,-74.4,352,26.7,0.891,45.35,-31.66,-0.0482,-42.54,42.74,83.37,21.0,80.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,2.0,200,0.3,40.13,1915,32.9,0.8533,91.44,-89.49,489,31.9,0.7547,65.65,-62.56,-0.0986,-25.79,26.93,74.46,38.31,9660,33.35,0.8587,100.0,-100.0,2568,33.96,0.8101,98.55,-98.18,-0.0486,-1.45,1.82,73.42,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.3,40.58,4028,18.4,0.7909,99.99,-99.99,679,21.21,0.7427,89.09,-86.44,-0.0482,-10.9,13.55,83.14,41.72,19615,19.43,0.8018,100.0,-100.0,4416,21.67,0.7532,100.0,-100.0,-0.0486,0.0,0.0,77.49,21.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.3,40.58,5609,20.04,0.845,99.99,-99.99,1426,22.3,0.8131,96.2,-95.42,-0.0319,-3.79,4.57,74.58,41.72,27661,19.57,0.7856,100.0,-100.0,8378,21.09,0.7368,100.0,-100.0,-0.0488,0.0,0.0,69.71,14.0,80.0,30.0,cross
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.5,3.0,200,0.8,19.54,1426,26.93,1.0269,40.01,7.69,252,28.57,1.1478,17.1,26.39,0.1209,-22.91,18.7,82.33,19.39,7132,24.58,0.9069,99.88,-99.83,1298,22.8,0.8579,83.53,-80.74,-0.049,-16.35,19.09,81.8,,,,
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.3,40.58,1397,18.47,0.83,93.94,-92.05,227,22.03,0.7875,50.89,-43.0,-0.0425,-43.05,49.05,83.75,41.72,6604,19.37,0.8115,100.0,-100.0,1362,22.98,0.7625,97.79,-97.79,-0.049,-2.21,2.21,79.38,14.0,80.0,20.0,cross
rsi_low_vol,M15,,,,,,1.5,4.0,50,0.3,43.15,705,19.15,0.9307,57.06,-41.91,156,20.51,0.9591,28.24,-8.14,0.0284,-28.82,33.77,77.87,41.31,3350,20.51,0.9919,80.17,-59.24,722,20.5,0.9427,57.22,-39.2,-0.0492,-22.95,20.04,78.45,14.0,70.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.2,33.09,1021,21.16,0.9682,68.54,-38.66,142,26.76,1.2284,21.48,27.02,0.2602,-47.06,65.68,86.09,29.38,5326,20.43,0.9175,99.83,-99.27,793,20.68,0.8669,81.07,-67.62,-0.0506,-18.76,31.65,85.11,14.0,80.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.2,32.51,1397,25.13,0.7903,95.35,-94.28,139,28.06,0.7171,40.45,-34.74,-0.0732,-54.9,59.54,90.05,33.72,6604,25.83,0.7827,100.0,-100.0,912,29.61,0.7318,93.06,-93.06,-0.0509,-6.94,6.94,86.19,14.0,80.0,20.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,50,0.3,40.91,1397,19.11,0.8155,95.16,-93.76,98,17.35,0.5902,42.38,-36.49,-0.2253,-52.78,57.27,92.98,42.16,6604,20.73,0.8359,100.0,-100.0,736,23.1,0.7832,88.91,-85.36,-0.0527,-11.09,14.64,88.86,14.0,80.0,20.0,touch
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.2,33.09,1114,18.76,0.8307,89.89,-84.8,183,19.67,0.8339,34.1,-26.82,0.0032,-55.79,57.98,83.57,29.38,5564,19.61,0.8773,99.92,-99.92,818,19.93,0.8243,77.78,-77.6,-0.053,-22.14,22.32,85.3,14.0,70.0,20.0,cross
rsi_low_vol,M15,,,,,,1.5,2.0,100,0.3,30.26,705,36.03,1.0497,41.44,17.58,134,34.33,0.9379,23.65,-6.95,-0.1118,-17.79,-24.53,80.99,30.47,3350,34.66,0.9797,64.76,-55.43,631,34.23,0.9266,42.4,-32.46,-0.0531,-22.36,22.97,81.16,14.0,70.0,30.0,touch
rsi_low_vol,M15,,,,,,1.5,4.0,100,0.3,30.26,362,20.44,1.0498,43.13,7.55,52,25.0,1.2139,10.7,8.07,0.1641,-32.43,0.52,85.64,30.47,1901,20.04,0.9634,85.2,-61.52,309,20.06,0.9102,38.6,-25.98,-0.0532,-46.6,35.54,83.75,14.0,80.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.2,33.09,1914,20.74,0.9442,78.71,-73.08,343,21.57,0.9291,37.28,-25.15,-0.0151,-41.43,47.93,82.08,29.38,9660,20.99,0.9443,99.96,-99.87,1634,21.18,0.8908,89.42,-86.0,-0.0535,-10.54,13.87,83.08,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.3,40.91,2234,37.06,0.8076,97.43,-97.38,253,35.97,0.6876,53.3,-50.26,-0.12,-44.13,47.12,88.68,42.16,10544,36.65,0.775,100.0,-100.0,1700,37.53,0.7212,98.91,-98.57,-0.0538,-1.09,1.43,83.88,21.0,70.0,20.0,touch
rsi_low_vol,M15,,,,,,1.5,3.0,50,0.3,43.15,362,26.8,1.0547,37.66,9.85,49,32.65,1.3721,6.03,12.56,0.3174,-31.63,2.71,86.46,41.31,1901,24.09,0.9002,88.4,-83.15,325,23.69,0.8461,39.99,-36.66,-0.0541,-48.41,46.49,82.9,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.3,40.4,10034,27.98,0.8554,100.0,-100.0,2833,27.07,0.7396,99.96,-99.95,-0.1158,-0.04,0.05,71.77,41.84,49092,27.23,0.793,100.0,-100.0,15604,27.69,0.7385,100.0,-100.0,-0.0545,0.0,0.0,68.21,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.2,32.52,1397,35.0,0.7532,94.98,-94.64,78,39.74,0.7686,20.12,-14.74,0.0154,-74.86,79.9,94.42,34.08,6604,35.39,0.7441,100.0,-100.0,595,38.99,0.6896,84.08,-81.89,-0.0545,-15.92,18.11,90.99,14.0,80.0,20.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.2,32.52,4028,20.41,0.8629,99.86,-99.78,392,19.9,0.708,76.41,-72.79,-0.1549,-23.45,26.99,90.27,34.08,19615,21.07,0.8549,100.0,-100.0,2796,22.71,0.8001,99.87,-99.85,-0.0548,-0.13,0.15,85.75,21.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.3,40.58,1397,25.13,0.7903,95.35,-94.28,227,27.75,0.7459,52.53,-45.98,-0.0444,-42.82,48.3,83.75,41.72,6604,25.83,0.7827,100.0,-100.0,1362,28.85,0.7279,98.21,-98.16,-0.0548,-1.79,1.84,79.38,14.0,80.0,20.0,cross
rsi_low_vol,M15,,,,,,1.5,4.0,100,0.3,30.26,411,18.73,0.868,61.06,-41.72,84,15.48,0.672,26.73,-23.17,-0.196,-34.33,18.55,79.56,30.47,1950,21.03,1.0314,80.2,10.8,345,21.16,0.9765,40.98,-13.02,-0.0549,-39.22,-23.82,82.31,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.3,40.58,4028,25.22,0.7863,99.98,-99.98,679,27.84,0.7347,87.53,-84.94,-0.0516,-12.45,15.04,83.14,41.72,19615,26.07,0.7855,100.0,-100.0,4416,28.19,0.7306,100.0,-100.0,-0.0549,0.0,0.0,77.49,21.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.3,40.58,5609,26.92,0.8385,99.99,-99.99,1426,29.94,0.8273,93.51,-92.54,-0.0112,-6.48,7.45,74.58,41.72,27661,26.19,0.7719,100.0,-100.0,8378,27.5,0.717,100.0,-100.0,-0.0549,0.0,0.0,69.71,14.0,80.0,30.0,cross
rsi_low_vol,M15,,,,,,1.5,4.0,100,0.2,22.18,362,20.99,1.0755,43.0,15.65,20,20.0,0.8992,11.62,-2.1,-0.1763,-31.38,-17.75,94.48,22.66,1901,18.62,0.8817,91.18,-89.59,156,18.59,0.8262,39.69,-23.57,-0.0555,-51.49,66.02,91.79,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.3,40.58,5822,27.33,0.8262,100.0,-100.0,1802,27.36,0.7232,99.55,-99.49,-0.103,-0.45,0.51,69.05,41.72,28035,27.15,0.7897,100.0,-100.0,9429,28.48,0.7337,100.0,-100.0,-0.056,0.0,0.0,66.37,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.3,40.91,10034,36.88,0.786,100.0,-100.0,2370,35.4,0.6819,99.89,-99.88,-0.1041,-0.11,0.12,76.38,42.16,49092,36.29,0.7405,100.0,-100.0,13670,36.19,0.6837,100.0,-100.0,-0.0568,0.0,0.0,72.15,14.0,70.0,30.0,touch
rsi_low_vol,M5,,,,,,1.5,3.0,200,0.3,40.13,1021,26.44,0.954,55.58,-41.47,255,28.24,0.9648,28.06,-10.95,0.0108,-27.52,30.52,75.02,38.31,5326,25.97,0.9187,99.64,-98.72,1462,26.2,0.8618,90.41,-85.95,-0.0569,-9.23,12.77,72.55,14.0,80.0,30.0,touch
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.5,4.0,100,0.8,19.25,1426,22.09,1.07,38.47,67.58,266,20.68,1.0612,31.52,7.93,-0.0088,-6.95,-59.65,81.35,18.66,7132,19.05,0.8882,99.98,-99.97,1260,16.83,0.8312,89.14,-86.64,-0.057,-10.84,13.33,82.33,,,,
rsi_low_vol,M15,,,,,,1.5,4.0,200,0.2,21.04,705,19.15,0.9307,57.06,-41.91,93,20.43,0.9371,21.33,-6.62,0.0064,-35.73,35.29,86.81,21.32,3350,20.51,0.9919,80.17,-59.24,419,20.53,0.9345,50.57,-27.4,-0.0574,-29.6,31.84,87.49,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,3.0,200,0.2,32.51,10034,26.31,0.8058,100.0,-100.0,2036,29.03,0.7784,99.3,-99.16,-0.0274,-0.7,0.84,79.71,33.72,49092,26.17,0.7638,100.0,-100.0,11962,27.55,0.7064,100.0,-100.0,-0.0574,0.0,0.0,75.63,14.0,70.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,4.0,200,0.3,40.58,10034,21.71,0.8965,100.0,-100.0,3158,22.67,0.8113,99.92,-99.9,-0.0852,-0.08,0.1,68.53,41.72,49092,21.01,0.8274,100.0,-100.0,17070,22.11,0.7698,100.0,-100.0,-0.0576,0.0,0.0,65.23,14.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.3,40.4,5609,36.0,0.7755,100.0,-100.0,1181,37.26,0.7207,94.74,-94.61,-0.0548,-5.26,5.39,78.94,41.84,27661,35.43,0.728,100.0,-100.0,7328,36.05,0.6694,100.0,-100.0,-0.0586,0.0,0.0,73.51,14.0,80.0,30.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,100,0.3,40.4,1397,35.0,0.7532,94.98,-94.64,145,36.55,0.666,38.61,-35.69,-0.0872,-56.37,58.95,89.62,41.84,6604,35.39,0.7441,100.0,-100.0,939,38.45,0.6854,93.84,-93.36,-0.0587,-6.16,6.64,85.78,14.0,80.0,20.0,cross
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.3,40.91,5822,35.92,0.7536,100.0,-100.0,1328,35.32,0.6785,97.91,-97.8,-0.0751,-2.09,2.2,77.19,42.16,28035,36.13,0.7355,100.0,-100.0,7400,36.27,0.6765,100.0,-100.0,-0.059,0.0,0.0,73.6,14.0,70.0,20.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.3,40.4,4028,20.41,0.8629,99.86,-99.78,634,19.56,0.7014,90.63,-88.17,-0.1615,-9.23,11.61,84.26,41.84,19615,21.07,0.8549,100.0,-100.0,4008,22.43,0.7955,99.99,-99.99,-0.0594,-0.01,0.01,79.57,21.0,70.0,30.0,touch
rsi_low_vol,M1,,,,,,1.5,4.0,50,0.2,33.05,5609,21.64,0.9001,99.93,-99.86,793,22.82,0.8424,77.98,-76.35,-0.0577,-21.95,23.51,85.86,34.33,27661,20.88,0.8279,100.0,-100.0,5114,20.83,0.7685,100.0,-100.0,-0.0594,0.0,0.0,81.51,14.0,80.0,30.0,touch
