strategy_family,tf,rsi_period,ob_level,os_level,entry_mode,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct
rsi_low_vol,M5,21,80,20,touch,1.5,2.0,50,0.2,36.77,31,54.84,2.4286,4.9,21.65,0,0.0,0.0,0.0,0.0,-2.4286,-4.9,-21.65,100.0,36.46,293,28.33,0.7943,46.7,-36.68,1,100.0,inf,0.0,2.0,inf,-46.7,38.68,99.66
rsi_low_vol,M5,21,80,20,touch,1.5,2.0,100,0.2,33.09,31,54.84,2.4286,4.9,21.65,0,0.0,0.0,0.0,0.0,-2.4286,-4.9,-21.65,100.0,29.38,293,28.33,0.7943,46.7,-36.68,2,100.0,inf,0.0,4.04,inf,-46.7,40.72,99.32
rsi_low_vol,M5,21,80,20,touch,1.5,3.0,50,0.2,36.77,31,38.71,1.8947,4.9,17.79,0,0.0,0.0,0.0,0.0,-1.8947,-4.9,-17.79,100.0,36.46,293,24.23,0.9638,36.31,-11.52,1,100.0,inf,0.0,3.0,inf,-36.31,14.52,99.66
rsi_low_vol,M5,21,80,20,touch,1.5,4.0,50,0.2,36.77,31,22.58,1.1667,8.65,3.39,0,0.0,0.0,0.0,0.0,-1.1667,-8.65,-3.39,100.0,36.46,293,20.82,1.0702,32.39,10.63,1,100.0,inf,0.0,4.0,inf,-32.39,-6.63,99.66
rsi_low_vol,M5,21,80,20,cross,1.5,4.0,200,0.2,29.49,31,19.35,0.96,7.82,-1.58,1,0.0,0.0,1.0,-1.0,-0.96,-6.82,0.58,96.77,27.25,293,20.82,1.0893,42.04,15.16,5,60.0,6.0,1.0,10.25,4.9107,-41.04,-4.91,98.29
rsi_low_vol,M5,21,80,20,cross,1.5,3.0,200,0.2,29.49,31,22.58,0.875,9.72,-3.37,1,0.0,0.0,1.0,-1.0,-0.875,-8.72,2.37,96.77,27.25,293,26.62,1.1038,38.93,19.11,5,60.0,4.5,1.0,7.1,3.3962,-37.93,-12.01,98.29
rsi_low_vol,M5,21,80,20,touch,1.5,2.0,50,0.3,42.97,31,54.84,2.4286,4.9,21.65,0,0.0,0.0,0.0,0.0,-2.4286,-4.9,-21.65,100.0,42.75,293,28.33,0.7943,46.7,-36.68,3,66.67,4.0,1.0,3.0,3.2057,-45.7,39.68,98.98
rsi_low_vol,M5,21,80,20,touch,1.5,4.0,100,0.2,33.09,31,22.58,1.1667,8.65,3.39,0,0.0,0.0,0.0,0.0,-1.1667,-8.65,-3.39,100.0,29.38,293,20.82,1.0702,32.39,10.63,2,50.0,4.0,1.0,2.96,2.9298,-31.39,-7.67,99.32
rsi_low_vol,M5,21,80,20,cross,1.5,4.0,50,0.2,36.77,31,19.35,0.96,7.82,-1.58,0,0.0,0.0,0.0,0.0,-0.96,-7.82,1.58,100.0,36.46,293,20.82,1.0893,42.04,15.16,4,50.0,4.0,1.99,6.01,2.9107,-40.05,-9.15,98.63
rsi_low_vol,M5,21,80,20,touch,1.5,3.0,100,0.2,33.09,31,38.71,1.8947,4.9,17.79,0,0.0,0.0,0.0,0.0,-1.8947,-4.9,-17.79,100.0,29.38,293,24.23,0.9638,36.31,-11.52,2,50.0,3.0,1.0,1.97,2.0362,-35.31,13.49,99.32
rsi_low_vol,M5,21,80,20,cross,1.5,2.0,200,0.2,29.49,31,38.71,1.2632,6.82,4.78,1,0.0,0.0,1.0,-1.0,-1.2632,-5.82,-5.78,96.77,27.25,293,32.42,0.9645,40.53,-9.4,5,60.0,3.0,1.0,4.01,2.0355,-39.53,13.41,98.29
rsi_low_vol,M5,21,80,20,cross,1.5,3.0,50,0.2,36.77,31,22.58,0.875,9.72,-3.37,0,0.0,0.0,0.0,0.0,-0.875,-9.72,3.37,100.0,36.46,293,26.62,1.1038,38.93,19.11,4,50.0,3.0,1.99,3.98,1.8962,-36.94,-15.13,98.63
rsi_low_vol,M5,21,80,20,touch,1.5,4.0,200,0.3,40.13,31,22.58,1.1667,8.65,3.39,5,60.0,6.0,1.99,10.25,4.8333,-6.66,6.86,83.87,38.31,293,20.82,1.0702,32.39,10.63,20,40.0,2.6667,4.9,21.31,1.5965,-27.49,10.68,93.17
rsi_low_vol,M5,21,80,20,cross,1.5,4.0,50,0.3,42.97,31,19.35,0.96,7.82,-1.58,0,0.0,0.0,0.0,0.0,-0.96,-7.82,1.58,100.0,42.75,293,20.82,1.0893,42.04,15.16,5,40.0,2.6667,1.99,4.95,1.5774,-40.05,-10.21,98.29
rsi_low_vol,M5,21,80,20,touch,1.5,4.0,200,0.2,29.49,31,22.58,1.1667,8.65,3.39,2,50.0,4.0,1.0,2.96,2.8333,-7.65,-0.43,93.55,27.25,293,20.82,1.0702,32.39,10.63,8,37.5,2.4,2.97,6.97,1.3298,-29.42,-3.66,97.27
rsi_low_vol,M5,21,80,20,cross,1.5,3.0,200,0.3,40.13,31,22.58,0.875,9.72,-3.37,3,66.67,6.0,1.0,5.03,5.125,-8.72,8.4,90.32,38.31,293,26.62,1.1038,38.93,19.11,18,44.44,2.4,5.85,14.56,1.2962,-33.08,-4.55,93.86
rsi_low_vol,M5,21,80,20,touch,1.5,2.0,200,0.2,29.49,31,54.84,2.4286,4.9,21.65,2,50.0,2.0,1.0,0.98,-0.4286,-3.9,-20.67,93.55,27.25,293,28.33,0.7943,46.7,-36.68,8,50.0,2.0,1.99,3.98,1.2057,-44.71,40.66,97.27
rsi_low_vol,M5,21,80,20,touch,1.5,3.0,200,0.3,40.13,31,38.71,1.8947,4.9,17.79,5,80.0,12.0,1.0,11.43,10.1053,-3.9,-6.36,83.87,38.31,293,24.23,0.9638,36.31,-11.52,20,40.0,2.0,4.9,12.28,1.0362,-31.41,23.8,93.17
rsi_low_vol,M5,21,80,20,cross,1.5,2.0,50,0.2,36.77,31,38.71,1.2632,6.82,4.78,0,0.0,0.0,0.0,0.0,-1.2632,-6.82,-4.78,100.0,36.46,293,32.42,0.9645,40.53,-9.4,4,50.0,2.0,1.99,1.97,1.0355,-38.54,11.37,98.63
rsi_low_vol,M5,21,80,20,touch,1.5,4.0,50,0.3,42.97,31,22.58,1.1667,8.65,3.39,0,0.0,0.0,0.0,0.0,-1.1667,-8.65,-3.39,100.0,42.75,293,20.82,1.0702,32.39,10.63,3,33.33,2.0,1.99,1.93,0.9298,-30.4,-8.7,98.98
rsi_low_vol,M5,21,80,20,cross,1.5,4.0,200,0.3,40.13,31,19.35,0.96,7.82,-1.58,3,66.67,8.0,1.0,7.08,7.04,-6.82,8.66,90.32,38.31,293,20.82,1.0893,42.04,15.16,18,33.33,2.0,5.85,12.16,0.9107,-36.19,-3.0,93.86
rsi_low_vol,M5,21,80,20,cross,1.5,3.0,50,0.3,42.97,31,22.58,0.875,9.72,-3.37,0,0.0,0.0,0.0,0.0,-0.875,-9.72,3.37,100.0,42.75,293,26.62,1.1038,38.93,19.11,5,40.0,2.0,1.99,2.94,0.8962,-36.94,-16.17,98.29
rsi_low_vol,M5,21,80,20,touch,1.5,2.0,200,0.3,40.13,31,54.84,2.4286,4.9,21.65,5,80.0,8.0,1.0,7.16,5.5714,-3.9,-14.49,83.87,38.31,293,28.33,0.7943,46.7,-36.68,20,45.0,1.6364,4.9,7.0,0.8421,-41.8,43.68,93.17
rsi_low_vol,M5,21,80,20,touch,1.5,3.0,200,0.2,29.49,31,38.71,1.8947,4.9,17.79,2,50.0,3.0,1.0,1.97,1.1053,-3.9,-15.82,93.55,27.25,293,24.23,0.9638,36.31,-11.52,8,37.5,1.8,2.97,3.92,0.8362,-33.34,15.44,97.27
rsi_low_vol,M5,14,80,20,cross,1.5,2.0,50,0.2,36.77,221,30.77,0.8889,33.47,-17.4,4,25.0,0.6667,2.97,-1.03,-0.2222,-30.5,16.37,98.19,36.46,1230,33.58,1.0123,49.56,-2.23,50,46.0,1.7037,4.0,20.21,0.6914,-45.56,22.44,95.93
rsi_low_vol,M5,21,80,20,cross,1.5,2.0,200,0.3,40.13,31,38.71,1.2632,6.82,4.78,3,66.67,4.0,1.0,3.0,2.7368,-5.82,-1.78,90.32,38.31,293,32.42,0.9645,40.53,-9.4,18,44.44,1.6,5.88,5.96,0.6355,-34.65,15.36,93.86
rsi_low_vol,M5,14,80,20,cross,1.5,2.0,100,0.2,33.09,221,30.77,0.8889,33.47,-17.4,10,20.0,0.5,7.73,-4.0,-0.3889,-25.74,13.4,95.48,29.38,1230,33.58,1.0123,49.56,-2.23,61,44.26,1.5882,9.64,21.28,0.5759,-39.92,23.51,95.04
rsi_low_vol,M5,14,80,20,cross,1.5,2.0,50,0.3,42.97,221,30.77,0.8889,33.47,-17.4,9,11.11,0.25,7.73,-5.88,-0.6389,-25.74,11.52,95.93,42.75,1230,33.58,1.0123,49.56,-2.23,77,44.16,1.5814,6.85,27.27,0.5691,-42.71,29.5,93.74
