strategy_family,tf,rsi_period,ob_level,os_level,entry_mode,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct
rsi_low_vol,M15,21,70,30,touch,1.5,4.0,100,0.2,22.18,288,17.71,0.8718,40.7,-29.64,8,12.5,0.5714,3.94,-3.07,-0.3004,-36.76,26.57,97.22,22.66,1470,19.59,0.9897,72.32,-33.17,63,20.63,1.04,13.55,0.74,0.0503,-58.77,33.91,95.71
rsi_low_vol,M15,21,80,30,touch,1.5,3.0,200,0.3,30.01,134,19.4,0.7358,28.48,-25.68,16,18.75,0.6923,4.11,-4.11,-0.0435,-24.37,21.57,88.06,30.41,796,24.75,0.9966,40.36,-12.78,62,25.81,1.0435,11.47,1.07,0.0469,-28.89,13.85,92.21
rsi_low_vol,M15,21,70,30,touch,1.5,3.0,100,0.2,22.18,288,22.57,0.8824,35.17,-25.9,8,12.5,0.4286,4.0,-4.0,-0.4538,-31.17,21.9,97.22,22.66,1470,24.49,0.9791,62.44,-35.88,63,25.4,1.0213,10.84,0.06,0.0422,-51.6,35.94,95.71
rsi_low_vol,M15,14,80,30,touch,1.5,3.0,100,0.3,30.26,362,27.35,1.1379,26.29,35.42,52,28.85,1.2162,8.65,7.41,0.0783,-17.64,-28.01,85.64,30.47,1901,26.04,1.0607,58.25,75.27,309,26.86,1.1018,21.48,19.96,0.0411,-36.77,-55.31,83.75
rsi_low_vol,M15,14,80,20,touch,1.5,2.0,100,0.2,22.18,68,36.76,1.1628,6.9,6.49,0,0.0,0.0,0.0,0.0,-1.1628,-6.9,-6.49,100.0,22.66,501,36.73,1.1609,26.65,58.05,8,37.5,1.2,1.99,0.92,0.0391,-24.66,-57.13,98.4
rsi_low_vol,M15,21,70,20,touch,1.5,4.0,100,0.2,22.18,168,20.24,1.0226,41.28,-0.32,4,25.0,1.3333,1.99,0.91,0.3107,-39.29,1.23,97.62,22.66,786,18.07,0.8945,73.4,-55.63,37,18.92,0.9333,11.62,-2.66,0.0388,-61.78,52.97,95.29
rsi_low_vol,M15,14,80,30,touch,1.5,3.0,200,0.2,21.04,362,27.35,1.1379,26.29,35.42,37,29.73,1.2692,7.73,6.59,0.1313,-18.56,-28.83,89.78,21.32,1901,26.04,1.0607,58.25,75.27,187,26.74,1.0949,16.1,10.63,0.0342,-42.15,-64.64,90.16
rsi_low_vol,M15,21,70,30,touch,1.5,2.0,50,0.3,43.15,288,31.94,0.9436,28.08,-12.89,23,34.78,1.1429,6.85,1.79,0.1993,-21.23,14.68,92.01,41.31,1470,33.54,1.0092,36.93,-5.49,178,34.27,1.0427,16.51,3.26,0.0335,-20.42,8.75,87.89
rsi_low_vol,M15,21,70,20,touch,1.5,3.0,100,0.2,22.18,168,25.0,1.0,35.01,-2.46,4,25.0,1.0,1.99,-0.06,0.0,-33.02,2.4,97.62,22.66,786,23.66,0.9331,65.42,-40.08,37,24.32,0.9643,10.68,-1.53,0.0312,-54.74,38.55,95.29
rsi_low_vol,M15,21,80,30,cross,1.5,2.0,100,0.2,22.18,134,30.6,0.8913,22.82,-10.66,4,0.0,0.0,3.94,-3.94,-0.8913,-18.88,6.72,97.01,22.66,796,32.66,0.9701,48.9,-21.2,24,33.33,1.0,5.91,-0.24,0.0299,-42.99,20.96,96.98
rsi_low_vol,M15,21,70,30,cross,1.5,4.0,100,0.3,30.26,288,15.62,0.7563,58.72,-46.58,12,8.33,0.3636,6.88,-6.88,-0.3927,-51.84,39.7,95.83,30.47,1470,19.59,0.9863,61.39,-35.8,109,20.18,1.0115,27.86,-1.15,0.0252,-33.53,34.65,92.59
