strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct
derivative_high_vol,M5,20,4,2,0.05,0.0,1.0,3.0,200,0.8,30.54,5075,23.74,0.7575,100.0,-100.0,1451,23.98,0.8375,90.89,-88.58,0.08,-9.11,11.42,71.41,28.57,24560,24.07,0.7594,100.0,-100.0,6771,24.55,0.8514,99.99,-99.99,0.092,-0.01,0.01,72.43
derivative_high_vol,M5,20,4,2,0.1,0.0,1.0,4.0,100,0.8,29.19,5000,19.2,0.7826,100.0,-100.0,1393,20.39,0.8994,82.09,-78.02,0.1168,-17.91,21.98,72.14,28.11,24252,19.47,0.7843,100.0,-100.0,6633,20.19,0.8761,99.98,-99.98,0.0918,-0.02,0.02,72.65
derivative_high_vol,M5,20,4,4,0.1,0.0,1.0,4.0,100,0.7,36.17,4559,18.78,0.7612,100.0,-100.0,1543,20.09,0.8815,89.19,-85.41,0.1203,-10.81,14.59,66.15,35.6,22101,19.53,0.7873,100.0,-100.0,7732,20.27,0.8786,100.0,-100.0,0.0913,0.0,0.0,65.02
derivative_high_vol,M5,20,4,4,0.1,0.0,1.5,4.0,100,0.8,29.19,4559,18.53,0.8035,99.99,-99.99,1271,20.06,0.9397,77.83,-59.52,0.1362,-22.16,40.47,72.12,28.11,22101,18.86,0.8126,100.0,-100.0,6051,19.63,0.9038,99.86,-99.8,0.0912,-0.14,0.2,72.62
derivative_high_vol,M5,20,4,4,0.05,0.0,1.0,4.0,200,0.8,30.54,4603,19.07,0.7762,100.0,-100.0,1327,19.67,0.8737,87.03,-82.29,0.0975,-12.97,17.71,71.17,28.57,22202,19.14,0.7682,100.0,-100.0,6116,19.6,0.8594,99.99,-99.99,0.0912,-0.01,0.01,72.45
derivative_high_vol,M5,20,4,4,0.05,0.0,1.0,3.0,100,0.8,29.19,4603,23.59,0.7518,100.0,-100.0,1257,24.26,0.8381,86.21,-84.89,0.0863,-13.79,15.11,72.69,28.11,22202,23.95,0.7544,100.0,-100.0,6045,24.75,0.8455,99.99,-99.98,0.0911,-0.01,0.02,72.77
derivative_high_vol,M5,20,8,2,0.1,0.0,1.0,2.0,100,0.8,29.19,3525,32.62,0.7632,99.9,-99.9,974,35.42,0.9373,45.48,-41.59,0.1741,-54.42,58.31,72.37,28.11,17153,32.7,0.7514,100.0,-100.0,4656,33.4,0.8424,99.75,-99.74,0.091,-0.25,0.26,72.86
derivative_high_vol,M5,20,4,2,0.1,0.0,1.0,4.0,200,0.7,38.83,5000,19.2,0.7826,100.0,-100.0,1843,20.4,0.9076,91.1,-84.41,0.125,-8.9,15.59,63.14,38.53,24252,19.47,0.7843,100.0,-100.0,9046,20.0,0.8751,100.0,-100.0,0.0908,0.0,0.0,62.7
derivative_high_vol,M5,20,4,2,0.05,0.0,1.0,4.0,50,0.8,28.57,5075,19.25,0.7846,100.0,-100.0,1410,19.43,0.8312,92.49,-91.19,0.0466,-7.51,8.81,72.22,28.48,24560,19.22,0.7722,100.0,-100.0,7022,20.26,0.8629,100.0,-100.0,0.0907,0.0,0.0,71.41
derivative_high_vol,M5,20,8,2,0.05,0.0,1.5,3.0,200,0.8,30.54,3529,24.51,0.8457,99.54,-99.38,1030,25.34,0.9374,58.42,-48.61,0.0917,-41.12,50.77,70.81,28.57,17192,23.97,0.8132,100.0,-100.0,4733,24.72,0.9038,98.82,-98.72,0.0906,-1.18,1.28,72.47
