tf,strategy,fft_n,delta,slope_thresh,session_label,regime_filter,target_regime,regime_pct,regime_trend_pct,regime_cycle_pct,regime_noise_pct,regime_trans_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_oos_pf,base_oos_dd,base_oos_trades,pf_gain
M5,rsi,128,0.05,-1.0,newyork,none,noise,22.5,0.4,58.2,22.5,18.9,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,128,0.05,-1.5,newyork,none,noise,22.5,0.0,58.6,22.5,18.9,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,128,0.08,-1.0,newyork,none,noise,18.0,0.4,51.7,18.0,29.9,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,128,0.08,-1.5,newyork,none,noise,18.0,0.0,52.1,18.0,29.9,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.03,-1.0,london,noise,noise,39.0,1.6,50.0,39.0,9.4,386,31.35,0.8208,46.72,-42.11,193,193,1666,33.73,0.9045,73.12,-72.92,770,896,0.0837,0.8985,97.97,4651,0.006
M5,rsi,64,0.03,-1.5,london,noise,noise,39.0,0.1,51.5,39.0,9.4,386,31.35,0.8208,46.72,-42.11,193,193,1666,33.73,0.9045,73.12,-72.92,770,896,0.0837,0.8985,97.97,4651,0.006
M5,rsi,128,0.03,-1.0,london,none,noise,25.8,0.4,62.3,25.8,11.5,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,128,0.03,-1.5,london,none,noise,25.8,0.0,62.6,25.8,11.5,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,128,0.05,-1.0,london,none,noise,22.5,0.4,58.2,22.5,18.9,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,128,0.05,-1.5,london,none,noise,22.5,0.0,58.6,22.5,18.9,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,128,0.08,-1.0,london,none,noise,18.0,0.4,51.7,18.0,29.9,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,128,0.08,-1.5,london,none,noise,18.0,0.0,52.1,18.0,29.9,941,33.05,0.8883,68.63,-57.13,477,464,4647,33.57,0.8996,97.88,-97.78,2297,2350,0.0113,0.8996,97.88,4647,0.0
M5,rsi,64,0.05,-1.0,newyork,noise,noise,35.9,1.6,46.7,35.9,15.8,223,28.7,0.7308,40.27,-37.98,124,99,997,33.3,0.8994,63.12,-55.78,472,525,0.1686,0.9058,91.1,3102,-0.0064
M5,rsi,64,0.05,-1.5,newyork,noise,noise,35.9,0.1,48.2,35.9,15.8,223,28.7,0.7308,40.27,-37.98,124,99,997,33.3,0.8994,63.12,-55.78,472,525,0.1686,0.9058,91.1,3102,-0.0064
M5,rsi,64,0.03,-1.0,london,none,noise,39.0,1.6,50.0,39.0,9.4,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,64,0.03,-1.5,london,none,noise,39.0,0.1,51.5,39.0,9.4,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,64,0.05,-1.0,london,none,noise,35.9,1.6,46.7,35.9,15.8,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,64,0.05,-1.5,london,none,noise,35.9,0.1,48.2,35.9,15.8,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,64,0.08,-1.0,london,none,noise,31.2,1.6,41.6,31.2,25.6,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,64,0.08,-1.5,london,none,noise,31.2,0.1,43.1,31.2,25.6,941,33.05,0.8883,68.63,-57.13,477,464,4651,33.54,0.8985,97.97,-97.87,2297,2354,0.0102,0.8985,97.97,4651,0.0
M5,rsi,128,0.08,-1.0,london,noise,noise,18.0,0.4,51.7,18.0,29.9,141,34.04,0.9301,16.75,-8.04,65,76,808,33.66,0.898,52.35,-49.02,364,444,-0.0321,0.8996,97.88,4647,-0.0016
M5,rsi,128,0.08,-1.5,london,noise,noise,18.0,0.0,52.1,18.0,29.9,141,34.04,0.9301,16.75,-8.04,65,76,808,33.66,0.898,52.35,-49.02,364,444,-0.0321,0.8996,97.88,4647,-0.0016
M5,derivative,128,0.03,-1.5,newyork,cycle,cycle,62.6,0.0,62.6,25.8,11.5,3364,22.27,0.781,99.88,-99.87,1689,1675,14843,24.75,0.893,100.0,-100.0,7474,7369,0.112,0.8824,100.0,22571,0.0106
M5,derivative,128,0.03,-1.0,newyork,cycle,cycle,62.3,0.4,62.3,25.8,11.5,3355,22.27,0.7809,99.88,-99.86,1684,1671,14745,24.74,0.8929,100.0,-100.0,7428,7317,0.112,0.8824,100.0,22571,0.0105
M5,derivative,128,0.08,-1.5,newyork,cycle,cycle,52.1,0.0,52.1,18.0,29.9,2784,22.99,0.8154,99.16,-99.03,1391,1393,12664,24.73,0.8917,100.0,-100.0,6367,6297,0.0763,0.8824,100.0,22571,0.0093
M5,derivative,128,0.05,-1.5,newyork,cycle,cycle,58.6,0.0,58.6,22.5,18.9,3145,22.26,0.7812,99.81,-99.79,1575,1570,14025,24.71,0.8913,100.0,-100.0,7060,6965,0.1101,0.8824,100.0,22571,0.0089
M5,derivative,128,0.05,-1.0,newyork,cycle,cycle,58.2,0.4,58.2,22.5,18.9,3136,22.26,0.7811,99.81,-99.79,1570,1566,13927,24.71,0.8912,100.0,-100.0,7014,6913,0.1101,0.8824,100.0,22571,0.0088
M5,derivative,128,0.08,-1.0,newyork,cycle,cycle,51.7,0.4,51.7,18.0,29.9,2775,22.99,0.8154,99.14,-99.02,1386,1389,12570,24.72,0.8912,100.0,-100.0,6323,6247,0.0758,0.8824,100.0,22571,0.0088
M5,rsi,64,0.03,-1.0,newyork,noise,noise,39.0,1.6,50.0,39.0,9.4,238,29.41,0.7569,39.1,-36.77,131,107,1089,32.97,0.8856,68.58,-63.34,519,570,0.1287,0.9058,91.1,3102,-0.0202
M5,rsi,64,0.03,-1.5,newyork,noise,noise,39.0,0.1,51.5,39.0,9.4,238,29.41,0.7569,39.1,-36.77,131,107,1089,32.97,0.8856,68.58,-63.34,519,570,0.1287,0.9058,91.1,3102,-0.0202
M5,derivative,64,0.03,-1.0,newyork,cycle,cycle,50.0,1.6,50.0,39.0,9.4,2767,23.56,0.8429,98.24,-98.09,1373,1394,11853,24.53,0.8836,100.0,-100.0,5962,5891,0.0407,0.8824,100.0,22571,0.0012
M5,derivative,64,0.03,-1.0,newyork,none,cycle,50.0,1.6,50.0,39.0,9.4,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,64,0.03,-1.5,newyork,none,cycle,51.5,0.1,51.5,39.0,9.4,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,64,0.05,-1.0,newyork,none,cycle,46.7,1.6,46.7,35.9,15.8,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,64,0.05,-1.5,newyork,none,cycle,48.2,0.1,48.2,35.9,15.8,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,64,0.08,-1.0,newyork,none,cycle,41.6,1.6,41.6,31.2,25.6,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,64,0.08,-1.5,newyork,none,cycle,43.1,0.1,43.1,31.2,25.6,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.03,-1.0,newyork,none,cycle,62.3,0.4,62.3,25.8,11.5,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.03,-1.5,newyork,none,cycle,62.6,0.0,62.6,25.8,11.5,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.05,-1.0,newyork,none,cycle,58.2,0.4,58.2,22.5,18.9,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.05,-1.5,newyork,none,cycle,58.6,0.0,58.6,22.5,18.9,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.08,-1.0,newyork,none,cycle,51.7,0.4,51.7,18.0,29.9,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,derivative,128,0.08,-1.5,newyork,none,cycle,52.1,0.0,52.1,18.0,29.9,5132,22.93,0.814,99.98,-99.98,2561,2571,22571,24.54,0.8824,100.0,-100.0,11339,11232,0.0684,0.8824,100.0,22571,0.0
M5,rsi,64,0.08,-1.0,london,noise,noise,31.2,1.6,41.6,31.2,25.6,315,31.75,0.8375,38.79,-33.32,155,160,1345,33.16,0.8812,72.96,-72.44,605,740,0.0437,0.8985,97.97,4651,-0.0173
M5,rsi,64,0.08,-1.5,london,noise,noise,31.2,0.1,43.1,31.2,25.6,315,31.75,0.8375,38.79,-33.32,155,160,1345,33.16,0.8812,72.96,-72.44,605,740,0.0437,0.8985,97.97,4651,-0.0173
M5,derivative,64,0.05,-1.0,newyork,cycle,cycle,46.7,1.6,46.7,35.9,15.8,2599,23.66,0.8477,97.54,-97.3,1302,1297,11085,24.47,0.8806,100.0,-100.0,5571,5514,0.0329,0.8824,100.0,22571,-0.0018
M5,derivative,64,0.03,-1.5,newyork,cycle,cycle,51.5,0.1,51.5,39.0,9.4,2855,23.15,0.8238,99.02,-98.94,1417,1438,12390,24.47,0.8805,100.0,-100.0,6236,6154,0.0567,0.8824,100.0,22571,-0.0019
M5,derivative,64,0.08,-1.0,newyork,cycle,cycle,41.6,1.6,41.6,31.2,25.6,2324,23.41,0.8367,97.13,-96.82,1158,1166,9890,24.41,0.8779,100.0,-100.0,4963,4927,0.0412,0.8824,100.0,22571,-0.0045
M5,derivative,64,0.05,-1.5,newyork,cycle,cycle,48.2,0.1,48.2,35.9,15.8,2687,23.22,0.8272,98.63,-98.51,1346,1341,11620,24.41,0.8776,100.0,-100.0,5844,5776,0.0504,0.8824,100.0,22571,-0.0048
M5,rsi,64,0.08,-1.0,newyork,noise,noise,31.2,1.6,41.6,31.2,25.6,192,27.6,0.692,40.11,-37.82,109,83,858,32.75,0.8768,63.44,-57.14,402,456,0.1848,0.9058,91.1,3102,-0.029
M5,rsi,64,0.08,-1.5,newyork,noise,noise,31.2,0.1,43.1,31.2,25.6,192,27.6,0.692,40.11,-37.82,109,83,858,32.75,0.8768,63.44,-57.14,402,456,0.1848,0.9058,91.1,3102,-0.029
M5,derivative,64,0.08,-1.5,newyork,cycle,cycle,43.1,0.1,43.1,31.2,25.6,2412,22.93,0.8144,98.4,-98.24,1202,1210,10422,24.35,0.8751,100.0,-100.0,5234,5188,0.0607,0.8824,100.0,22571,-0.0073
M5,rsi,128,0.05,-1.0,all,noise,noise,22.5,0.4,58.2,22.5,18.9,420,32.62,0.8452,52.04,-40.57,186,234,2095,33.65,0.8626,91.8,-90.32,994,1101,0.0174,0.8594,100.0,9655,0.0032
M5,rsi,128,0.05,-1.5,all,noise,noise,22.5,0.0,58.6,22.5,18.9,420,32.62,0.8452,52.04,-40.57,186,234,2095,33.65,0.8626,91.8,-90.32,994,1101,0.0174,0.8594,100.0,9655,0.0032
M5,rsi,128,0.03,-1.0,all,noise,noise,25.8,0.4,62.3,25.8,11.5,490,33.06,0.8624,54.0,-41.8,223,267,2396,33.64,0.8623,93.94,-93.1,1136,1260,-0.0001,0.8594,100.0,9655,0.0029
M5,rsi,128,0.03,-1.5,all,noise,noise,25.8,0.0,62.6,25.8,11.5,490,33.06,0.8624,54.0,-41.8,223,267,2396,33.64,0.8623,93.94,-93.1,1136,1260,-0.0001,0.8594,100.0,9655,0.0029
M5,rsi,128,0.03,-1.0,all,none,noise,25.8,0.4,62.3,25.8,11.5,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,128,0.03,-1.5,all,none,noise,25.8,0.0,62.6,25.8,11.5,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,128,0.05,-1.0,all,none,noise,22.5,0.4,58.2,22.5,18.9,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,128,0.05,-1.5,all,none,noise,22.5,0.0,58.6,22.5,18.9,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,128,0.08,-1.0,all,none,noise,18.0,0.4,51.7,18.0,29.9,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,128,0.08,-1.5,all,none,noise,18.0,0.0,52.1,18.0,29.9,1910,32.88,0.853,91.44,-89.47,897,1013,9655,33.37,0.8594,100.0,-100.0,4739,4916,0.0064,0.8594,100.0,9655,0.0
M5,rsi,64,0.03,-1.0,all,none,noise,39.0,1.6,50.0,39.0,9.4,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
M5,rsi,64,0.03,-1.5,all,none,noise,39.0,0.1,51.5,39.0,9.4,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
M5,rsi,64,0.05,-1.0,all,none,noise,35.9,1.6,46.7,35.9,15.8,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
M5,rsi,64,0.05,-1.5,all,none,noise,35.9,0.1,48.2,35.9,15.8,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
M5,rsi,64,0.08,-1.0,all,none,noise,31.2,1.6,41.6,31.2,25.6,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
M5,rsi,64,0.08,-1.5,all,none,noise,31.2,0.1,43.1,31.2,25.6,1911,32.91,0.8542,91.44,-89.28,898,1013,9659,33.36,0.8588,100.0,-100.0,4739,4920,0.0046,0.8588,100.0,9659,0.0
