tf,strategy,fft_n,delta,slope_thresh,session_label,regime_filter,target_regime,regime_pct,regime_trend_pct,regime_cycle_pct,regime_noise_pct,regime_trans_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_oos_pf,base_oos_dd,base_oos_trades,pf_gain
M5,rsi,128,0.03,-1.0,newyork,noise,noise,25.8,0.4,62.3,25.8,11.5,131,27.48,0.6906,32.77,-27.71,70,61,700,37.29,1.064,23.37,25.7,327,373,0.3734,0.9058,91.1,3102,0.1582
M5,rsi,128,0.03,-1.5,newyork,noise,noise,25.8,0.0,62.6,25.8,11.5,131,27.48,0.6906,32.77,-27.71,70,61,700,37.29,1.064,23.37,25.7,327,373,0.3734,0.9058,91.1,3102,0.1582
M5,rsi,128,0.05,-1.0,newyork,noise,noise,22.5,0.4,58.2,22.5,18.9,115,28.7,0.7319,27.11,-21.71,60,55,612,36.93,1.0462,21.12,13.66,281,331,0.3143,0.9058,91.1,3102,0.1404
M5,rsi,128,0.05,-1.5,newyork,noise,noise,22.5,0.0,58.6,22.5,18.9,115,28.7,0.7319,27.11,-21.71,60,55,612,36.93,1.0462,21.12,13.66,281,331,0.3143,0.9058,91.1,3102,0.1404
M5,rsi,128,0.08,-1.0,newyork,noise,noise,18.0,0.4,51.7,18.0,29.9,80,28.75,0.7351,22.16,-15.46,41,39,501,36.73,1.0382,23.82,8.12,223,278,0.3031,0.9058,91.1,3102,0.1324
M5,rsi,128,0.08,-1.5,newyork,noise,noise,18.0,0.0,52.1,18.0,29.9,80,28.75,0.7351,22.16,-15.46,41,39,501,36.73,1.0382,23.82,8.12,223,278,0.3031,0.9058,91.1,3102,0.1324
M5,rsi,128,0.05,-1.0,london,noise,noise,22.5,0.4,58.2,22.5,18.9,197,33.5,0.9079,26.65,-13.82,90,107,995,34.97,0.9519,49.11,-35.53,457,538,0.044,0.8996,97.88,4647,0.0523
M5,rsi,128,0.05,-1.5,london,noise,noise,22.5,0.0,58.6,22.5,18.9,197,33.5,0.9079,26.65,-13.82,90,107,995,34.97,0.9519,49.11,-35.53,457,538,0.044,0.8996,97.88,4647,0.0523
M5,derivative,128,0.08,-1.0,london,cycle,cycle,51.7,0.4,51.7,18.0,29.9,3029,25.65,0.9416,91.81,-84.57,1504,1525,14551,25.81,0.9413,99.99,-99.99,7296,7255,-0.0003,0.9156,100.0,26791,0.0257
M5,derivative,128,0.08,-1.5,london,cycle,cycle,52.1,0.0,52.1,18.0,29.9,3053,25.55,0.9367,92.68,-86.5,1515,1538,14626,25.78,0.94,99.99,-99.99,7329,7297,0.0033,0.9156,100.0,26791,0.0244
M5,derivative,128,0.03,-1.0,london,cycle,cycle,62.3,0.4,62.3,25.8,11.5,3602,25.43,0.9307,95.72,-92.11,1799,1803,17223,25.76,0.9389,100.0,-100.0,8633,8590,0.0082,0.9156,100.0,26791,0.0233
M5,derivative,128,0.03,-1.5,london,cycle,cycle,62.6,0.0,62.6,25.8,11.5,3626,25.34,0.9267,96.25,-93.1,1810,1816,17298,25.73,0.9379,100.0,-100.0,8666,8632,0.0112,0.9156,100.0,26791,0.0223
M5,derivative,128,0.05,-1.0,london,cycle,cycle,58.2,0.4,58.2,22.5,18.9,3360,25.36,0.9272,95.4,-91.47,1676,1684,16176,25.7,0.9366,100.0,-100.0,8126,8050,0.0094,0.9156,100.0,26791,0.021
M5,derivative,128,0.05,-1.5,london,cycle,cycle,58.6,0.0,58.6,22.5,18.9,3384,25.27,0.923,95.97,-92.54,1687,1697,16251,25.68,0.9355,100.0,-100.0,8159,8092,0.0125,0.9156,100.0,26791,0.0199
M5,rsi,64,0.05,-1.0,london,noise,noise,35.9,1.6,46.7,35.9,15.8,359,30.92,0.804,46.45,-42.67,178,181,1538,34.07,0.9187,65.49,-64.83,708,830,0.1147,0.8985,97.97,4651,0.0202
M5,rsi,64,0.05,-1.5,london,noise,noise,35.9,0.1,48.2,35.9,15.8,359,30.92,0.804,46.45,-42.67,178,181,1538,34.07,0.9187,65.49,-64.83,708,830,0.1147,0.8985,97.97,4651,0.0202
M5,derivative,64,0.05,-1.0,london,cycle,cycle,46.7,1.6,46.7,35.9,15.8,2732,25.37,0.929,93.55,-85.89,1366,1366,12895,25.32,0.9183,100.0,-100.0,6419,6476,-0.0107,0.9156,100.0,26794,0.0027
M5,derivative,64,0.03,-1.0,london,cycle,cycle,50.0,1.6,50.0,39.0,9.4,2930,25.19,0.9202,94.07,-90.08,1459,1471,13740,25.29,0.9169,100.0,-100.0,6857,6883,-0.0033,0.9156,100.0,26794,0.0013
M5,derivative,64,0.03,-1.0,london,none,cycle,50.0,1.6,50.0,39.0,9.4,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,64,0.03,-1.5,london,none,cycle,51.5,0.1,51.5,39.0,9.4,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,64,0.05,-1.0,london,none,cycle,46.7,1.6,46.7,35.9,15.8,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,64,0.05,-1.5,london,none,cycle,48.2,0.1,48.2,35.9,15.8,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,64,0.08,-1.0,london,none,cycle,41.6,1.6,41.6,31.2,25.6,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,64,0.08,-1.5,london,none,cycle,43.1,0.1,43.1,31.2,25.6,5651,25.71,0.9459,98.62,-96.27,2816,2835,26794,25.29,0.9156,100.0,-100.0,13411,13383,-0.0303,0.9156,100.0,26794,0.0
M5,derivative,128,0.03,-1.0,london,none,cycle,62.3,0.4,62.3,25.8,11.5,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,128,0.03,-1.5,london,none,cycle,62.6,0.0,62.6,25.8,11.5,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,128,0.05,-1.0,london,none,cycle,58.2,0.4,58.2,22.5,18.9,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,128,0.05,-1.5,london,none,cycle,58.6,0.0,58.6,22.5,18.9,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,128,0.08,-1.0,london,none,cycle,51.7,0.4,51.7,18.0,29.9,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,128,0.08,-1.5,london,none,cycle,52.1,0.0,52.1,18.0,29.9,5644,25.73,0.9467,98.62,-96.12,2813,2831,26791,25.29,0.9156,100.0,-100.0,13410,13381,-0.0311,0.9156,100.0,26791,0.0
M5,derivative,64,0.08,-1.0,london,cycle,cycle,41.6,1.6,41.6,31.2,25.6,2446,25.67,0.9444,89.33,-76.57,1218,1228,11525,25.26,0.9155,100.0,-99.99,5759,5766,-0.0289,0.9156,100.0,26794,-0.0001
M5,derivative,64,0.05,-1.5,london,cycle,cycle,48.2,0.1,48.2,35.9,15.8,2844,25.21,0.9213,95.29,-89.1,1420,1424,13442,25.23,0.9142,100.0,-100.0,6692,6750,-0.0071,0.9156,100.0,26794,-0.0014
M5,derivative,64,0.03,-1.5,london,cycle,cycle,51.5,0.1,51.5,39.0,9.4,3043,25.04,0.9129,95.82,-92.42,1513,1530,14289,25.22,0.9132,100.0,-100.0,7131,7158,0.0003,0.9156,100.0,26794,-0.0024
M5,derivative,64,0.08,-1.5,london,cycle,cycle,43.1,0.1,43.1,31.2,25.6,2558,25.49,0.9351,92.21,-81.89,1272,1286,12071,25.17,0.9111,100.0,-100.0,6031,6040,-0.024,0.9156,100.0,26794,-0.0045
M5,rsi,128,0.03,-1.0,london,noise,noise,25.8,0.4,62.3,25.8,11.5,229,33.19,0.8951,30.21,-17.67,106,123,1140,33.86,0.9059,66.73,-58.68,523,617,0.0108,0.8996,97.88,4647,0.0063
M5,rsi,128,0.03,-1.5,london,noise,noise,25.8,0.0,62.6,25.8,11.5,229,33.19,0.8951,30.21,-17.67,106,123,1140,33.86,0.9059,66.73,-58.68,523,617,0.0108,0.8996,97.88,4647,0.0063
M5,rsi,64,0.03,-1.0,newyork,none,noise,39.0,1.6,50.0,39.0,9.4,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.03,-1.5,newyork,none,noise,39.0,0.1,51.5,39.0,9.4,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.05,-1.0,newyork,none,noise,35.9,1.6,46.7,35.9,15.8,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.05,-1.5,newyork,none,noise,35.9,0.1,48.2,35.9,15.8,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.08,-1.0,newyork,none,noise,31.2,1.6,41.6,31.2,25.6,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,64,0.08,-1.5,newyork,none,noise,31.2,0.1,43.1,31.2,25.6,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,128,0.03,-1.0,newyork,none,noise,25.8,0.4,62.3,25.8,11.5,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
M5,rsi,128,0.03,-1.5,newyork,none,noise,25.8,0.0,62.6,25.8,11.5,576,30.56,0.8,65.46,-59.63,276,300,3102,33.46,0.9058,91.1,-90.87,1515,1587,0.1058,0.9058,91.1,3102,0.0
