tf,strategy,fft_n,delta,slope_thresh,session_label,regime_filter,target_regime,regime_pct,regime_trend_pct,regime_cycle_pct,regime_noise_pct,regime_trans_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_oos_pf,base_oos_dd,base_oos_trades,pf_gain
M15,rsi,128,0.08,-1.0,newyork,noise,noise,17.6,0.8,48.4,17.6,33.3,56,37.5,1.1373,11.91,4.49,22,34,214,39.25,1.2195,19.07,31.43,110,104,0.0822,1.015,46.16,1210,0.2045
M15,rsi,128,0.08,-1.5,newyork,noise,noise,17.6,0.0,49.2,17.6,33.3,56,37.5,1.1373,11.91,4.49,22,34,214,39.25,1.2195,19.07,31.43,110,104,0.0822,1.015,46.16,1210,0.2045
M15,rsi,128,0.03,-1.0,newyork,noise,noise,26.2,0.8,60.4,26.2,12.6,78,37.18,1.1445,14.73,6.59,32,46,311,38.59,1.1855,22.96,39.78,151,160,0.041,1.015,46.16,1210,0.1705
M15,rsi,128,0.03,-1.5,newyork,noise,noise,26.2,0.0,61.2,26.2,12.6,78,37.18,1.1445,14.73,6.59,32,46,311,38.59,1.1855,22.96,39.78,151,160,0.041,1.015,46.16,1210,0.1705
M15,rsi,128,0.05,-1.0,newyork,noise,noise,22.3,0.8,55.0,22.3,21.9,66,33.33,0.9687,15.22,-2.03,26,40,270,38.15,1.1638,21.11,29.12,136,134,0.1951,1.015,46.16,1210,0.1488
M15,rsi,128,0.05,-1.5,newyork,noise,noise,22.3,0.0,55.7,22.3,21.9,66,33.33,0.9687,15.22,-2.03,26,40,270,38.15,1.1638,21.11,29.12,136,134,0.1951,1.015,46.16,1210,0.1488
M15,rsi,128,0.08,-1.0,london,noise,noise,17.6,0.8,48.4,17.6,33.3,92,33.7,0.9515,15.22,-3.93,48,44,369,35.5,1.0223,25.9,1.8,174,195,0.0708,0.8971,82.89,1844,0.1252
M15,rsi,128,0.08,-1.5,london,noise,noise,17.6,0.0,49.2,17.6,33.3,92,33.7,0.9515,15.22,-3.93,48,44,369,35.5,1.0223,25.9,1.8,174,195,0.0708,0.8971,82.89,1844,0.1252
M15,rsi,128,0.03,-1.0,london,noise,noise,26.2,0.8,60.4,26.2,12.6,124,34.68,0.9922,20.09,-1.9,56,68,498,35.34,1.0151,31.27,0.01,228,270,0.0229,0.8971,82.89,1844,0.118
M15,rsi,128,0.03,-1.5,london,noise,noise,26.2,0.0,61.2,26.2,12.6,124,34.68,0.9922,20.09,-1.9,56,68,498,35.34,1.0151,31.27,0.01,228,270,0.0229,0.8971,82.89,1844,0.118
M15,rsi,64,0.03,-1.0,newyork,none,noise,41.5,1.9,46.9,41.5,9.7,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,64,0.03,-1.5,newyork,none,noise,41.5,0.2,48.5,41.5,9.8,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,64,0.05,-1.0,newyork,none,noise,38.3,1.9,43.5,38.3,16.3,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,64,0.05,-1.5,newyork,none,noise,38.3,0.2,45.2,38.3,16.4,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,64,0.08,-1.0,newyork,none,noise,33.5,1.9,38.4,33.5,26.2,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,64,0.08,-1.5,newyork,none,noise,33.5,0.2,40.0,33.5,26.2,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.03,-1.0,newyork,none,noise,26.2,0.8,60.4,26.2,12.6,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.03,-1.5,newyork,none,noise,26.2,0.0,61.2,26.2,12.6,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.05,-1.0,newyork,none,noise,22.3,0.8,55.0,22.3,21.9,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.05,-1.5,newyork,none,noise,22.3,0.0,55.7,22.3,21.9,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.08,-1.0,newyork,none,noise,17.6,0.8,48.4,17.6,33.3,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.08,-1.5,newyork,none,noise,17.6,0.0,49.2,17.6,33.3,264,34.09,0.9865,20.97,-4.94,125,139,1210,34.96,1.015,46.16,-0.02,614,596,0.0285,1.015,46.16,1210,0.0
M15,rsi,128,0.05,-1.0,london,noise,noise,22.3,0.8,55.0,22.3,21.9,105,32.38,0.8949,21.24,-8.45,50,55,442,34.62,0.9839,33.89,-8.94,206,236,0.089,0.8971,82.89,1844,0.0868
M15,rsi,128,0.05,-1.5,london,noise,noise,22.3,0.0,55.7,22.3,21.9,105,32.38,0.8949,21.24,-8.45,50,55,442,34.62,0.9839,33.89,-8.94,206,236,0.089,0.8971,82.89,1844,0.0868
M15,rsi,64,0.03,-1.0,newyork,noise,noise,41.5,1.9,46.9,41.5,9.7,97,37.11,1.1382,14.32,7.87,49,48,461,33.41,0.9462,33.84,-19.56,233,228,-0.192,1.015,46.16,1210,-0.0688
M15,rsi,64,0.03,-1.5,newyork,noise,noise,41.5,0.2,48.5,41.5,9.8,97,37.11,1.1382,14.32,7.87,49,48,461,33.41,0.9462,33.84,-19.56,233,228,-0.192,1.015,46.16,1210,-0.0688
M15,rsi,128,0.03,-1.0,all,noise,noise,26.2,0.8,60.4,26.2,12.6,207,35.75,1.0446,27.35,4.14,91,116,867,33.68,0.9412,51.25,-35.76,387,480,-0.1034,0.9119,93.21,3346,0.0293
M15,rsi,128,0.03,-1.5,all,noise,noise,26.2,0.0,61.2,26.2,12.6,207,35.75,1.0446,27.35,4.14,91,116,867,33.68,0.9412,51.25,-35.76,387,480,-0.1034,0.9119,93.21,3346,0.0293
M15,derivative,128,0.03,-1.0,london,none,cycle,60.4,0.8,60.4,26.2,12.6,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,128,0.03,-1.5,london,none,cycle,61.2,0.0,61.2,26.2,12.6,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,128,0.05,-1.0,london,none,cycle,55.0,0.8,55.0,22.3,21.9,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,128,0.05,-1.5,london,none,cycle,55.7,0.0,55.7,22.3,21.9,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,128,0.08,-1.0,london,none,cycle,48.4,0.8,48.4,17.6,33.3,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,128,0.08,-1.5,london,none,cycle,49.2,0.0,49.2,17.6,33.3,1898,26.24,1.0024,68.62,-22.54,939,959,9328,24.94,0.9348,99.91,-99.79,4660,4668,-0.0676,0.9348,99.91,9328,0.0
M15,derivative,64,0.03,-1.0,london,none,cycle,46.9,1.9,46.9,41.5,9.7,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.03,-1.5,london,none,cycle,48.5,0.2,48.5,41.5,9.8,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.05,-1.0,london,none,cycle,43.5,1.9,43.5,38.3,16.3,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.05,-1.5,london,none,cycle,45.2,0.2,45.2,38.3,16.4,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.08,-1.0,london,none,cycle,38.4,1.9,38.4,33.5,26.2,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.08,-1.5,london,none,cycle,40.0,0.2,40.0,33.5,26.2,1899,26.28,1.0043,68.62,-20.29,939,960,9331,24.93,0.9344,99.91,-99.8,4662,4669,-0.0699,0.9344,99.91,9331,0.0
M15,derivative,64,0.03,-1.0,london,cycle,cycle,46.9,1.9,46.9,41.5,9.7,894,26.51,1.0169,40.66,-2.13,447,447,4527,24.83,0.9311,96.81,-95.62,2252,2275,-0.0858,0.9344,99.91,9331,-0.0033
M15,derivative,64,0.03,-1.5,london,cycle,cycle,48.5,0.2,48.5,41.5,9.8,918,26.69,1.0263,39.6,4.45,458,460,4728,24.79,0.9292,97.36,-96.45,2354,2374,-0.0971,0.9344,99.91,9331,-0.0052
M15,rsi,128,0.05,-1.0,all,noise,noise,22.3,0.8,55.0,22.3,21.9,179,33.52,0.9477,29.66,-7.91,80,99,753,33.33,0.9273,48.95,-36.76,339,414,-0.0204,0.9119,93.21,3346,0.0154
M15,rsi,128,0.05,-1.5,all,noise,noise,22.3,0.0,55.7,22.3,21.9,179,33.52,0.9477,29.66,-7.91,80,99,753,33.33,0.9273,48.95,-36.76,339,414,-0.0204,0.9119,93.21,3346,0.0154
M15,rsi,64,0.05,-1.0,newyork,noise,noise,38.3,1.9,43.5,38.3,16.3,95,37.89,1.1776,13.94,10.15,49,46,422,32.94,0.9265,36.34,-22.75,212,210,-0.2511,1.015,46.16,1210,-0.0885
M15,rsi,64,0.05,-1.5,newyork,noise,noise,38.3,0.2,45.2,38.3,16.4,95,37.89,1.1776,13.94,10.15,49,46,422,32.94,0.9265,36.34,-22.75,212,210,-0.2511,1.015,46.16,1210,-0.0885
M15,derivative,128,0.05,-1.0,london,cycle,cycle,55.0,0.8,55.0,22.3,21.9,999,26.43,1.0114,56.75,-6.36,490,509,5395,24.76,0.9259,98.75,-98.09,2699,2696,-0.0855,0.9348,99.91,9328,-0.0089
M15,derivative,128,0.05,-1.5,london,cycle,cycle,55.7,0.0,55.7,22.3,21.9,1021,26.25,1.0018,59.09,-13.22,500,521,5438,24.7,0.9225,98.98,-98.4,2720,2718,-0.0793,0.9348,99.91,9328,-0.0123
M15,derivative,128,0.03,-1.0,london,cycle,cycle,60.4,0.8,60.4,26.2,12.6,1101,26.25,1.0028,59.21,-13.42,542,559,5719,24.67,0.9219,99.17,-98.74,2863,2856,-0.0809,0.9348,99.91,9328,-0.0129
M15,derivative,128,0.03,-1.0,asian,cycle,cycle,60.4,0.8,60.4,26.2,12.6,1042,22.36,0.7853,89.12,-86.59,500,542,5180,25.31,0.9198,99.2,-98.37,2541,2639,0.1345,0.8898,99.99,8320,0.03
M15,derivative,128,0.03,-1.5,london,cycle,cycle,61.2,0.0,61.2,26.2,12.6,1123,26.09,0.9943,61.42,-19.77,552,571,5762,24.61,0.9187,99.31,-98.95,2884,2878,-0.0756,0.9348,99.91,9328,-0.0161
M15,derivative,128,0.03,-1.5,asian,cycle,cycle,61.2,0.0,61.2,26.2,12.6,1058,22.5,0.7914,88.68,-86.25,508,550,5253,25.24,0.9165,99.34,-98.67,2578,2675,0.1251,0.8898,99.99,8320,0.0267
M15,derivative,128,0.05,-1.0,newyork,cycle,cycle,55.0,0.8,55.0,22.3,21.9,871,24.68,0.9318,55.3,-44.75,440,431,4108,24.2,0.9163,97.13,-96.31,2084,2024,-0.0155,0.8937,99.95,7225,0.0226
M15,derivative,128,0.05,-1.5,newyork,cycle,cycle,55.7,0.0,55.7,22.3,21.9,872,24.66,0.9304,55.76,-45.32,441,431,4121,24.17,0.9148,97.29,-96.52,2092,2029,-0.0156,0.8937,99.95,7225,0.0211
M15,rsi,64,0.03,-1.0,all,none,noise,41.5,1.9,46.9,41.5,9.7,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,rsi,64,0.03,-1.5,all,none,noise,41.5,0.2,48.5,41.5,9.8,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,rsi,64,0.05,-1.0,all,none,noise,38.3,1.9,43.5,38.3,16.3,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,rsi,64,0.05,-1.5,all,none,noise,38.3,0.2,45.2,38.3,16.4,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,rsi,64,0.08,-1.0,all,none,noise,33.5,1.9,38.4,33.5,26.2,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,rsi,64,0.08,-1.5,all,none,noise,33.5,0.2,40.0,33.5,26.2,700,33.29,0.9315,56.09,-33.23,316,384,3347,33.01,0.9128,93.21,-90.84,1653,1694,-0.0187,0.9128,93.21,3347,0.0
M15,derivative,128,0.08,-1.0,london,cycle,cycle,48.4,0.8,48.4,17.6,33.3,891,26.04,0.9908,54.07,-18.05,439,452,4825,24.5,0.9124,98.83,-98.28,2416,2409,-0.0784,0.9348,99.91,9328,-0.0224
M15,rsi,128,0.03,-1.0,all,none,noise,26.2,0.8,60.4,26.2,12.6,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,rsi,128,0.03,-1.5,all,none,noise,26.2,0.0,61.2,26.2,12.6,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,rsi,128,0.05,-1.0,all,none,noise,22.3,0.8,55.0,22.3,21.9,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,rsi,128,0.05,-1.5,all,none,noise,22.3,0.0,55.7,22.3,21.9,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,rsi,128,0.08,-1.0,all,none,noise,17.6,0.8,48.4,17.6,33.3,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,rsi,128,0.08,-1.5,all,none,noise,17.6,0.0,49.2,17.6,33.3,699,33.33,0.9336,56.09,-32.5,315,384,3346,32.99,0.9119,93.21,-91.01,1653,1693,-0.0217,0.9119,93.21,3346,0.0
M15,derivative,128,0.08,-1.0,newyork,cycle,cycle,48.4,0.8,48.4,17.6,33.3,741,24.43,0.919,56.66,-44.04,373,368,3648,24.1,0.9116,96.28,-95.34,1851,1797,-0.0074,0.8937,99.95,7225,0.0179
M15,derivative,64,0.05,-1.0,london,cycle,cycle,43.5,1.9,43.5,38.3,16.3,824,25.85,0.9833,50.05,-20.68,410,414,4246,24.42,0.9112,98.02,-97.29,2115,2131,-0.0721,0.9344,99.91,9331,-0.0232
M15,derivative,128,0.03,-1.0,all,cycle,cycle,60.4,0.8,60.4,26.2,12.6,3000,23.93,0.8773,97.66,-96.63,1500,1500,14633,24.65,0.9112,100.0,-100.0,7316,7317,0.0339,0.8907,100.0,23788,0.0205
M15,derivative,128,0.05,-1.0,all,cycle,cycle,55.0,0.8,55.0,22.3,21.9,2714,23.8,0.87,97.11,-96.06,1357,1357,13738,24.64,0.9104,100.0,-100.0,6874,6864,0.0404,0.8907,100.0,23788,0.0197
M15,derivative,64,0.05,-1.5,london,cycle,cycle,45.2,0.2,45.2,38.3,16.4,848,26.06,0.9943,49.16,-15.34,421,427,4447,24.4,0.9101,98.36,-97.81,2217,2230,-0.0842,0.9344,99.91,9331,-0.0243
