tf,strategy,fft_n,ratio_thresh,pers_thresh,pers_window,session_label,filter_type,clock_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain
M5,rsi,64,0.06,0.5,10,asian,fft_clock,7.8681900888365615,731,35.16,1.0844,25.79,38.46,375,356,3471,33.62,1.013,62.93,-4.53,1743,1728,-0.0714,1.0126,63.86,3838,0.0004
M5,rsi,64,0.08,0.5,10,asian,fft_clock,7.860162688643904,731,35.16,1.0844,25.79,38.46,375,356,3471,33.62,1.013,62.93,-4.53,1743,1728,-0.0714,1.0126,63.86,3838,0.0004
M5,rsi,64,0.1,0.3,10,asian,fft_clock,10.255003746120089,711,34.88,1.0713,27.27,29.4,364,347,3364,33.62,1.013,65.6,-4.46,1689,1675,-0.0583,1.0126,63.86,3838,0.0004
M5,rsi,128,0.1,0.5,10,all,fft_clock,2.1005030504120734,1866,32.9,0.9808,59.9,-34.57,887,979,9377,33.53,1.009,79.63,-31.22,4578,4799,0.0282,1.0086,82.5,9660,0.0004
M5,derivative,128,0.06,0.3,20,london,fft_clock,4.718773413250562,5561,23.34,0.9169,99.19,-98.67,2784,2777,23924,24.71,0.9874,99.87,-99.69,11977,11947,0.0705,0.987,99.92,25604,0.0004
M5,derivative,128,0.08,0.5,20,london,fft_clock,2.9366905704805735,5637,23.27,0.9134,99.38,-98.92,2824,2813,24496,24.71,0.9874,99.87,-99.73,12265,12231,0.074,0.987,99.92,25604,0.0004
M5,derivative,128,0.06,0.5,20,all,fft_clock,3.4317135823611262,14736,24.11,0.9547,99.97,-99.92,7363,7373,68869,24.4,0.9692,100.0,-100.0,34418,34451,0.0145,0.9689,100.0,72293,0.0003
M5,derivative,128,0.06,0.3,10,asian,fft_clock,4.300010703200257,4865,25.67,1.0368,81.66,81.67,2447,2418,23150,25.4,1.0219,91.22,37.2,11510,11640,-0.0149,1.0217,94.97,24504,0.0002
M5,rsi,128,0.08,0.3,20,asian,fft_clock,3.877234293053623,763,34.86,1.0704,32.29,31.32,398,365,3635,33.62,1.0128,56.38,-5.13,1821,1814,-0.0576,1.0126,63.86,3838,0.0002
M5,rsi,128,0.06,0.5,10,all,fft_clock,3.621695386920689,1847,32.92,0.9814,59.04,-33.79,879,968,9214,33.53,1.0088,80.68,-31.47,4500,4714,0.0274,1.0086,82.5,9660,0.0002
M5,derivative,128,0.06,0.5,10,asian,fft_clock,3.621695386920689,4908,25.63,1.0345,80.97,68.43,2463,2445,23354,25.4,1.0217,92.46,33.12,11622,11732,-0.0128,1.0217,94.97,24504,0.0
M5,derivative,0,0.0,0.0,0,asian,baseline,0.0,5087,25.52,1.0283,86.41,35.89,2552,2535,24504,25.4,1.0217,94.97,34.18,12199,12305,-0.0066,1.0217,94.97,24504,0.0
M5,rsi,64,0.1,0.5,10,asian,fft_clock,7.811998287487959,731,35.16,1.0844,25.79,38.46,375,356,3475,33.61,1.0126,63.3,-5.51,1745,1730,-0.0718,1.0126,63.86,3838,0.0
M5,rsi,0,0.0,0.0,0,asian,baseline,0.0,792,34.47,1.052,32.99,20.92,409,383,3838,33.61,1.0126,63.86,-6.09,1934,1904,-0.0394,1.0126,63.86,3838,0.0
M5,rsi,0,0.0,0.0,0,london,baseline,0.0,655,31.3,0.9111,52.05,-37.07,318,337,3460,33.55,1.01,46.69,-10.85,1710,1750,0.0989,1.01,46.69,3460,0.0
M5,rsi,0,0.0,0.0,0,all,baseline,0.0,1915,32.9,0.9805,62.68,-35.53,899,1016,9660,33.52,1.0086,82.5,-33.79,4739,4921,0.0281,1.0086,82.5,9660,0.0
M5,derivative,128,0.06,0.5,10,london,fft_clock,3.621695386920689,5597,23.41,0.9202,99.21,-98.5,2804,2793,24270,24.7,0.987,99.89,-99.73,12152,12118,0.0668,0.987,99.92,25604,0.0
M5,derivative,0,0.0,0.0,0,london,baseline,0.0,5760,23.33,0.9164,99.34,-98.88,2884,2876,25604,24.7,0.987,99.92,-99.81,12822,12782,0.0706,0.987,99.92,25604,0.0
M5,rsi,0,0.0,0.0,0,newyork,baseline,0.0,463,33.69,1.0163,38.68,0.38,194,269,2461,32.99,0.9854,67.82,-38.32,1155,1306,-0.0309,0.9854,67.82,2461,0.0
M5,derivative,0,0.0,0.0,0,all,baseline,0.0,15237,24.11,0.9544,99.97,-99.94,7618,7619,72293,24.39,0.9689,100.0,-100.0,36146,36147,0.0145,0.9689,100.0,72293,0.0
M5,derivative,0,0.0,0.0,0,newyork,baseline,0.0,5063,22.3,0.8625,99.82,-99.77,2547,2516,24295,23.17,0.9055,100.0,-100.0,12165,12130,0.043,0.9055,100.0,24295,0.0
M5,derivative,0,0.0,0.0,0,asian,time_clock,8.328427699882266,4625,25.73,1.0399,82.82,95.85,2338,2287,22083,25.4,1.0214,96.11,25.44,10960,11123,-0.0185,1.0217,94.97,24504,-0.0003
M5,rsi,128,0.08,0.5,20,london,fft_clock,2.9366905704805735,643,31.42,0.9161,51.85,-35.08,315,328,3324,33.54,1.0095,42.74,-11.42,1642,1682,0.0934,1.01,46.69,3460,-0.0005
M5,rsi,0,0.0,0.0,0,all,time_clock,8.328427699882266,1719,33.33,1.0,59.52,-15.7,802,917,8695,33.51,1.0081,78.39,-32.71,4274,4421,0.0081,1.0086,82.5,9660,-0.0005
M5,derivative,128,0.06,0.5,10,all,fft_clock,3.621695386920689,14696,24.13,0.9556,99.97,-99.91,7350,7346,68721,24.38,0.9683,100.0,-100.0,34364,34357,0.0127,0.9689,100.0,72293,-0.0006
M5,rsi,128,0.06,0.3,10,all,fft_clock,4.300010703200257,1836,33.06,0.9878,58.19,-28.23,875,961,9145,33.5,1.0079,79.21,-35.0,4466,4679,0.0201,1.0086,82.5,9660,-0.0007
M5,derivative,128,0.06,0.3,10,all,fft_clock,4.300010703200257,14579,24.16,0.9572,99.96,-99.89,7298,7281,68115,24.38,0.9682,100.0,-100.0,34041,34074,0.011,0.9689,100.0,72293,-0.0007
M5,derivative,64,0.06,0.5,10,asian,fft_clock,7.8681900888365615,4685,25.46,1.0255,89.56,20.68,2349,2336,22114,25.39,1.0209,96.91,15.34,11013,11101,-0.0046,1.0217,94.97,24504,-0.0008
M5,rsi,0,0.0,0.0,0,london,time_clock,8.328427699882266,593,30.86,0.8927,51.79,-39.15,286,307,3110,33.54,1.0092,57.19,-11.3,1544,1566,0.1165,1.01,46.69,3460,-0.0008
M5,derivative,128,0.06,0.3,10,london,fft_clock,4.300010703200257,5565,23.41,0.9206,99.18,-98.44,2789,2776,24062,24.69,0.9862,99.9,-99.76,12050,12012,0.0656,0.987,99.92,25604,-0.0008
M5,derivative,64,0.1,0.5,10,asian,fft_clock,7.811998287487959,4689,25.46,1.0255,89.46,20.61,2351,2338,22144,25.38,1.0208,96.78,12.58,11030,11114,-0.0047,1.0217,94.97,24504,-0.0009
M5,derivative,64,0.08,0.5,10,asian,fft_clock,7.860162688643904,4686,25.46,1.0252,89.67,19.47,2350,2336,22119,25.39,1.0208,96.81,14.12,11016,11103,-0.0044,1.0217,94.97,24504,-0.0009
M5,rsi,128,0.08,0.5,10,london,fft_clock,3.227014877448357,636,31.13,0.9041,54.15,-38.19,312,324,3316,33.53,1.0091,42.13,-12.23,1635,1681,0.105,1.01,46.69,3460,-0.0009
M5,rsi,128,0.08,0.3,20,london,fft_clock,3.877234293053623,637,31.24,0.9087,53.24,-36.96,312,325,3298,33.54,1.0091,42.7,-12.07,1626,1672,0.1004,1.01,46.69,3460,-0.0009
M5,rsi,128,0.06,0.3,10,asian,fft_clock,4.300010703200257,761,34.95,1.0747,30.24,33.99,396,365,3626,33.59,1.0116,58.06,-7.84,1817,1809,-0.0631,1.0126,63.86,3838,-0.001
M5,rsi,128,0.1,0.3,20,all,fft_clock,2.366745156801884,1862,32.98,0.984,58.25,-31.89,885,977,9341,33.5,1.0076,79.2,-36.89,4562,4779,0.0236,1.0086,82.5,9660,-0.001
M5,derivative,128,0.1,0.5,20,london,fft_clock,1.8837632452103177,5678,23.28,0.9138,99.37,-98.93,2844,2834,24777,24.68,0.986,99.89,-99.8,12409,12368,0.0722,0.987,99.92,25604,-0.001
M5,rsi,128,0.1,0.3,10,all,fft_clock,2.360055656641336,1862,32.98,0.984,59.09,-31.89,884,978,9347,33.49,1.0071,79.8,-38.78,4562,4785,0.0231,1.0086,82.5,9660,-0.0015
M5,rsi,128,0.08,0.5,20,all,fft_clock,2.9366905704805735,1864,33.1,0.9896,57.95,-26.99,886,978,9304,33.48,1.0068,78.76,-39.73,4546,4758,0.0172,1.0086,82.5,9660,-0.0018
M5,derivative,128,0.06,0.3,20,asian,fft_clock,4.718773413250562,4857,25.67,1.0369,79.91,81.89,2438,2419,23095,25.36,1.0196,91.97,-7.83,11488,11607,-0.0173,1.0217,94.97,24504,-0.0021
M5,rsi,128,0.1,0.5,20,all,fft_clock,1.8837632452103177,1874,33.08,0.9888,57.13,-27.78,889,985,9419,33.47,1.0065,79.37,-41.0,4609,4810,0.0177,1.0086,82.5,9660,-0.0021
M5,rsi,128,0.08,0.3,20,all,fft_clock,3.877234293053623,1844,33.03,0.9862,58.21,-29.7,879,965,9192,33.47,1.0065,81.06,-40.25,4485,4707,0.0203,1.0086,82.5,9660,-0.0021
M5,derivative,128,0.06,0.5,20,london,fft_clock,3.4317135823611262,5622,23.32,0.9157,99.29,-98.79,2816,2806,24341,24.66,0.9849,99.91,-99.82,12187,12154,0.0692,0.987,99.92,25604,-0.0021
M5,rsi,128,0.06,0.5,10,london,fft_clock,3.621695386920689,635,31.02,0.8995,55.05,-39.4,311,324,3301,33.5,1.0077,43.26,-14.68,1629,1672,0.1082,1.01,46.69,3460,-0.0023
M5,rsi,128,0.06,0.3,10,london,fft_clock,4.300010703200257,633,31.12,0.9037,54.14,-38.17,310,323,3281,33.5,1.0073,43.26,-15.36,1620,1661,0.1036,1.01,46.69,3460,-0.0027
M5,rsi,128,0.06,0.5,20,london,fft_clock,3.4317135823611262,642,31.46,0.9182,51.36,-34.43,315,327,3308,33.49,1.0073,43.83,-15.59,1634,1674,0.0891,1.01,46.69,3460,-0.0027
M5,rsi,64,0.06,0.5,10,all,fft_clock,7.8681900888365615,1767,32.94,0.9823,61.88,-31.92,827,940,8766,33.46,1.0058,81.05,-41.28,4285,4481,0.0235,1.0086,82.5,9660,-0.0028
M5,rsi,64,0.08,0.5,10,all,fft_clock,7.860162688643904,1767,32.94,0.9823,61.88,-31.92,827,940,8766,33.46,1.0058,81.05,-41.28,4285,4481,0.0235,1.0086,82.5,9660,-0.0028
M5,rsi,64,0.06,0.3,10,all,fft_clock,10.463716151129187,1712,32.65,0.9696,64.33,-40.45,799,913,8471,33.46,1.0057,81.53,-40.73,4136,4335,0.0361,1.0086,82.5,9660,-0.0029
M5,derivative,64,0.06,0.3,10,asian,fft_clock,10.463716151129187,4559,25.47,1.0256,89.71,20.54,2278,2281,21365,25.35,1.0187,97.89,-19.09,10638,10727,-0.0069,1.0217,94.97,24504,-0.003
M5,derivative,64,0.06,0.5,10,all,fft_clock,7.8681900888365615,14013,24.03,0.9502,99.97,-99.93,7004,7009,65499,24.33,0.9659,100.0,-100.0,32737,32762,0.0157,0.9689,100.0,72293,-0.003
M5,derivative,64,0.08,0.5,10,all,fft_clock,7.860162688643904,14015,24.02,0.9501,99.97,-99.93,7005,7010,65507,24.33,0.9659,100.0,-100.0,32741,32766,0.0158,0.9689,100.0,72293,-0.003
M5,derivative,64,0.08,0.3,10,asian,fft_clock,10.42224125013379,4563,25.47,1.0256,89.61,20.47,2280,2283,21375,25.34,1.0186,97.84,-20.79,10643,10732,-0.007,1.0217,94.97,24504,-0.0031
M5,rsi,128,0.06,0.3,20,london,fft_clock,4.718773413250562,635,31.18,0.9062,53.69,-37.57,311,324,3273,33.49,1.0069,43.26,-16.13,1615,1658,0.1007,1.01,46.69,3460,-0.0031
M5,rsi,128,0.06,0.3,20,all,fft_clock,4.718773413250562,1827,32.95,0.9829,59.79,-32.33,872,955,9106,33.45,1.0054,81.59,-43.8,4455,4651,0.0225,1.0086,82.5,9660,-0.0032
M5,derivative,64,0.1,0.5,10,all,fft_clock,7.811998287487959,14021,24.03,0.9503,99.97,-99.93,7008,7013,65581,24.33,0.9657,100.0,-100.0,32780,32801,0.0154,0.9689,100.0,72293,-0.0032
M5,derivative,64,0.06,0.5,20,all,fft_clock,6.730975061543401,14201,24.07,0.9523,99.95,-99.92,7106,7095,66303,24.33,0.9656,100.0,-100.0,33164,33139,0.0133,0.9689,100.0,72293,-0.0033
M5,derivative,64,0.08,0.5,20,all,fft_clock,6.654714759713154,14220,24.06,0.9521,99.95,-99.93,7115,7105,66385,24.33,0.9655,100.0,-100.0,33201,33184,0.0134,0.9689,100.0,72293,-0.0034
M5,derivative,64,0.1,0.3,10,asian,fft_clock,10.255003746120089,4572,25.46,1.0252,89.52,19.12,2283,2289,21420,25.34,1.0182,97.78,-25.12,10666,10754,-0.007,1.0217,94.97,24504,-0.0035
M5,rsi,128,0.06,0.5,20,asian,fft_clock,3.4317135823611262,764,34.82,1.0683,32.95,30.01,398,366,3665,33.53,1.009,58.96,-13.51,1839,1826,-0.0593,1.0126,63.86,3838,-0.0036
M5,rsi,64,0.08,0.3,10,all,fft_clock,10.42224125013379,1712,32.65,0.9696,64.33,-40.45,799,913,8478,33.44,1.005,81.72,-43.08,4139,4339,0.0354,1.0086,82.5,9660,-0.0036
M5,rsi,128,0.1,0.5,10,london,fft_clock,2.1005030504120734,639,31.3,0.9112,52.78,-36.34,313,326,3355,33.47,1.0063,43.29,-17.63,1657,1698,0.0951,1.01,46.69,3460,-0.0037
M5,rsi,64,0.1,0.5,10,all,fft_clock,7.811998287487959,1767,32.94,0.9823,61.88,-31.92,827,940,8775,33.44,1.0048,81.24,-44.74,4289,4486,0.0225,1.0086,82.5,9660,-0.0038
M5,rsi,128,0.06,0.5,20,all,fft_clock,3.4317135823611262,1853,33.14,0.9911,58.22,-25.44,882,971,9248,33.43,1.0047,80.0,-46.75,4522,4726,0.0136,1.0086,82.5,9660,-0.0039
M5,derivative,64,0.1,0.5,20,all,fft_clock,6.444664454671948,14251,24.08,0.9526,99.95,-99.92,7129,7122,66571,24.32,0.965,100.0,-100.0,33299,33272,0.0124,0.9689,100.0,72293,-0.0039
M5,derivative,64,0.06,0.5,20,london,fft_clock,6.730975061543401,5335,23.28,0.9132,98.98,-98.63,2673,2662,23392,24.63,0.983,99.92,-99.84,11726,11666,0.0698,0.987,99.92,25604,-0.004
M5,rsi,64,0.1,0.3,10,all,fft_clock,10.255003746120089,1715,32.65,0.9697,63.98,-40.47,800,915,8505,33.43,1.0044,82.8,-44.9,4153,4352,0.0347,1.0086,82.5,9660,-0.0042
