tf,fp,tol,lb,rr,session_label,filter_mode,fft_n,delta,min_period,fft_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain,dd_gain,valid
M5,5,1.0,30,3.0,london,full_confl,128,0.03,5,62.6,1713,23.7,0.9622,73.55,-52.88,853,860,8886,23.63,0.9243,99.92,-99.86,4482,4404,-0.0379,0.9171,100.0,53382,0.0072,0.08,True
M5,5,0.3,70,2.0,london,full_confl,64,0.03,10,51.6,318,38.68,1.1605,24.76,34.6,152,166,1818,33.55,0.9235,80.36,-68.69,903,915,-0.237,0.8707,100.0,29651,0.0528,19.64,True
M5,5,0.5,70,3.0,london,full_confl,128,0.05,5,58.6,1451,24.4,1.0052,73.9,-14.54,680,771,7442,23.37,0.9232,99.69,-99.61,3650,3792,-0.082,0.9045,100.0,46601,0.0187,0.31,True
M5,5,0.3,30,2.0,london,fft_cycle,64,0.03,10,51.6,280,35.0,0.9751,34.77,-7.4,130,150,1475,33.49,0.9219,80.07,-61.63,763,712,-0.0532,0.8498,100.0,15909,0.0721,19.93,True
M5,5,0.3,30,2.0,london,fft_cycle,64,0.05,10,48.3,280,35.0,0.9751,34.77,-7.4,130,150,1475,33.49,0.9219,80.07,-61.63,763,712,-0.0532,0.8498,100.0,15909,0.0721,19.93,True
M5,5,0.5,30,3.0,all,full_confl,64,0.05,10,48.3,771,19.97,0.9351,62.57,-38.3,317,454,4201,21.61,0.9216,98.24,-95.53,2121,2080,-0.0135,0.8591,100.0,74625,0.0625,1.76,True
M5,5,0.3,70,2.0,london,fft_cycle,64,0.03,10,51.6,496,34.68,0.9849,35.88,-9.64,246,250,2808,33.51,0.921,92.09,-84.2,1451,1357,-0.0639,0.8707,100.0,29651,0.0503,7.91,True
M5,5,0.3,70,2.0,london,fft_cycle,64,0.05,10,48.3,496,34.68,0.9849,35.88,-9.64,246,250,2808,33.51,0.921,92.09,-84.2,1451,1357,-0.0639,0.8707,100.0,29651,0.0503,7.91,True
M5,5,0.5,70,3.0,london,full_confl,128,0.03,5,62.6,1494,24.5,1.0084,72.79,-11.86,699,795,7780,23.33,0.9207,99.79,-99.74,3832,3948,-0.0877,0.9045,100.0,46601,0.0162,0.21,True
M5,5,0.3,70,2.0,london,full_confl,64,0.05,10,48.3,303,38.94,1.1751,24.6,36.33,143,160,1717,33.49,0.9206,78.33,-67.77,853,864,-0.2545,0.8707,100.0,29651,0.0499,21.67,True
M5,5,0.5,30,3.0,all,full_confl,64,0.03,10,51.6,804,19.53,0.9052,66.13,-49.76,336,468,4455,21.66,0.9189,98.68,-96.65,2245,2210,0.0137,0.8591,100.0,74625,0.0598,1.32,True
M5,5,0.5,70,3.0,london,fft_cycle,128,0.03,5,62.6,1953,23.25,0.9345,88.92,-72.07,915,1038,10028,23.2,0.9188,99.96,-99.96,4979,5049,-0.0157,0.9045,100.0,46601,0.0143,0.04,True
M5,5,0.5,70,3.0,london,fft_cycle,128,0.05,5,58.6,1953,23.25,0.9345,88.92,-72.07,915,1038,10028,23.2,0.9188,99.96,-99.96,4979,5049,-0.0157,0.9045,100.0,46601,0.0143,0.04,True
M5,5,1.0,30,3.0,london,full_confl,128,0.03,10,62.6,702,23.36,0.9008,66.81,-47.9,366,336,3486,23.87,0.9186,95.57,-93.56,1849,1637,0.0178,0.9171,100.0,53382,0.0015,4.43,True
M5,5,0.3,70,3.0,london,full_confl,128,0.03,5,62.6,948,24.58,1.0146,45.89,-3.53,440,508,4931,23.34,0.9186,98.42,-97.88,2356,2575,-0.096,0.901,100.0,29651,0.0176,1.58,True
M5,5,1.0,70,3.0,london,full_confl,128,0.05,5,58.6,2598,23.56,0.9553,88.69,-72.04,1300,1298,13364,23.38,0.9183,100.0,-100.0,6679,6685,-0.037,0.9132,100.0,83724,0.0051,0.0,True
M5,5,0.5,70,3.0,london,full_confl,64,0.03,10,51.6,499,26.05,1.1094,40.41,38.85,228,271,2900,23.03,0.9182,96.6,-89.64,1466,1434,-0.1912,0.9045,100.0,46601,0.0137,3.4,True
M5,5,0.5,30,2.0,london,full_confl,64,0.03,10,51.6,296,33.78,0.9353,36.37,-15.12,126,170,1698,33.45,0.9179,83.02,-68.43,863,835,-0.0174,0.8699,100.0,26525,0.048,16.98,True
M5,5,1.0,70,3.0,london,full_confl,128,0.03,5,62.6,2696,23.7,0.963,87.08,-68.7,1345,1351,13978,23.38,0.9179,100.0,-100.0,7007,6971,-0.0451,0.9132,100.0,83724,0.0047,0.0,True
M5,5,1.0,30,3.0,london,full_confl,128,0.05,5,58.6,1646,23.45,0.9483,77.43,-59.41,817,829,8513,23.49,0.9178,99.94,-99.88,4287,4226,-0.0305,0.9171,100.0,53382,0.0007,0.06,True
M5,5,0.3,70,2.0,london,full_confl,128,0.05,10,58.6,356,35.11,0.9795,25.46,-8.33,166,190,1821,33.33,0.9172,73.68,-71.18,897,924,-0.0623,0.8707,100.0,29651,0.0465,26.32,True
M5,5,0.5,70,3.0,london,full_confl,64,0.03,5,51.6,1264,25.0,1.0251,61.59,5.33,662,602,7065,22.93,0.9172,99.88,-99.62,3421,3644,-0.1079,0.9045,100.0,46601,0.0127,0.12,True
M5,5,1.0,30,3.0,london,full_confl,64,0.03,5,51.6,1539,23.72,0.9628,72.33,-48.59,821,718,8245,23.24,0.9172,99.97,-99.85,4048,4197,-0.0456,0.9171,100.0,53382,0.0001,0.03,True
M5,5,1.0,30,3.0,london,baseline,0,0.0,0,0.0,10954,23.23,0.9323,99.96,-99.93,5552,5402,53382,23.35,0.9171,100.0,-100.0,26963,26419,-0.0152,0.9171,100.0,53382,0.0,0.0,True
M5,5,0.3,30,3.0,london,full_confl,64,0.03,10,51.6,178,24.72,1.1312,25.42,15.66,78,100,979,23.49,0.9164,74.86,-54.34,485,494,-0.2148,0.8923,100.0,15909,0.0241,25.14,True
M5,5,0.3,70,3.0,london,fft_cycle,64,0.03,5,51.6,1187,25.95,1.0788,41.12,68.39,626,561,6421,23.02,0.9159,99.73,-99.42,3152,3269,-0.1629,0.901,100.0,29651,0.0149,0.27,True
M5,5,0.3,70,3.0,london,fft_cycle,64,0.05,5,48.3,1187,25.95,1.0788,41.12,68.39,626,561,6421,23.02,0.9159,99.73,-99.42,3152,3269,-0.1629,0.901,100.0,29651,0.0149,0.27,True
M5,5,1.0,70,3.0,london,fft_cycle,64,0.03,5,51.6,3485,23.9,0.9632,87.39,-77.61,1817,1668,18269,23.24,0.9158,100.0,-100.0,9070,9199,-0.0474,0.9132,100.0,83724,0.0026,0.0,True
M5,5,1.0,70,3.0,london,fft_cycle,64,0.05,5,48.3,3485,23.9,0.9632,87.39,-77.61,1817,1668,18269,23.24,0.9158,100.0,-100.0,9070,9199,-0.0474,0.9132,100.0,83724,0.0026,0.0,True
M5,5,0.3,30,2.0,london,full_confl,64,0.05,10,48.3,170,37.65,1.0948,25.7,9.33,74,96,924,33.33,0.9156,68.04,-47.39,460,464,-0.1792,0.8498,100.0,15909,0.0658,31.96,True
M5,5,0.3,70,3.0,london,fft_cycle,64,0.03,10,51.6,496,25.81,1.1013,29.27,34.61,246,250,2808,23.18,0.9155,94.82,-89.67,1451,1357,-0.1858,0.901,100.0,29651,0.0145,5.18,True
M5,5,0.3,70,3.0,london,fft_cycle,64,0.05,10,48.3,496,25.81,1.1013,29.27,34.61,246,250,2808,23.18,0.9155,94.82,-89.67,1451,1357,-0.1858,0.901,100.0,29651,0.0145,5.18,True
M5,5,0.5,30,3.0,london,full_confl,64,0.05,10,48.3,278,23.74,1.0453,31.96,5.48,118,160,1605,23.3,0.9148,89.64,-72.88,817,788,-0.1305,0.9026,100.0,26525,0.0122,10.36,True
M5,5,0.5,30,2.0,london,full_confl,64,0.05,10,48.3,278,34.89,0.9787,33.33,-6.7,118,160,1605,33.4,0.9146,82.03,-67.63,817,788,-0.0641,0.8699,100.0,26525,0.0447,17.97,True
M5,5,0.3,30,3.0,all,full_confl,64,0.05,5,48.3,1256,22.13,0.9376,78.95,-54.55,548,708,6423,21.87,0.9146,99.8,-99.4,3148,3275,-0.023,0.8684,100.0,44934,0.0462,0.2,True
M5,5,1.0,70,3.0,london,fft_cycle,128,0.03,5,62.6,3562,23.22,0.9358,96.28,-89.82,1759,1803,18089,23.27,0.9144,100.0,-100.0,9063,9026,-0.0214,0.9132,100.0,83724,0.0012,0.0,True
M5,5,1.0,70,3.0,london,fft_cycle,128,0.05,5,58.6,3562,23.22,0.9358,96.28,-89.82,1759,1803,18089,23.27,0.9144,100.0,-100.0,9063,9026,-0.0214,0.9132,100.0,83724,0.0012,0.0,True
M5,5,1.0,30,3.0,london,full_confl,64,0.05,5,48.3,1452,23.9,0.9677,71.39,-43.67,779,673,7836,23.18,0.9138,99.97,-99.84,3852,3984,-0.0539,0.9171,100.0,53382,-0.0033,0.03,True
M5,5,0.3,30,2.0,london,full_confl,64,0.03,10,51.6,178,37.08,1.0677,26.61,6.42,78,100,979,33.3,0.9136,68.84,-50.07,485,494,-0.1541,0.8498,100.0,15909,0.0638,31.16,True
M5,5,0.3,30,3.0,all,full_confl,64,0.05,10,48.3,449,19.15,0.927,53.77,-26.72,178,271,2513,21.49,0.9134,93.26,-86.65,1246,1267,-0.0136,0.8684,100.0,44934,0.045,6.74,True
M5,5,1.0,70,3.0,london,baseline,0,0.0,0,0.0,17187,23.73,0.9521,99.99,-99.99,8690,8497,83724,23.22,0.9132,100.0,-100.0,42170,41554,-0.0389,0.9132,100.0,83724,0.0,0.0,True
M5,5,0.3,70,2.0,london,full_confl,128,0.03,10,62.6,372,35.22,0.983,25.46,-7.85,173,199,1909,33.26,0.9129,76.42,-74.46,946,963,-0.0701,0.8707,100.0,29651,0.0422,23.58,True
M5,5,1.0,70,3.0,newyork,full_confl,128,0.05,10,58.6,1042,15.45,0.8852,81.3,-62.56,557,485,4672,15.67,0.9119,99.02,-96.68,2375,2297,0.0267,0.8785,100.0,73639,0.0334,0.98,True
M5,5,0.3,30,3.0,all,full_confl,64,0.03,5,51.6,1319,22.06,0.9363,79.72,-56.73,584,735,6728,21.85,0.911,99.87,-99.61,3287,3441,-0.0253,0.8684,100.0,44934,0.0426,0.13,True
M5,5,0.3,70,3.0,london,full_confl,64,0.03,5,51.6,798,26.82,1.1341,27.27,95.11,424,374,4465,23.0,0.9108,98.75,-97.65,2158,2307,-0.2233,0.901,100.0,29651,0.0098,1.25,True
M5,5,1.0,70,3.0,london,full_confl,64,0.03,5,51.6,2332,24.36,0.9831,78.25,-47.5,1227,1105,12626,23.13,0.9105,100.0,-100.0,6206,6420,-0.0726,0.9132,100.0,83724,-0.0027,0.0,True
M5,5,1.0,30,3.0,london,fft_cycle,128,0.03,5,62.6,2239,22.96,0.9278,88.92,-79.34,1112,1127,11468,23.25,0.9102,100.0,-99.99,5784,5684,-0.0176,0.9171,100.0,53382,-0.0069,0.0,True
M5,5,1.0,30,3.0,london,fft_cycle,128,0.05,5,58.6,2239,22.96,0.9278,88.92,-79.34,1112,1127,11468,23.25,0.9102,100.0,-99.99,5784,5684,-0.0176,0.9171,100.0,53382,-0.0069,0.0,True
M5,5,0.5,70,3.0,london,full_confl,64,0.05,5,48.3,1188,24.92,1.019,58.85,-0.61,621,567,6749,22.77,0.9093,99.88,-99.68,3261,3488,-0.1097,0.9045,100.0,46601,0.0048,0.12,True
M5,5,0.3,70,3.0,london,full_confl,128,0.05,10,58.6,356,21.35,0.8272,43.24,-41.75,166,190,1821,23.5,0.9084,84.54,-79.33,897,924,0.0812,0.901,100.0,29651,0.0074,15.46,True
M5,5,0.3,30,3.0,all,full_confl,64,0.03,10,51.6,471,18.68,0.8938,57.81,-36.05,192,279,2651,21.46,0.9074,93.91,-89.47,1308,1343,0.0136,0.8684,100.0,44934,0.039,6.09,True
M5,5,1.0,70,3.0,london,full_confl,64,0.05,5,48.3,2204,24.32,0.9779,74.76,-50.31,1163,1041,12020,23.03,0.9068,100.0,-100.0,5903,6117,-0.0711,0.9132,100.0,83724,-0.0064,0.0,True
M5,5,0.3,30,3.0,london,fft_cycle,64,0.03,5,51.6,659,25.95,1.1198,35.16,62.42,352,307,3461,23.0,0.9066,98.41,-95.23,1697,1764,-0.2132,0.8923,100.0,15909,0.0143,1.59,True
M5,5,0.3,30,3.0,london,fft_cycle,64,0.05,5,48.3,659,25.95,1.1198,35.16,62.42,352,307,3461,23.0,0.9066,98.41,-95.23,1697,1764,-0.2132,0.8923,100.0,15909,0.0143,1.59,True
M5,5,1.0,30,3.0,newyork,full_confl,128,0.03,10,62.6,758,15.44,0.9807,53.44,-17.41,396,362,3181,15.66,0.9062,95.67,-91.4,1645,1536,-0.0745,0.8801,100.0,48754,0.0261,4.33,True
M5,5,0.3,70,3.0,london,fft_cycle,128,0.03,5,62.6,1211,23.12,0.9267,67.66,-58.03,561,650,6350,23.02,0.9053,99.73,-99.65,3095,3255,-0.0214,0.901,100.0,29651,0.0043,0.27,True
M5,5,0.3,70,3.0,london,fft_cycle,128,0.05,5,58.6,1211,23.12,0.9267,67.66,-58.03,561,650,6350,23.02,0.9053,99.73,-99.65,3095,3255,-0.0214,0.901,100.0,29651,0.0043,0.27,True
M5,5,1.0,30,2.0,newyork,full_confl,128,0.05,10,58.6,710,31.41,1.0047,38.5,-4.45,368,342,3039,28.4,0.9051,92.98,-88.67,1558,1481,-0.0996,0.8815,100.0,48754,0.0236,7.02,True
M5,5,0.3,30,2.0,all,full_confl,64,0.05,5,48.3,1256,33.2,0.8973,79.77,-64.81,548,708,6423,32.49,0.9045,99.63,-99.28,3148,3275,0.0072,0.8465,100.0,44934,0.058,0.37,True
M5,5,0.5,70,3.0,london,baseline,0,0.0,0,0.0,9380,23.91,0.9547,99.38,-99.05,4754,4626,46601,22.98,0.9045,100.0,-100.0,23415,23186,-0.0502,0.9045,100.0,46601,0.0,0.0,True
M5,5,0.5,70,2.0,all,full_confl,64,0.03,10,51.6,1315,31.25,0.8486,82.92,-79.04,578,737,7261,32.46,0.9037,99.8,-99.64,3615,3646,0.0551,0.8499,100.0,124607,0.0538,0.2,True
M5,5,0.5,30,3.0,all,full_confl,64,0.05,5,48.3,2096,21.23,0.9,92.76,-85.38,957,1139,10646,21.46,0.9037,100.0,-99.99,5231,5415,0.0037,0.8591,100.0,74625,0.0446,0.0,True
M5,5,0.5,70,2.0,all,full_confl,64,0.05,10,48.3,1247,31.28,0.8514,80.99,-76.67,541,706,6875,32.41,0.9035,99.67,-99.52,3423,3452,0.0521,0.8499,100.0,124607,0.0536,0.33,True
M5,5,0.3,30,3.0,london,full_confl,64,0.05,10,48.3,170,25.29,1.1763,22.16,21.24,74,96,924,23.27,0.9034,76.66,-56.64,460,464,-0.2729,0.8923,100.0,15909,0.0111,23.34,True
M5,5,1.0,30,3.0,london,fft_cycle,64,0.03,5,51.6,2253,23.48,0.9521,84.2,-68.62,1178,1075,11799,22.99,0.9034,100.0,-100.0,5857,5942,-0.0487,0.9171,100.0,53382,-0.0137,0.0,True
M5,5,1.0,30,3.0,london,fft_cycle,64,0.05,5,48.3,2253,23.48,0.9521,84.2,-68.62,1178,1075,11799,22.99,0.9034,100.0,-100.0,5857,5942,-0.0487,0.9171,100.0,53382,-0.0137,0.0,True
M5,5,0.5,70,2.0,london,fft_cycle,64,0.03,5,51.6,1876,34.06,0.9502,69.08,-56.83,979,897,10115,32.9,0.9027,99.97,-99.97,4972,5143,-0.0475,0.8786,100.0,46601,0.0241,0.03,True
M5,5,0.5,70,2.0,london,fft_cycle,64,0.05,5,48.3,1876,34.06,0.9502,69.08,-56.83,979,897,10115,32.9,0.9027,99.97,-99.97,4972,5143,-0.0475,0.8786,100.0,46601,0.0241,0.03,True
M5,5,0.5,30,3.0,london,baseline,0,0.0,0,0.0,5318,22.7,0.9096,99.22,-98.91,2724,2594,26525,23.03,0.9026,100.0,-100.0,13420,13105,-0.007,0.9026,100.0,26525,0.0,0.0,True
M5,5,0.3,70,3.0,london,full_confl,64,0.05,5,48.3,760,26.84,1.1385,26.67,93.52,400,360,4259,22.78,0.9021,98.64,-97.92,2062,2197,-0.2364,0.901,100.0,29651,0.0011,1.36,True
M5,5,0.5,70,2.0,london,fft_cycle,128,0.03,5,62.6,1953,33.23,0.9178,86.68,-73.46,915,1038,10028,33.01,0.9018,99.98,-99.97,4979,5049,-0.016,0.8786,100.0,46601,0.0232,0.02,True
M5,5,0.5,70,2.0,london,fft_cycle,128,0.05,5,58.6,1953,33.23,0.9178,86.68,-73.46,915,1038,10028,33.01,0.9018,99.98,-99.97,4979,5049,-0.016,0.8786,100.0,46601,0.0232,0.02,True
M5,5,0.3,70,3.0,london,full_confl,64,0.03,10,51.6,318,28.93,1.3042,22.26,88.27,152,166,1818,23.05,0.9016,88.05,-81.16,903,915,-0.4026,0.901,100.0,29651,0.0006,11.95,True
M5,5,0.3,30,2.0,all,full_confl,64,0.03,5,51.6,1319,33.36,0.9091,78.12,-62.51,584,735,6728,32.42,0.9014,99.75,-99.51,3287,3441,-0.0077,0.8465,100.0,44934,0.0549,0.25,True
M5,5,0.5,30,3.0,all,full_confl,64,0.03,5,51.6,2204,21.1,0.8946,93.67,-87.89,1012,1192,11163,21.45,0.9012,100.0,-100.0,5474,5689,0.0066,0.8591,100.0,74625,0.0421,0.0,True
M5,5,0.5,70,3.0,london,full_confl,64,0.05,10,48.3,468,25.64,1.0939,37.67,29.17,214,254,2747,22.72,0.901,96.27,-92.02,1385,1362,-0.1929,0.9045,100.0,46601,-0.0035,3.73,True
M5,5,0.3,70,3.0,london,baseline,0,0.0,0,0.0,5931,23.99,0.9537,96.47,-95.02,3034,2897,29651,22.93,0.901,100.0,-100.0,14935,14716,-0.0527,0.901,100.0,29651,0.0,0.0,True
M5,5,0.5,30,2.0,all,fft_cycle,64,0.03,10,51.6,1223,29.68,0.8008,89.29,-85.03,538,685,6829,32.17,0.9008,99.78,-99.56,3462,3367,0.1,0.8468,100.0,74625,0.054,0.22,True
M5,5,0.5,30,2.0,all,fft_cycle,64,0.05,10,48.3,1223,29.68,0.8008,89.29,-85.03,538,685,6829,32.17,0.9008,99.78,-99.56,3462,3367,0.1,0.8468,100.0,74625,0.054,0.22,True
M5,5,1.0,70,2.0,london,fft_cycle,128,0.03,5,62.6,3562,32.37,0.8901,95.86,-95.62,1759,1803,18089,32.95,0.9001,100.0,-100.0,9063,9026,0.01,0.8859,100.0,83724,0.0142,0.0,True
M5,5,1.0,70,2.0,london,fft_cycle,128,0.05,5,58.6,3562,32.37,0.8901,95.86,-95.62,1759,1803,18089,32.95,0.9001,100.0,-100.0,9063,9026,0.01,0.8859,100.0,83724,0.0142,0.0,True
M5,5,0.5,30,2.0,all,full_confl,64,0.05,5,48.3,2096,31.87,0.8655,94.9,-89.16,957,1139,10646,32.29,0.8999,99.99,-99.98,5231,5415,0.0344,0.8468,100.0,74625,0.0531,0.01,True
M5,5,0.5,70,2.0,london,full_confl,128,0.03,5,62.6,1494,35.61,1.011,67.34,-4.02,699,795,7780,32.81,0.8993,99.85,-99.82,3832,3948,-0.1117,0.8786,100.0,46601,0.0207,0.15,True
M5,5,0.3,30,3.0,asian,full_confl,64,0.03,5,51.6,421,24.23,0.8033,57.46,-54.19,160,261,2103,25.87,0.8988,93.83,-87.76,1044,1059,0.0955,0.8371,100.0,15104,0.0617,6.17,True
M5,5,0.5,70,2.0,london,full_confl,128,0.05,5,58.6,1451,35.63,1.0127,66.79,-2.27,680,771,7442,32.79,0.8988,99.81,-99.77,3650,3792,-0.1139,0.8786,100.0,46601,0.0202,0.19,True
M5,5,1.0,30,2.0,london,fft_cycle,128,0.03,5,62.6,2239,33.01,0.9135,83.24,-79.56,1112,1127,11468,32.89,0.8985,100.0,-99.99,5784,5684,-0.015,0.8869,100.0,53382,0.0116,0.0,True
M5,5,1.0,30,2.0,london,fft_cycle,128,0.05,5,58.6,2239,33.01,0.9135,83.24,-79.56,1112,1127,11468,32.89,0.8985,100.0,-99.99,5784,5684,-0.015,0.8869,100.0,53382,0.0116,0.0,True
M5,5,0.5,30,2.0,all,full_confl,64,0.03,5,51.6,2204,31.9,0.8694,94.82,-89.67,1012,1192,11163,32.27,0.8982,99.99,-99.99,5474,5689,0.0288,0.8468,100.0,74625,0.0514,0.01,True
M5,5,0.3,30,3.0,asian,full_confl,64,0.05,5,48.3,401,24.19,0.8019,56.07,-52.7,150,251,2010,25.87,0.8979,93.4,-86.76,997,1013,0.096,0.8371,100.0,15104,0.0608,6.6,True
M5,5,1.0,70,2.0,london,fft_cycle,64,0.03,10,51.6,1443,32.5,0.8982,76.4,-69.19,697,746,8208,32.94,0.8976,99.94,-99.89,4265,3943,-0.0006,0.8859,100.0,83724,0.0117,0.06,True
M5,5,1.0,70,2.0,london,fft_cycle,64,0.05,10,48.3,1443,32.5,0.8982,76.4,-69.19,697,746,8208,32.94,0.8976,99.94,-99.89,4265,3943,-0.0006,0.8859,100.0,83724,0.0117,0.06,True
M5,5,0.3,30,3.0,asian,full_confl,64,0.05,10,48.3,123,19.51,0.6597,37.17,-32.34,42,81,752,25.66,0.897,66.34,-53.4,384,368,0.2373,0.8371,100.0,15104,0.0599,33.66,True
