tf,fp,tol,lb,rr,session_label,filter_mode,fft_n,delta,min_period,fft_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain,dd_gain,valid
M5,5,0.3,70,2.0,london,full_confl,128,0.05,5,58.6,921,36.48,1.0403,36.79,16.89,428,493,4724,32.71,0.8969,98.37,-98.02,2250,2474,-0.1434,0.8707,100.0,29651,0.0262,1.63,True
M5,5,0.3,30,3.0,london,fft_cycle,64,0.03,10,51.6,280,26.07,1.1451,30.78,29.31,130,150,1475,22.85,0.8965,87.2,-75.78,763,712,-0.2486,0.8923,100.0,15909,0.0042,12.8,True
M5,5,0.3,30,3.0,london,fft_cycle,64,0.05,10,48.3,280,26.07,1.1451,30.78,29.31,130,150,1475,22.85,0.8965,87.2,-75.78,763,712,-0.2486,0.8923,100.0,15909,0.0042,12.8,True
M5,5,1.0,70,2.0,london,full_confl,64,0.03,5,51.6,2332,34.05,0.948,80.6,-66.06,1227,1105,12626,32.8,0.8964,100.0,-100.0,6206,6420,-0.0516,0.8859,100.0,83724,0.0105,0.0,True
M5,5,1.0,70,3.0,london,fft_cycle,64,0.03,10,51.6,1443,23.7,0.9643,68.57,-45.37,697,746,8208,23.03,0.8961,99.98,-99.96,4265,3943,-0.0682,0.9132,100.0,83724,-0.0171,0.02,True
M5,5,1.0,70,3.0,london,fft_cycle,64,0.05,10,48.3,1443,23.7,0.9643,68.57,-45.37,697,746,8208,23.03,0.8961,99.98,-99.96,4265,3943,-0.0682,0.9132,100.0,83724,-0.0171,0.02,True
M5,5,1.0,70,2.0,london,full_confl,64,0.05,5,48.3,2204,33.94,0.9405,79.36,-68.02,1163,1041,12020,32.79,0.8961,100.0,-100.0,5903,6117,-0.0444,0.8859,100.0,83724,0.0102,0.0,True
M5,5,1.0,30,2.0,london,fft_cycle,128,0.03,10,62.6,924,31.71,0.8677,73.47,-61.98,493,431,4786,32.85,0.896,98.7,-98.2,2511,2275,0.0283,0.8869,100.0,53382,0.0091,1.3,True
M5,5,1.0,30,2.0,london,fft_cycle,128,0.05,10,58.6,924,31.71,0.8677,73.47,-61.98,493,431,4786,32.85,0.896,98.7,-98.2,2511,2275,0.0283,0.8869,100.0,53382,0.0091,1.3,True
M5,5,0.3,70,3.0,all,full_confl,64,0.03,5,51.6,2321,22.36,0.9252,86.31,-81.55,1077,1244,11512,21.7,0.8958,100.0,-100.0,5651,5861,-0.0294,0.8695,100.0,79018,0.0263,0.0,True
M5,5,0.3,70,3.0,all,full_confl,64,0.05,5,48.3,2207,22.52,0.9342,82.64,-76.59,1015,1192,10998,21.65,0.8957,100.0,-100.0,5408,5590,-0.0385,0.8695,100.0,79018,0.0262,0.0,True
M5,5,0.3,70,2.0,london,full_confl,128,0.03,5,62.6,948,36.5,1.0406,36.98,17.65,440,508,4931,32.67,0.8946,98.76,-98.47,2356,2575,-0.146,0.8707,100.0,29651,0.0239,1.24,True
M5,5,1.0,70,2.0,london,fft_cycle,64,0.03,5,51.6,3485,33.11,0.9167,91.86,-90.87,1817,1668,18269,32.73,0.8942,100.0,-100.0,9070,9199,-0.0225,0.8859,100.0,83724,0.0083,0.0,True
M5,5,1.0,70,2.0,london,fft_cycle,64,0.05,5,48.3,3485,33.11,0.9167,91.86,-90.87,1817,1668,18269,32.73,0.8942,100.0,-100.0,9070,9199,-0.0225,0.8859,100.0,83724,0.0083,0.0,True
M5,5,0.5,70,2.0,london,full_confl,64,0.03,5,51.6,1264,35.05,0.9838,62.39,-23.64,662,602,7065,32.7,0.8941,99.79,-99.76,3421,3644,-0.0897,0.8786,100.0,46601,0.0155,0.21,True
M5,5,1.0,30,2.0,london,full_confl,64,0.03,5,51.6,1539,33.98,0.947,74.5,-51.52,821,718,8245,32.81,0.8941,99.95,-99.91,4048,4197,-0.0529,0.8869,100.0,53382,0.0072,0.05,True
M5,5,1.0,30,2.0,london,full_confl,64,0.05,5,48.3,1452,33.88,0.9395,73.43,-53.28,779,673,7836,32.81,0.8933,99.93,-99.88,3852,3984,-0.0462,0.8869,100.0,53382,0.0064,0.07,True
M5,5,0.3,70,3.0,london,full_confl,128,0.03,10,62.6,372,22.04,0.8561,39.89,-37.91,173,199,1909,23.21,0.8928,87.51,-84.93,946,963,0.0367,0.901,100.0,29651,-0.0082,12.49,True
M5,5,0.3,30,3.0,london,baseline,0,0.0,0,0.0,3160,23.29,0.9327,90.56,-87.92,1632,1528,15909,22.87,0.8923,100.0,-100.0,8084,7825,-0.0404,0.8923,100.0,15909,0.0,0.0,True
M5,5,0.5,70,2.0,london,full_confl,64,0.05,5,48.3,1188,34.85,0.9724,60.84,-29.4,621,567,6749,32.67,0.8922,99.74,-99.71,3261,3488,-0.0802,0.8786,100.0,46601,0.0136,0.26,True
M5,5,0.5,30,2.0,newyork,full_confl,64,0.05,10,48.3,322,28.88,0.9433,42.49,-13.86,138,184,1564,27.37,0.8916,83.43,-71.72,777,787,-0.0517,0.8788,100.0,24100,0.0128,16.57,True
M5,5,0.5,30,3.0,all,fft_cycle,64,0.03,10,51.6,1223,19.79,0.8481,89.0,-80.37,538,685,6829,21.15,0.8904,99.96,-99.88,3462,3367,0.0423,0.8591,100.0,74625,0.0313,0.04,True
M5,5,0.5,30,3.0,all,fft_cycle,64,0.05,10,48.3,1223,19.79,0.8481,89.0,-80.37,538,685,6829,21.15,0.8904,99.96,-99.88,3462,3367,0.0423,0.8591,100.0,74625,0.0313,0.04,True
M5,5,1.0,70,3.0,newyork,full_confl,128,0.03,10,62.6,1103,14.96,0.8782,81.39,-66.38,590,513,4881,15.41,0.8903,99.48,-98.66,2499,2382,0.0121,0.8785,100.0,73639,0.0118,0.52,True
M5,5,0.3,70,2.0,all,full_confl,64,0.05,10,48.3,798,32.33,0.8837,61.35,-52.28,347,451,4361,32.19,0.8902,98.24,-97.8,2141,2220,0.0065,0.8512,100.0,79018,0.039,1.76,True
M5,5,1.0,30,2.0,london,full_confl,128,0.05,10,58.6,672,33.04,0.9082,61.57,-39.57,350,322,3318,32.61,0.8899,95.52,-94.65,1752,1566,-0.0183,0.8869,100.0,53382,0.003,4.48,True
M5,5,0.3,70,3.0,newyork,full_confl,128,0.05,10,58.6,333,16.22,0.9189,47.26,-20.37,180,153,1678,15.2,0.8897,91.54,-77.39,852,826,-0.0292,0.8814,100.0,25352,0.0083,8.46,True
M5,5,0.5,70,3.0,all,full_confl,64,0.03,10,51.6,1315,21.14,0.9153,73.67,-64.84,578,737,7261,21.31,0.8895,99.97,-99.93,3615,3646,-0.0258,0.8612,100.0,124607,0.0283,0.03,True
M5,5,0.5,70,3.0,all,full_confl,64,0.05,10,48.3,1247,21.01,0.9172,73.3,-62.16,541,706,6875,21.21,0.8894,99.94,-99.9,3423,3452,-0.0278,0.8612,100.0,124607,0.0282,0.06,True
M5,5,0.3,70,2.0,all,full_confl,64,0.05,5,48.3,2207,32.76,0.8769,90.95,-88.63,1015,1192,10998,32.31,0.8894,99.99,-99.99,5408,5590,0.0125,0.8512,100.0,79018,0.0382,0.01,True
M5,5,0.3,70,2.0,all,full_confl,64,0.03,10,51.6,838,31.98,0.867,65.79,-58.58,372,466,4601,32.19,0.8893,98.6,-98.27,2252,2349,0.0223,0.8512,100.0,79018,0.0381,1.4,True
M5,5,1.0,30,3.0,london,fft_cycle,128,0.03,10,62.6,924,22.08,0.8465,81.55,-71.7,493,431,4786,23.13,0.8892,99.49,-99.26,2511,2275,0.0427,0.9171,100.0,53382,-0.0279,0.51,True
M5,5,1.0,30,3.0,london,fft_cycle,128,0.05,10,58.6,924,22.08,0.8465,81.55,-71.7,493,431,4786,23.13,0.8892,99.49,-99.26,2511,2275,0.0427,0.9171,100.0,53382,-0.0279,0.51,True
M5,5,1.0,30,3.0,london,fft_cycle,64,0.03,10,51.6,939,22.68,0.9176,71.75,-52.18,439,500,5253,23.0,0.8887,99.7,-99.54,2757,2496,-0.0289,0.9171,100.0,53382,-0.0284,0.3,True
M5,5,1.0,30,3.0,london,fft_cycle,64,0.05,10,48.3,939,22.68,0.9176,71.75,-52.18,439,500,5253,23.0,0.8887,99.7,-99.54,2757,2496,-0.0289,0.9171,100.0,53382,-0.0284,0.3,True
M5,5,1.0,70,2.0,london,full_confl,128,0.03,5,62.6,2696,33.38,0.9253,86.69,-81.38,1345,1351,13978,32.6,0.8887,100.0,-100.0,7007,6971,-0.0366,0.8859,100.0,83724,0.0028,0.0,True
M5,5,0.3,30,3.0,asian,full_confl,64,0.03,10,51.6,129,19.38,0.6534,38.82,-34.12,45,84,787,25.54,0.8885,66.03,-57.54,400,387,0.2351,0.8371,100.0,15104,0.0514,33.97,True
M5,5,1.0,70,2.0,london,full_confl,64,0.03,10,51.6,909,34.76,0.9848,56.59,-17.04,431,478,5281,32.66,0.8884,99.28,-99.12,2726,2555,-0.0964,0.8859,100.0,83724,0.0025,0.72,True
M5,5,0.3,70,2.0,london,fft_cycle,64,0.03,5,51.6,1187,34.88,0.9809,39.66,-24.23,626,561,6421,32.58,0.8883,99.73,-99.68,3152,3269,-0.0926,0.8707,100.0,29651,0.0176,0.27,True
M5,5,0.3,70,2.0,london,fft_cycle,64,0.05,5,48.3,1187,34.88,0.9809,39.66,-24.23,626,561,6421,32.58,0.8883,99.73,-99.68,3152,3269,-0.0926,0.8707,100.0,29651,0.0176,0.27,True
M5,5,0.3,30,2.0,asian,full_confl,64,0.03,5,51.6,421,33.73,0.8095,50.51,-48.25,160,261,2103,35.47,0.8882,91.06,-85.84,1044,1059,0.0787,0.7951,100.0,15104,0.0931,8.94,True
M5,5,0.3,30,2.0,asian,full_confl,64,0.03,10,51.6,129,28.68,0.653,34.61,-31.62,45,84,787,35.58,0.8876,62.33,-52.23,400,387,0.2346,0.7951,100.0,15104,0.0925,37.67,True
M5,5,1.0,70,2.0,london,full_confl,128,0.05,5,58.6,2598,33.33,0.9229,86.9,-81.11,1300,1298,13364,32.57,0.8876,100.0,-100.0,6679,6685,-0.0353,0.8859,100.0,83724,0.0017,0.0,True
M5,5,1.0,30,2.0,newyork,full_confl,128,0.03,10,62.6,758,30.47,0.9835,40.2,-14.11,396,362,3181,28.04,0.8875,95.34,-93.04,1645,1536,-0.096,0.8815,100.0,48754,0.006,4.66,True
M5,5,0.3,70,2.0,all,full_confl,64,0.03,5,51.6,2321,32.7,0.8768,91.87,-89.85,1077,1244,11512,32.27,0.8873,100.0,-100.0,5651,5861,0.0105,0.8512,100.0,79018,0.0361,0.0,True
M5,5,1.0,30,2.0,london,full_confl,128,0.03,10,62.6,702,33.62,0.9312,61.34,-33.61,366,336,3486,32.59,0.8872,96.59,-95.71,1849,1637,-0.044,0.8869,100.0,53382,0.0003,3.41,True
M5,5,1.0,30,2.0,london,baseline,0,0.0,0,0.0,10954,32.29,0.8869,100.0,-99.99,5552,5402,53382,32.59,0.8869,100.0,-100.0,26963,26419,0.0,0.8869,100.0,53382,0.0,0.0,True
M5,5,1.0,30,2.0,london,full_confl,128,0.03,5,62.6,1713,34.33,0.957,70.29,-49.62,853,860,8886,32.59,0.8868,99.98,-99.97,4482,4404,-0.0702,0.8869,100.0,53382,-0.0001,0.02,True
M5,5,1.0,70,2.0,london,baseline,0,0.0,0,0.0,17187,32.59,0.8988,100.0,-100.0,8690,8497,83724,32.53,0.8859,100.0,-100.0,42170,41554,-0.0129,0.8859,100.0,83724,0.0,0.0,True
M5,5,0.3,30,3.0,london,full_confl,128,0.05,10,58.6,192,22.4,0.869,32.3,-20.26,94,98,989,23.36,0.8858,72.55,-64.65,505,484,0.0168,0.8923,100.0,15909,-0.0065,27.45,True
M5,5,1.0,30,2.0,london,fft_cycle,64,0.03,10,51.6,939,30.99,0.8335,75.14,-70.56,439,500,5253,32.72,0.8858,99.35,-99.19,2757,2496,0.0523,0.8869,100.0,53382,-0.0011,0.65,True
M5,5,1.0,30,2.0,london,fft_cycle,64,0.05,10,48.3,939,30.99,0.8335,75.14,-70.56,439,500,5253,32.72,0.8858,99.35,-99.19,2757,2496,0.0523,0.8869,100.0,53382,-0.0011,0.65,True
M5,5,0.5,70,2.0,newyork,full_confl,64,0.05,10,48.3,445,29.44,0.9475,41.66,-17.67,200,245,2590,27.88,0.8857,95.18,-89.16,1258,1332,-0.0618,0.882,100.0,40310,0.0037,4.82,True
M5,5,0.5,70,2.0,newyork,fft_cycle,64,0.03,5,51.6,1752,28.14,0.8473,93.05,-86.53,878,874,9097,27.53,0.8856,99.98,-99.96,4510,4587,0.0383,0.882,100.0,40310,0.0036,0.02,True
M5,5,0.5,70,2.0,newyork,fft_cycle,64,0.05,5,48.3,1752,28.14,0.8473,93.05,-86.53,878,874,9097,27.53,0.8856,99.98,-99.96,4510,4587,0.0383,0.882,100.0,40310,0.0036,0.02,True
M5,5,0.5,70,2.0,all,full_confl,64,0.05,5,48.3,3454,31.91,0.8518,98.55,-98.26,1626,1828,17328,32.09,0.8854,100.0,-100.0,8529,8799,0.0336,0.8499,100.0,124607,0.0355,0.0,True
M5,5,0.5,70,2.0,all,full_confl,64,0.03,5,51.6,3646,31.95,0.8554,98.7,-98.46,1723,1923,18143,32.1,0.8848,100.0,-100.0,8937,9206,0.0294,0.8499,100.0,124607,0.0349,0.0,True
M5,5,1.0,70,2.0,london,full_confl,64,0.05,10,48.3,854,34.89,0.9879,56.02,-14.6,411,443,4996,32.57,0.8847,99.19,-99.01,2579,2417,-0.1032,0.8859,100.0,83724,-0.0012,0.81,True
M5,5,0.3,70,2.0,london,fft_cycle,128,0.03,5,62.6,1211,33.36,0.9104,63.79,-59.01,561,650,6350,32.55,0.8846,99.8,-99.72,3095,3255,-0.0258,0.8707,100.0,29651,0.0139,0.2,True
M5,5,0.3,70,2.0,london,fft_cycle,128,0.05,5,58.6,1211,33.36,0.9104,63.79,-59.01,561,650,6350,32.55,0.8846,99.8,-99.72,3095,3255,-0.0258,0.8707,100.0,29651,0.0139,0.2,True
M5,5,0.5,30,2.0,newyork,full_confl,64,0.05,5,48.3,780,28.08,0.8547,76.95,-57.27,361,419,3713,26.88,0.8843,97.54,-95.76,1861,1852,0.0296,0.8788,100.0,24100,0.0055,2.46,True
M5,5,0.5,30,2.0,newyork,full_confl,64,0.03,5,51.6,812,28.33,0.8656,76.75,-55.98,385,427,3894,26.91,0.8842,97.71,-96.38,1944,1950,0.0186,0.8788,100.0,24100,0.0054,2.29,True
M5,5,1.0,70,3.0,newyork,fft_cycle,128,0.03,10,62.6,1463,13.94,0.8249,91.07,-86.62,769,694,6487,15.2,0.8842,99.91,-99.76,3307,3180,0.0593,0.8785,100.0,73639,0.0057,0.09,True
M5,5,1.0,70,3.0,newyork,fft_cycle,128,0.05,10,58.6,1463,13.94,0.8249,91.07,-86.62,769,694,6487,15.2,0.8842,99.91,-99.76,3307,3180,0.0593,0.8785,100.0,73639,0.0057,0.09,True
M5,5,0.3,30,2.0,london,full_confl,64,0.05,5,48.3,424,38.68,1.1368,24.85,39.85,223,201,2344,32.55,0.884,93.75,-88.62,1131,1213,-0.2528,0.8498,100.0,15909,0.0342,6.25,True
M5,5,1.0,30,2.0,london,full_confl,64,0.03,10,51.6,607,32.45,0.8925,53.21,-40.75,280,327,3401,32.76,0.884,97.14,-95.77,1780,1621,-0.0085,0.8869,100.0,53382,-0.0029,2.86,True
M5,5,0.5,70,2.0,newyork,full_confl,64,0.05,5,48.3,1179,29.52,0.8979,76.73,-60.44,568,611,6122,27.41,0.8835,99.81,-99.5,3039,3083,-0.0144,0.882,100.0,40310,0.0015,0.19,True
M5,5,0.3,70,3.0,london,full_confl,64,0.05,10,48.3,303,29.04,1.3216,19.73,88.95,143,160,1717,22.66,0.8828,87.89,-84.07,853,864,-0.4388,0.901,100.0,29651,-0.0182,12.11,True
M5,5,0.3,30,2.0,asian,full_confl,64,0.05,5,48.3,401,33.42,0.7973,51.17,-48.69,150,251,2010,35.32,0.8828,90.07,-85.81,997,1013,0.0855,0.7951,100.0,15104,0.0877,9.93,True
M5,5,0.5,70,2.0,newyork,full_confl,64,0.03,5,51.6,1234,29.74,0.9083,78.1,-58.52,608,626,6399,27.43,0.8826,99.85,-99.62,3177,3222,-0.0257,0.882,100.0,40310,0.0006,0.15,True
M5,5,0.5,70,3.0,all,full_confl,64,0.05,5,48.3,3454,21.66,0.8914,97.61,-96.8,1626,1828,17328,21.21,0.8826,100.0,-100.0,8529,8799,-0.0088,0.8612,100.0,124607,0.0214,0.0,True
M5,5,0.5,70,3.0,all,full_confl,64,0.03,5,51.6,3646,21.67,0.8912,98.02,-97.36,1723,1923,18143,21.24,0.8823,100.0,-100.0,8937,9206,-0.0089,0.8612,100.0,124607,0.0211,0.0,True
M5,5,0.5,70,2.0,newyork,baseline,0,0.0,0,0.0,8723,27.96,0.8847,99.97,-99.95,4476,4247,40310,27.9,0.882,100.0,-100.0,20358,19952,-0.0027,0.882,100.0,40310,0.0,0.0,True
M5,5,1.0,30,2.0,newyork,baseline,0,0.0,0,0.0,11116,27.38,0.8715,100.0,-100.0,5647,5469,48754,27.66,0.8815,100.0,-100.0,24640,24114,0.01,0.8815,100.0,48754,0.0,0.0,True
M5,5,0.3,70,2.0,newyork,baseline,0,0.0,0,0.0,5394,28.2,0.8854,99.44,-99.03,2785,2609,25352,27.83,0.8814,100.0,-100.0,12795,12557,-0.004,0.8814,100.0,25352,0.0,0.0,True
M5,5,0.3,70,3.0,newyork,baseline,0,0.0,0,0.0,5394,15.83,0.8893,99.55,-99.24,2785,2609,25352,15.17,0.8814,100.0,-100.0,12795,12557,-0.0079,0.8814,100.0,25352,0.0,0.0,True
M5,5,1.0,70,3.0,london,full_confl,128,0.05,10,58.6,1002,21.76,0.8405,81.67,-75.7,523,479,5118,22.88,0.8811,99.68,-99.61,2636,2482,0.0406,0.9132,100.0,83724,-0.0321,0.32,True
M5,5,0.5,30,2.0,london,full_confl,64,0.05,5,48.3,698,35.53,1.0007,49.29,-6.58,370,328,3962,32.46,0.8809,98.9,-97.68,1905,2057,-0.1198,0.8699,100.0,26525,0.011,1.1,True
M5,5,1.0,70,2.0,newyork,full_confl,128,0.05,10,58.6,1042,29.08,0.8836,71.79,-60.31,557,485,4672,27.72,0.8808,99.22,-98.37,2375,2297,-0.0028,0.8799,100.0,73639,0.0009,0.78,True
M5,5,1.0,30,2.0,london,full_confl,128,0.05,5,58.6,1646,34.26,0.9528,69.96,-50.73,817,829,8513,32.42,0.8808,99.97,-99.97,4287,4226,-0.072,0.8869,100.0,53382,-0.0061,0.03,True
M5,5,1.0,30,2.0,all,full_confl,64,0.03,10,51.6,1652,30.87,0.8539,88.75,-84.72,722,930,9030,31.83,0.8808,99.98,-99.98,4598,4432,0.0269,0.8514,100.0,150830,0.0294,0.02,True
M5,5,1.0,70,2.0,london,fft_cycle,128,0.03,10,62.6,1424,30.62,0.8187,87.52,-86.81,739,685,7431,32.51,0.8803,99.92,-99.92,3817,3614,0.0616,0.8859,100.0,83724,-0.0056,0.08,True
M5,5,1.0,70,2.0,london,fft_cycle,128,0.05,10,58.6,1424,30.62,0.8187,87.52,-86.81,739,685,7431,32.51,0.8803,99.92,-99.92,3817,3614,0.0616,0.8859,100.0,83724,-0.0056,0.08,True
M5,5,0.3,70,3.0,all,full_confl,64,0.05,10,48.3,798,21.55,0.9662,54.78,-27.31,347,451,4361,21.21,0.8802,99.34,-99.07,2141,2220,-0.086,0.8695,100.0,79018,0.0107,0.66,True
M5,5,1.0,30,3.0,newyork,baseline,0,0.0,0,0.0,11116,14.65,0.8654,100.0,-100.0,5647,5469,48754,15.18,0.8801,100.0,-100.0,24640,24114,0.0147,0.8801,100.0,48754,0.0,0.0,True
M5,5,0.5,30,3.0,london,full_confl,128,0.03,5,62.6,830,24.82,1.034,46.6,9.37,391,439,4408,22.75,0.88,99.49,-99.2,2190,2218,-0.154,0.9026,100.0,26525,-0.0226,0.51,True
M5,5,1.0,30,2.0,all,full_confl,64,0.03,5,51.6,4469,31.26,0.8446,99.68,-99.57,2078,2391,22289,31.91,0.88,100.0,-100.0,11053,11236,0.0354,0.8514,100.0,150830,0.0286,0.0,True
M5,5,1.0,30,2.0,all,full_confl,64,0.05,5,48.3,4245,31.31,0.8421,99.65,-99.48,1969,2276,21208,31.91,0.88,100.0,-100.0,10521,10687,0.0379,0.8514,100.0,150830,0.0286,0.0,True
M5,5,1.0,70,2.0,newyork,baseline,0,0.0,0,0.0,16422,27.85,0.8908,100.0,-100.0,8410,8012,73639,27.73,0.8799,100.0,-100.0,37158,36481,-0.0109,0.8799,100.0,73639,0.0,0.0,True
M5,5,0.3,70,3.0,all,full_confl,64,0.03,10,51.6,838,21.24,0.9415,59.99,-39.02,372,466,4601,21.3,0.8797,99.44,-99.3,2252,2349,-0.0618,0.8695,100.0,79018,0.0102,0.56,True
M5,5,0.5,30,3.0,newyork,baseline,0,0.0,0,0.0,5336,14.54,0.8478,99.95,-99.83,2690,2646,24100,15.12,0.8796,100.0,-100.0,12217,11883,0.0318,0.8796,100.0,24100,0.0,0.0,True
M5,5,0.3,70,2.0,london,full_confl,64,0.05,5,48.3,760,36.58,1.0463,28.58,17.25,400,360,4259,32.4,0.8793,98.47,-98.33,2062,2197,-0.167,0.8707,100.0,29651,0.0086,1.53,True
M5,5,0.3,70,2.0,london,full_confl,64,0.03,5,51.6,798,36.72,1.0523,29.64,21.97,424,374,4465,32.41,0.8791,98.83,-98.64,2158,2307,-0.1732,0.8707,100.0,29651,0.0084,1.17,True
M5,5,0.3,30,2.0,all,fft_cycle,64,0.03,10,51.6,729,30.18,0.8079,75.0,-66.64,315,414,4042,31.52,0.8789,98.43,-97.87,2034,2008,0.071,0.8465,100.0,44934,0.0324,1.57,True
M5,5,0.3,30,2.0,all,fft_cycle,64,0.05,10,48.3,729,30.18,0.8079,75.0,-66.64,315,414,4042,31.52,0.8789,98.43,-97.87,2034,2008,0.071,0.8465,100.0,44934,0.0324,1.57,True
M5,5,0.5,30,2.0,newyork,baseline,0,0.0,0,0.0,5336,27.66,0.8679,99.83,-99.47,2690,2646,24100,27.65,0.8788,100.0,-100.0,12217,11883,0.0109,0.8788,100.0,24100,0.0,0.0,True
M5,5,0.3,30,3.0,newyork,baseline,0,0.0,0,0.0,3141,15.35,0.8604,98.92,-97.02,1573,1568,14339,14.97,0.8787,100.0,-100.0,7300,7039,0.0183,0.8787,100.0,14339,0.0,0.0,True
M5,5,1.0,30,2.0,all,full_confl,64,0.05,10,48.3,1575,31.24,0.8684,87.11,-80.25,688,887,8516,31.75,0.8786,99.98,-99.97,4342,4174,0.0102,0.8514,100.0,150830,0.0272,0.02,True
M5,5,0.5,70,2.0,london,baseline,0,0.0,0,0.0,9380,32.69,0.8987,99.96,-99.95,4754,4626,46601,32.37,0.8786,100.0,-100.0,23415,23186,-0.0201,0.8786,100.0,46601,0.0,0.0,True
M5,5,0.5,30,2.0,newyork,fft_cycle,64,0.03,10,51.6,460,26.3,0.8237,64.07,-44.91,212,248,2437,26.96,0.8785,92.86,-88.65,1254,1183,0.0548,0.8788,100.0,24100,-0.0003,7.14,True
M5,5,0.5,30,2.0,newyork,fft_cycle,64,0.05,10,48.3,460,26.3,0.8237,64.07,-44.91,212,248,2437,26.96,0.8785,92.86,-88.65,1254,1183,0.0548,0.8788,100.0,24100,-0.0003,7.14,True
M5,5,1.0,70,3.0,london,fft_cycle,128,0.03,10,62.6,1424,21.77,0.8357,91.78,-87.36,739,685,7431,22.82,0.8785,99.98,-99.97,3817,3614,0.0428,0.9132,100.0,83724,-0.0347,0.02,True
M5,5,1.0,70,3.0,london,fft_cycle,128,0.05,10,58.6,1424,21.77,0.8357,91.78,-87.36,739,685,7431,22.82,0.8785,99.98,-99.97,3817,3614,0.0428,0.9132,100.0,83724,-0.0347,0.02,True
M5,5,1.0,70,3.0,newyork,baseline,0,0.0,0,0.0,16422,15.32,0.8942,100.0,-100.0,8410,8012,73639,15.21,0.8785,100.0,-100.0,37158,36481,-0.0157,0.8785,100.0,73639,0.0,0.0,True
M5,5,0.5,30,2.0,london,full_confl,64,0.03,5,51.6,746,35.52,1.0059,52.65,-4.5,396,350,4153,32.36,0.8784,99.13,-98.21,1994,2159,-0.1275,0.8699,100.0,26525,0.0085,0.87,True
M5,5,1.0,70,3.0,newyork,fft_cycle,128,0.03,5,62.6,3352,14.32,0.8407,98.81,-98.55,1690,1662,15910,15.17,0.8784,100.0,-100.0,7922,7988,0.0377,0.8785,100.0,73639,-0.0001,0.0,True
M5,5,1.0,70,3.0,newyork,fft_cycle,128,0.05,5,58.6,3352,14.32,0.8407,98.81,-98.55,1690,1662,15910,15.17,0.8784,100.0,-100.0,7922,7988,0.0377,0.8785,100.0,73639,-0.0001,0.0,True
M5,5,0.5,30,3.0,london,full_confl,128,0.05,5,58.6,804,24.63,1.0286,47.68,5.6,377,427,4216,22.72,0.8782,99.39,-99.07,2090,2126,-0.1504,0.9026,100.0,26525,-0.0244,0.61,True
M5,5,0.3,70,3.0,all,fft_cycle,64,0.03,5,51.6,3393,21.81,0.8908,97.34,-96.7,1615,1778,16674,21.32,0.8782,100.0,-100.0,8224,8450,-0.0126,0.8695,100.0,79018,0.0087,0.0,True
M5,5,0.3,70,3.0,all,fft_cycle,64,0.05,5,48.3,3393,21.81,0.8908,97.34,-96.7,1615,1778,16674,21.32,0.8782,100.0,-100.0,8224,8450,-0.0126,0.8695,100.0,79018,0.0087,0.0,True
M5,5,0.5,70,3.0,newyork,fft_cycle,64,0.03,10,51.6,689,14.08,0.8485,69.84,-56.31,333,356,4002,15.37,0.8781,99.06,-98.02,2033,1969,0.0296,0.8781,100.0,40310,0.0,0.94,True
M5,5,0.5,70,3.0,newyork,fft_cycle,64,0.05,10,48.3,689,14.08,0.8485,69.84,-56.31,333,356,4002,15.37,0.8781,99.06,-98.02,2033,1969,0.0296,0.8781,100.0,40310,0.0,0.94,True
M5,5,0.5,70,3.0,newyork,baseline,0,0.0,0,0.0,8723,15.56,0.8907,99.98,-99.96,4476,4247,40310,15.17,0.8781,100.0,-100.0,20358,19952,-0.0126,0.8781,100.0,40310,0.0,0.0,True
M5,5,0.5,70,3.0,all,fft_cycle,64,0.03,10,51.6,2043,20.61,0.8501,95.05,-93.36,947,1096,11132,21.21,0.8779,100.0,-100.0,5614,5518,0.0278,0.8612,100.0,124607,0.0167,0.0,True
M5,5,0.5,70,3.0,all,fft_cycle,64,0.05,10,48.3,2043,20.61,0.8501,95.05,-93.36,947,1096,11132,21.21,0.8779,100.0,-100.0,5614,5518,0.0278,0.8612,100.0,124607,0.0167,0.0,True
M5,5,0.5,30,2.0,newyork,full_confl,64,0.03,10,51.6,335,28.06,0.9015,46.13,-22.12,150,185,1654,27.15,0.8777,85.62,-77.6,822,832,-0.0238,0.8788,100.0,24100,-0.0011,14.38,True
M5,5,0.5,30,2.0,newyork,fft_cycle,64,0.03,5,51.6,1114,28.01,0.851,86.75,-71.19,539,575,5485,26.89,0.8774,99.52,-99.28,2746,2739,0.0264,0.8788,100.0,24100,-0.0014,0.48,True
M5,5,0.5,30,2.0,newyork,fft_cycle,64,0.05,5,48.3,1114,28.01,0.851,86.75,-71.19,539,575,5485,26.89,0.8774,99.52,-99.28,2746,2739,0.0264,0.8788,100.0,24100,-0.0014,0.48,True
M5,5,0.5,30,3.0,asian,fft_cycle,128,0.03,5,62.6,1042,25.72,0.8848,73.13,-68.88,456,586,4731,25.39,0.8772,99.74,-99.63,2306,2425,-0.0076,0.8263,100.0,24676,0.0509,0.26,True
