tf,fp,tol,lb,rr,session_label,filter_mode,fft_n,delta,min_period,fft_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain,dd_gain,valid
M1,5,1.0,30,2.0,all,full_confl,64,0.05,10,50.0,8479,28.34,0.9885,97.29,-72.17,4171,4308,42388,27.89,0.9636,100.0,-100.0,21265,21123,-0.0249,0.9746,100.0,668607,-0.011,0.0,True
M1,5,1.0,30,2.0,asian,full_confl,64,0.05,5,50.0,6988,28.71,0.9793,95.82,-76.59,3495,3493,33447,28.89,0.9636,100.0,-100.0,16838,16609,-0.0157,0.972,100.0,223224,-0.0084,0.0,True
M1,5,0.5,30,2.0,asian,fft_cycle,64,0.03,10,53.2,2361,29.56,1.0235,65.67,12.03,1152,1209,11619,28.78,0.9631,97.95,-97.18,5945,5674,-0.0604,0.9739,100.0,113973,-0.0108,2.05,True
M1,5,0.5,30,2.0,asian,fft_cycle,64,0.05,10,50.0,2361,29.56,1.0235,65.67,12.03,1152,1209,11619,28.78,0.9631,97.95,-97.18,5945,5674,-0.0604,0.9739,100.0,113973,-0.0108,2.05,True
M1,5,1.0,70,2.0,all,full_confl,64,0.03,5,53.2,33213,27.5,0.9512,100.0,-100.0,16355,16858,159127,27.97,0.9625,100.0,-100.0,79545,79582,0.0113,0.9616,100.0,1039564,0.0009,0.0,True
M1,5,1.0,70,2.0,all,fft_cycle,64,0.03,5,53.2,47047,27.63,0.9583,100.0,-100.0,23158,23889,228210,27.93,0.9618,100.0,-100.0,113814,114396,0.0035,0.9616,100.0,1039564,0.0002,0.0,True
M1,5,1.0,70,2.0,all,fft_cycle,64,0.05,5,50.0,47047,27.63,0.9583,100.0,-100.0,23158,23889,228210,27.93,0.9618,100.0,-100.0,113814,114396,0.0035,0.9616,100.0,1039564,0.0002,0.0,True
M1,5,1.0,70,2.0,all,baseline,0,0.0,0,0.0,218393,27.09,0.9398,100.0,-100.0,106798,111595,1039564,27.88,0.9616,100.0,-100.0,514342,525222,0.0218,0.9616,100.0,1039564,0.0,0.0,True
M1,5,1.0,70,2.0,all,full_confl,64,0.05,5,50.0,31620,27.44,0.9489,100.0,-100.0,15566,16054,151419,27.96,0.9616,100.0,-100.0,75752,75667,0.0127,0.9616,100.0,1039564,0.0,0.0,True
M1,5,0.3,70,2.0,all,fft_cycle,64,0.03,5,53.2,17000,27.44,0.9442,99.97,-99.9,8315,8685,83062,27.98,0.9614,100.0,-100.0,41496,41566,0.0172,0.9688,100.0,381042,-0.0074,0.0,True
M1,5,0.3,70,2.0,all,fft_cycle,64,0.05,5,50.0,17000,27.44,0.9442,99.97,-99.9,8315,8685,83062,27.98,0.9614,100.0,-100.0,41496,41566,0.0172,0.9688,100.0,381042,-0.0074,0.0,True
M1,5,1.0,70,2.0,asian,fft_cycle,64,0.03,10,53.2,7475,28.99,0.989,94.16,-67.64,3743,3732,36166,28.76,0.9598,100.0,-100.0,18484,17682,-0.0292,0.9721,100.0,350401,-0.0123,0.0,True
M1,5,1.0,70,2.0,asian,fft_cycle,64,0.05,10,50.0,7475,28.99,0.989,94.16,-67.64,3743,3732,36166,28.76,0.9598,100.0,-100.0,18484,17682,-0.0292,0.9721,100.0,350401,-0.0123,0.0,True
M1,5,0.3,30,2.0,newyork,fft_cycle,64,0.03,10,53.2,1323,24.34,0.8152,83.13,-79.06,648,675,6624,27.67,0.9597,93.69,-87.68,3396,3228,0.1445,1.0296,98.53,72753,-0.0699,4.84,True
M1,5,0.3,30,2.0,newyork,fft_cycle,64,0.05,10,50.0,1323,24.34,0.8152,83.13,-79.06,648,675,6624,27.67,0.9597,93.69,-87.68,3396,3228,0.1445,1.0296,98.53,72753,-0.0699,4.84,True
M1,5,0.3,30,2.0,asian,fft_cycle,64,0.03,10,53.2,1412,30.1,1.0468,48.4,29.08,687,725,7176,28.66,0.9583,91.97,-91.04,3697,3479,-0.0885,0.9799,100.0,71276,-0.0216,8.03,True
M1,5,0.3,30,2.0,asian,fft_cycle,64,0.05,10,50.0,1412,30.1,1.0468,48.4,29.08,687,725,7176,28.66,0.9583,91.97,-91.04,3697,3479,-0.0885,0.9799,100.0,71276,-0.0216,8.03,True
M1,5,0.5,70,2.0,newyork,full_confl,64,0.05,10,50.0,2071,26.9,0.9283,86.19,-64.31,1020,1051,11143,27.63,0.9577,98.5,-97.4,5608,5535,0.0294,0.9847,100.0,193388,-0.027,1.5,True
M1,5,1.0,30,2.0,asian,full_confl,64,0.03,10,53.2,3212,29.58,1.0265,76.71,23.28,1576,1636,15150,28.8,0.9575,99.65,-99.44,7783,7367,-0.069,0.972,100.0,223224,-0.0145,0.35,True
M1,5,0.3,30,2.0,all,fft_cycle,64,0.03,10,53.2,4185,27.5,0.9604,81.48,-72.69,2060,2125,21318,27.85,0.9574,99.93,-99.92,10825,10493,-0.003,0.9858,100.0,214969,-0.0284,0.07,True
M1,5,0.3,30,2.0,all,fft_cycle,64,0.05,10,50.0,4185,27.5,0.9604,81.48,-72.69,2060,2125,21318,27.85,0.9574,99.93,-99.92,10825,10493,-0.003,0.9858,100.0,214969,-0.0284,0.07,True
M1,5,0.5,70,2.0,all,full_confl,64,0.03,5,53.2,18535,27.36,0.9399,99.99,-99.97,9106,9429,88844,27.89,0.9562,100.0,-100.0,44510,44334,0.0163,0.9636,100.0,582658,-0.0074,0.0,True
M1,5,0.5,70,2.0,all,fft_cycle,64,0.03,5,53.2,26231,27.54,0.9504,100.0,-99.99,12888,13343,127163,27.86,0.9558,100.0,-100.0,63494,63669,0.0054,0.9636,100.0,582658,-0.0078,0.0,True
M1,5,0.5,70,2.0,all,fft_cycle,64,0.05,5,50.0,26231,27.54,0.9504,100.0,-99.99,12888,13343,127163,27.86,0.9558,100.0,-100.0,63494,63669,0.0054,0.9636,100.0,582658,-0.0078,0.0,True
M1,5,0.5,70,2.0,all,full_confl,64,0.05,5,50.0,17668,27.35,0.9397,99.99,-99.95,8659,9009,84488,27.88,0.9557,100.0,-100.0,42332,42156,0.016,0.9636,100.0,582658,-0.0079,0.0,True
M1,5,0.5,30,2.0,newyork,fft_cycle,64,0.03,10,53.2,2088,25.24,0.8689,89.79,-82.71,1016,1072,10448,27.43,0.9555,98.94,-97.09,5316,5132,0.0866,1.0187,99.64,114186,-0.0632,0.7,True
M1,5,0.5,30,2.0,newyork,fft_cycle,64,0.05,10,50.0,2088,25.24,0.8689,89.79,-82.71,1016,1072,10448,27.43,0.9555,98.94,-97.09,5316,5132,0.0866,1.0187,99.64,114186,-0.0632,0.7,True
M1,5,1.0,70,2.0,newyork,fft_cycle,64,0.03,10,53.2,6182,28.21,1.0037,94.85,-32.24,3018,3164,31198,27.3,0.9541,100.0,-100.0,15635,15563,-0.0496,0.9797,100.0,340144,-0.0256,0.0,True
M1,5,1.0,70,2.0,newyork,fft_cycle,64,0.05,10,50.0,6182,28.21,1.0037,94.85,-32.24,3018,3164,31198,27.3,0.9541,100.0,-100.0,15635,15563,-0.0496,0.9797,100.0,340144,-0.0256,0.0,True
M1,5,1.0,70,2.0,all,full_confl,64,0.03,10,53.2,14012,28.48,0.995,98.55,-79.64,6954,7058,69798,27.8,0.9535,100.0,-100.0,35224,34574,-0.0415,0.9616,100.0,1039564,-0.0081,0.0,True
M1,5,1.0,70,2.0,all,full_confl,64,0.05,10,50.0,13254,28.29,0.9842,99.1,-90.21,6565,6689,66155,27.77,0.9521,100.0,-100.0,33426,32729,-0.0321,0.9616,100.0,1039564,-0.0095,0.0,True
M1,5,1.0,30,2.0,asian,full_confl,64,0.05,10,50.0,3061,29.5,1.014,79.97,-1.77,1500,1561,14354,28.67,0.9512,99.78,-99.58,7391,6963,-0.0628,0.972,100.0,223224,-0.0208,0.22,True
M1,5,0.3,70,2.0,all,full_confl,64,0.05,10,50.0,4673,28.5,0.994,87.94,-42.75,2295,2378,23898,27.94,0.9512,99.99,-99.99,12104,11794,-0.0428,0.9688,100.0,381042,-0.0176,0.01,True
M1,5,1.0,70,2.0,all,fft_cycle,64,0.03,10,53.2,20904,28.32,0.9906,99.9,-94.44,10456,10448,104849,27.73,0.9512,100.0,-100.0,52816,52033,-0.0394,0.9616,100.0,1039564,-0.0104,0.0,True
M1,5,1.0,70,2.0,all,fft_cycle,64,0.05,10,50.0,20904,28.32,0.9906,99.9,-94.44,10456,10448,104849,27.73,0.9512,100.0,-100.0,52816,52033,-0.0394,0.9616,100.0,1039564,-0.0104,0.0,True
M1,5,0.5,70,2.0,newyork,full_confl,64,0.03,10,53.2,2210,27.29,0.9451,84.24,-58.66,1096,1114,11757,27.47,0.9504,99.14,-98.71,5918,5839,0.0053,0.9847,100.0,193388,-0.0343,0.86,True
M1,5,0.3,70,2.0,all,full_confl,64,0.03,10,53.2,4935,28.69,1.0039,85.27,-26.76,2436,2499,25272,27.93,0.9503,99.99,-99.99,12772,12500,-0.0536,0.9688,100.0,381042,-0.0185,0.01,True
M1,5,1.0,70,2.0,asian,full_confl,64,0.03,10,53.2,5026,29.11,0.998,91.14,-39.12,2529,2497,23908,28.63,0.9473,99.99,-99.99,12325,11583,-0.0507,0.9721,100.0,350401,-0.0248,0.01,True
M1,5,0.5,70,2.0,all,full_confl,64,0.03,10,53.2,7712,28.24,0.9804,97.01,-78.21,3854,3858,38724,27.79,0.9464,100.0,-100.0,19597,19127,-0.034,0.9636,100.0,582658,-0.0172,0.0,True
M1,5,0.5,70,2.0,all,full_confl,64,0.05,10,50.0,7292,28.04,0.9703,97.61,-84.52,3631,3661,36662,27.79,0.9463,100.0,-100.0,18588,18074,-0.024,0.9636,100.0,582658,-0.0173,0.0,True
M1,5,0.5,70,2.0,asian,fft_cycle,64,0.03,10,53.2,4088,29.09,0.9962,87.32,-35.91,2060,2028,20008,28.54,0.9454,99.98,-99.98,10228,9780,-0.0508,0.9755,100.0,195824,-0.0301,0.02,True
M1,5,0.5,70,2.0,asian,fft_cycle,64,0.05,10,50.0,4088,29.09,0.9962,87.32,-35.91,2060,2028,20008,28.54,0.9454,99.98,-99.98,10228,9780,-0.0508,0.9755,100.0,195824,-0.0301,0.02,True
M1,5,1.0,70,2.0,asian,full_confl,64,0.05,10,50.0,4780,29.18,0.9982,91.42,-37.25,2395,2385,22664,28.53,0.9424,100.0,-99.99,11719,10945,-0.0558,0.9721,100.0,350401,-0.0297,0.0,True
M1,5,0.3,70,2.0,asian,fft_cycle,64,0.03,10,53.2,2598,30.1,1.0399,67.46,44.77,1284,1314,12958,28.53,0.9422,99.67,-99.65,6675,6283,-0.0977,0.9799,100.0,127536,-0.0377,0.33,True
M1,5,0.3,70,2.0,asian,fft_cycle,64,0.05,10,50.0,2598,30.1,1.0399,67.46,44.77,1284,1314,12958,28.53,0.9422,99.67,-99.65,6675,6283,-0.0977,0.9799,100.0,127536,-0.0377,0.33,True
M1,5,0.5,70,2.0,all,fft_cycle,64,0.03,10,53.2,11501,28.11,0.9812,98.93,-89.03,5774,5727,57860,27.56,0.938,100.0,-100.0,29194,28666,-0.0432,0.9636,100.0,582658,-0.0256,0.0,True
M1,5,0.5,70,2.0,all,fft_cycle,64,0.05,10,50.0,11501,28.11,0.9812,98.93,-89.03,5774,5727,57860,27.56,0.938,100.0,-100.0,29194,28666,-0.0432,0.9636,100.0,582658,-0.0256,0.0,True
M1,5,0.3,70,2.0,all,fft_cycle,64,0.03,10,53.2,7392,28.42,0.9957,91.11,-55.38,3671,3721,37607,27.59,0.9368,100.0,-100.0,19078,18529,-0.0589,0.9688,100.0,381042,-0.032,0.0,True
M1,5,0.3,70,2.0,all,fft_cycle,64,0.05,10,50.0,7392,28.42,0.9957,91.11,-55.38,3671,3721,37607,27.59,0.9368,100.0,-100.0,19078,18529,-0.0589,0.9688,100.0,381042,-0.032,0.0,True
M1,5,0.3,70,2.0,asian,full_confl,64,0.03,10,53.2,1767,30.73,1.0795,59.41,90.06,869,898,8664,28.59,0.9367,98.69,-98.35,4452,4212,-0.1428,0.9799,100.0,127536,-0.0432,1.31,True
M1,5,0.5,70,2.0,asian,full_confl,64,0.03,10,53.2,2773,29.53,1.0168,83.41,2.76,1398,1375,13290,28.49,0.9353,99.85,-99.83,6826,6464,-0.0815,0.9755,100.0,195824,-0.0402,0.15,True
M1,5,1.0,30,2.0,london,baseline,0,0.0,0,0.0,54481,26.69,0.931,100.0,-100.0,26362,28119,246968,27.04,0.9337,100.0,-100.0,122512,124456,0.0027,0.9337,100.0,246968,0.0,0.0,True
M1,5,1.0,30,2.0,london,full_confl,64,0.05,5,50.0,8138,26.97,0.9441,97.42,-96.19,3951,4187,37750,27.01,0.9324,100.0,-100.0,18757,18993,-0.0117,0.9337,100.0,246968,-0.0013,0.0,True
M1,5,0.3,70,2.0,asian,full_confl,64,0.05,10,50.0,1681,30.7,1.075,60.91,76.8,824,857,8185,28.48,0.9317,98.76,-98.39,4224,3961,-0.1433,0.9799,100.0,127536,-0.0482,1.24,True
M1,5,0.5,70,2.0,newyork,fft_cycle,64,0.03,10,53.2,3452,27.14,0.9513,91.47,-71.18,1686,1766,17493,27.06,0.9306,99.98,-99.98,8785,8708,-0.0207,0.9847,100.0,193388,-0.0541,0.02,True
M1,5,0.5,70,2.0,newyork,fft_cycle,64,0.05,10,50.0,3452,27.14,0.9513,91.47,-71.18,1686,1766,17493,27.06,0.9306,99.98,-99.98,8785,8708,-0.0207,0.9847,100.0,193388,-0.0541,0.02,True
M1,5,1.0,30,2.0,london,fft_cycle,64,0.03,5,53.2,11946,27.57,0.9651,98.93,-96.57,5836,6110,56654,26.97,0.9302,100.0,-100.0,28162,28492,-0.0349,0.9337,100.0,246968,-0.0035,0.0,True
M1,5,1.0,30,2.0,london,fft_cycle,64,0.05,5,50.0,11946,27.57,0.9651,98.93,-96.57,5836,6110,56654,26.97,0.9302,100.0,-100.0,28162,28492,-0.0349,0.9337,100.0,246968,-0.0035,0.0,True
M1,5,0.5,70,2.0,asian,full_confl,64,0.05,10,50.0,2635,29.68,1.0189,83.68,6.01,1325,1310,12584,28.38,0.9295,99.87,-99.85,6491,6093,-0.0894,0.9755,100.0,195824,-0.046,0.13,True
M1,5,1.0,30,2.0,london,full_confl,64,0.03,5,53.2,8583,27.07,0.9468,97.75,-96.37,4159,4424,39713,26.96,0.9295,100.0,-100.0,19698,20015,-0.0173,0.9337,100.0,246968,-0.0042,0.0,True
M1,5,0.3,70,2.0,newyork,fft_cycle,64,0.03,10,53.2,2255,26.74,0.9213,88.3,-70.33,1101,1154,11478,27.12,0.9293,99.67,-99.66,5788,5690,0.008,0.9882,100.0,128504,-0.0589,0.33,True
M1,5,0.3,70,2.0,newyork,fft_cycle,64,0.05,10,50.0,2255,26.74,0.9213,88.3,-70.33,1101,1154,11478,27.12,0.9293,99.67,-99.66,5788,5690,0.008,0.9882,100.0,128504,-0.0589,0.33,True
M1,5,1.0,70,2.0,london,baseline,0,0.0,0,0.0,84724,26.28,0.9087,100.0,-100.0,41643,43081,382736,26.94,0.9273,100.0,-100.0,191739,190997,0.0186,0.9273,100.0,382736,0.0,0.0,True
M1,5,0.3,30,2.0,london,baseline,0,0.0,0,0.0,16930,27.23,0.96,99.71,-99.47,8179,8751,77116,26.92,0.9265,100.0,-100.0,38114,39002,-0.0335,0.9265,100.0,77116,0.0,0.0,True
M1,5,1.0,30,2.0,london,fft_cycle,64,0.03,10,53.2,5362,27.19,0.9529,92.38,-84.77,2688,2674,26665,26.87,0.9265,100.0,-100.0,13308,13357,-0.0264,0.9337,100.0,246968,-0.0072,0.0,True
M1,5,1.0,30,2.0,london,fft_cycle,64,0.05,10,50.0,5362,27.19,0.9529,92.38,-84.77,2688,2674,26665,26.87,0.9265,100.0,-100.0,13308,13357,-0.0264,0.9337,100.0,246968,-0.0072,0.0,True
M1,5,0.5,30,2.0,london,full_confl,64,0.05,10,50.0,1759,25.01,0.8594,79.74,-79.37,889,870,8554,26.82,0.9261,99.09,-98.72,4312,4242,0.0667,0.9255,100.0,125400,0.0006,0.91,True
M1,5,0.3,70,2.0,london,baseline,0,0.0,0,0.0,29897,26.19,0.9012,100.0,-100.0,14678,15219,136064,26.96,0.9261,100.0,-100.0,68116,67948,0.0249,0.9261,100.0,136064,0.0,0.0,True
M1,5,0.5,30,2.0,london,baseline,0,0.0,0,0.0,27331,27.15,0.9551,100.0,-99.99,13309,14022,125400,26.88,0.9255,100.0,-100.0,62111,63289,-0.0296,0.9255,100.0,125400,0.0,0.0,True
M1,5,1.0,30,2.0,london,full_confl,64,0.05,10,50.0,3472,26.32,0.9135,91.29,-86.62,1741,1731,16941,26.72,0.9231,99.99,-99.99,8428,8513,0.0096,0.9337,100.0,246968,-0.0106,0.01,True
M1,5,1.0,30,2.0,london,full_confl,64,0.03,10,53.2,3681,26.65,0.9268,89.54,-84.28,1843,1838,17869,26.73,0.9226,100.0,-99.99,8878,8991,-0.0042,0.9337,100.0,246968,-0.0111,0.0,True
M1,5,0.3,30,2.0,london,full_confl,64,0.05,5,50.0,2519,27.55,0.9782,67.16,-40.45,1195,1324,11859,26.6,0.9213,99.86,-99.83,5888,5971,-0.0569,0.9265,100.0,77116,-0.0052,0.14,True
M1,5,0.5,30,2.0,london,full_confl,64,0.03,10,53.2,1871,25.39,0.874,79.05,-78.1,948,923,9045,26.73,0.9208,99.45,-99.26,4553,4492,0.0468,0.9255,100.0,125400,-0.0047,0.55,True
M1,5,0.5,70,2.0,london,baseline,0,0.0,0,0.0,46457,26.23,0.9047,100.0,-100.0,22917,23540,212060,26.8,0.9202,100.0,-100.0,106297,105763,0.0155,0.9202,100.0,212060,0.0,0.0,True
M1,5,1.0,70,2.0,london,full_confl,64,0.05,5,50.0,12714,26.53,0.9201,99.95,-99.9,6233,6481,58511,26.79,0.9188,100.0,-100.0,29494,29017,-0.0013,0.9273,100.0,382736,-0.0085,0.0,True
M1,5,1.0,70,2.0,london,full_confl,64,0.03,10,53.2,5842,26.48,0.914,98.08,-96.61,2908,2934,27556,26.76,0.9184,100.0,-100.0,14012,13544,0.0044,0.9273,100.0,382736,-0.0089,0.0,True
M1,5,1.0,70,2.0,london,full_confl,64,0.05,10,50.0,5543,26.21,0.903,98.44,-97.18,2756,2787,26107,26.75,0.9182,100.0,-100.0,13289,12818,0.0152,0.9273,100.0,382736,-0.0091,0.0,True
M1,5,1.0,70,2.0,london,full_confl,64,0.03,5,53.2,13348,26.64,0.9244,99.95,-99.9,6542,6806,61546,26.77,0.918,100.0,-100.0,31004,30542,-0.0064,0.9273,100.0,382736,-0.0093,0.0,True
M1,5,1.0,70,2.0,london,fft_cycle,64,0.03,5,53.2,18500,26.97,0.9383,99.99,-99.97,9141,9359,87492,26.75,0.9175,100.0,-100.0,43951,43541,-0.0208,0.9273,100.0,382736,-0.0098,0.0,True
M1,5,1.0,70,2.0,london,fft_cycle,64,0.05,5,50.0,18500,26.97,0.9383,99.99,-99.97,9141,9359,87492,26.75,0.9175,100.0,-100.0,43951,43541,-0.0208,0.9273,100.0,382736,-0.0098,0.0,True
M1,5,0.5,30,2.0,london,full_confl,64,0.05,5,50.0,4147,26.96,0.9435,87.48,-81.36,2000,2147,19116,26.68,0.9165,100.0,-100.0,9532,9584,-0.027,0.9255,100.0,125400,-0.009,0.0,True
M1,5,0.5,30,2.0,london,fft_cycle,64,0.03,5,53.2,6066,27.86,0.9777,84.22,-72.13,3005,3061,28509,26.62,0.913,100.0,-100.0,14218,14291,-0.0647,0.9255,100.0,125400,-0.0125,0.0,True
M1,5,0.5,30,2.0,london,fft_cycle,64,0.05,5,50.0,6066,27.86,0.9777,84.22,-72.13,3005,3061,28509,26.62,0.913,100.0,-100.0,14218,14291,-0.0647,0.9255,100.0,125400,-0.0125,0.0,True
M1,5,0.3,30,2.0,london,full_confl,64,0.03,5,53.2,2652,27.56,0.9753,70.3,-44.55,1271,1381,12516,26.45,0.9126,99.95,-99.94,6199,6317,-0.0627,0.9265,100.0,77116,-0.0139,0.05,True
M1,5,0.5,30,2.0,london,fft_cycle,64,0.03,10,53.2,2696,26.85,0.9439,74.1,-66.04,1382,1314,13339,26.58,0.912,99.97,-99.96,6692,6647,-0.0319,0.9255,100.0,125400,-0.0135,0.03,True
M1,5,0.5,30,2.0,london,fft_cycle,64,0.05,10,50.0,2696,26.85,0.9439,74.1,-66.04,1382,1314,13339,26.58,0.912,99.97,-99.96,6692,6647,-0.0319,0.9255,100.0,125400,-0.0135,0.03,True
M1,5,0.5,30,2.0,london,full_confl,64,0.03,5,53.2,4370,26.96,0.9416,89.26,-83.77,2119,2251,20146,26.55,0.9101,100.0,-100.0,10032,10114,-0.0315,0.9255,100.0,125400,-0.0154,0.0,True
M1,5,0.3,30,2.0,london,full_confl,64,0.05,10,50.0,1087,25.94,0.9201,54.41,-43.81,531,556,5260,26.33,0.9094,96.46,-95.87,2650,2610,-0.0107,0.9265,100.0,77116,-0.0171,3.54,True
M1,5,1.0,70,2.0,london,fft_cycle,64,0.03,10,53.2,8389,26.88,0.9347,99.19,-97.85,4236,4153,40968,26.56,0.9067,100.0,-100.0,20764,20204,-0.028,0.9273,100.0,382736,-0.0206,0.0,True
M1,5,1.0,70,2.0,london,fft_cycle,64,0.05,10,50.0,8389,26.88,0.9347,99.19,-97.85,4236,4153,40968,26.56,0.9067,100.0,-100.0,20764,20204,-0.028,0.9273,100.0,382736,-0.0206,0.0,True
M1,5,0.3,70,2.0,london,full_confl,64,0.05,5,50.0,4475,26.3,0.9005,95.9,-94.84,2195,2280,20949,26.42,0.9049,100.0,-100.0,10548,10401,0.0044,0.9261,100.0,136064,-0.0212,0.0,True
M1,5,0.3,30,2.0,london,fft_cycle,64,0.03,5,53.2,3693,28.27,0.9962,57.04,-32.4,1807,1886,17680,26.29,0.9017,100.0,-100.0,8802,8878,-0.0945,0.9265,100.0,77116,-0.0248,0.0,True
M1,5,0.3,30,2.0,london,fft_cycle,64,0.05,5,50.0,3693,28.27,0.9962,57.04,-32.4,1807,1886,17680,26.29,0.9017,100.0,-100.0,8802,8878,-0.0945,0.9265,100.0,77116,-0.0248,0.0,True
M1,5,0.3,70,2.0,london,full_confl,64,0.03,5,53.2,4682,26.42,0.9052,96.05,-94.88,2309,2373,22098,26.36,0.9007,100.0,-100.0,11122,10976,-0.0045,0.9261,100.0,136064,-0.0254,0.0,True
M1,5,0.3,30,2.0,london,full_confl,64,0.03,10,53.2,1150,26.43,0.9397,50.9,-38.28,566,584,5578,26.23,0.8998,97.91,-97.56,2802,2776,-0.0399,0.9265,100.0,77116,-0.0267,2.09,True
M1,5,0.5,70,2.0,london,full_confl,64,0.05,5,50.0,7023,26.33,0.9024,99.27,-98.97,3432,3591,32424,26.38,0.8992,100.0,-100.0,16393,16031,-0.0032,0.9202,100.0,212060,-0.021,0.0,True
M1,5,0.5,70,2.0,london,full_confl,64,0.05,10,50.0,2971,25.51,0.8673,93.44,-92.25,1501,1470,14330,26.45,0.8987,100.0,-99.99,7344,6986,0.0314,0.9202,100.0,212060,-0.0215,0.0,True
M1,5,0.5,70,2.0,london,fft_cycle,64,0.03,5,53.2,10212,27.11,0.9378,99.55,-98.9,5065,5147,48174,26.35,0.8966,100.0,-100.0,24285,23889,-0.0412,0.9202,100.0,212060,-0.0236,0.0,True
M1,5,0.5,70,2.0,london,fft_cycle,64,0.05,5,50.0,10212,27.11,0.9378,99.55,-98.9,5065,5147,48174,26.35,0.8966,100.0,-100.0,24285,23889,-0.0412,0.9202,100.0,212060,-0.0236,0.0,True
M1,5,0.5,70,2.0,london,full_confl,64,0.03,5,53.2,7362,26.42,0.9061,99.34,-99.02,3608,3754,34159,26.32,0.8959,100.0,-100.0,17272,16887,-0.0102,0.9202,100.0,212060,-0.0243,0.0,True
M1,5,0.5,70,2.0,london,full_confl,64,0.03,10,53.2,3139,25.9,0.8837,92.26,-90.87,1590,1549,15155,26.38,0.8949,100.0,-100.0,7756,7399,0.0112,0.9202,100.0,212060,-0.0253,0.0,True
M1,5,0.3,70,2.0,london,fft_cycle,64,0.03,5,53.2,6507,27.37,0.9468,95.74,-92.12,3226,3281,31060,26.27,0.8943,100.0,-100.0,15638,15422,-0.0525,0.9261,100.0,136064,-0.0318,0.0,True
M1,5,0.3,70,2.0,london,fft_cycle,64,0.05,5,50.0,6507,27.37,0.9468,95.74,-92.12,3226,3281,31060,26.27,0.8943,100.0,-100.0,15638,15422,-0.0525,0.9261,100.0,136064,-0.0318,0.0,True
M1,5,0.3,70,2.0,london,full_confl,64,0.05,10,50.0,1896,25.79,0.8883,79.14,-74.89,952,944,9237,26.2,0.8902,99.88,-99.88,4725,4512,0.0019,0.9261,100.0,136064,-0.0359,0.12,True
M1,5,0.3,70,2.0,london,full_confl,64,0.03,10,53.2,1997,26.29,0.9107,75.29,-69.63,1007,990,9787,26.11,0.8832,99.95,-99.95,4998,4789,-0.0275,0.9261,100.0,136064,-0.0429,0.05,True
M1,5,0.5,70,2.0,london,fft_cycle,64,0.03,10,53.2,4525,27.01,0.9411,91.02,-85.07,2319,2206,22285,26.06,0.8779,100.0,-100.0,11324,10961,-0.0632,0.9202,100.0,212060,-0.0423,0.0,True
M1,5,0.5,70,2.0,london,fft_cycle,64,0.05,10,50.0,4525,27.01,0.9411,91.02,-85.07,2319,2206,22285,26.06,0.8779,100.0,-100.0,11324,10961,-0.0632,0.9202,100.0,212060,-0.0423,0.0,True
M1,5,0.3,30,2.0,london,fft_cycle,64,0.03,10,53.2,1663,27.6,0.9892,41.47,-21.12,825,838,8206,25.86,0.877,99.89,-99.87,4139,4067,-0.1122,0.9265,100.0,77116,-0.0495,0.11,True
M1,5,0.3,30,2.0,london,fft_cycle,64,0.05,10,50.0,1663,27.6,0.9892,41.47,-21.12,825,838,8206,25.86,0.877,99.89,-99.87,4139,4067,-0.1122,0.9265,100.0,77116,-0.0495,0.11,True
M1,5,0.3,70,2.0,london,fft_cycle,64,0.03,10,53.2,2894,27.68,0.9786,65.93,-44.59,1467,1427,14324,25.64,0.8581,100.0,-100.0,7304,7020,-0.1205,0.9261,100.0,136064,-0.068,0.0,True
M1,5,0.3,70,2.0,london,fft_cycle,64,0.05,10,50.0,2894,27.68,0.9786,65.93,-44.59,1467,1427,14324,25.64,0.8581,100.0,-100.0,7304,7020,-0.1205,0.9261,100.0,136064,-0.068,0.0,True
M1,5,0.3,30,3.0,newyork,full_confl,64,0.05,10,50.0,796,13.32,0.6398,87.37,-84.46,376,420,4187,15.55,0.779,99.74,-99.74,2141,2046,0.1392,0.7778,100.0,72753,0.0012,0.26,True
M1,5,0.3,70,3.0,newyork,full_confl,64,0.05,10,50.0,1340,14.63,0.7153,95.1,-91.52,645,695,7297,15.55,0.7788,100.0,-100.0,3671,3626,0.0635,0.7504,100.0,128504,0.0284,0.0,True
M1,5,0.3,30,3.0,newyork,baseline,0,0.0,0,0.0,15401,14.23,0.7213,100.0,-100.0,7350,8051,72753,15.15,0.7778,100.0,-100.0,35151,37602,0.0565,0.7778,100.0,72753,0.0,0.0,True
M1,5,0.3,30,3.0,newyork,full_confl,64,0.05,5,50.0,2089,13.16,0.6435,99.33,-99.14,982,1107,9865,15.28,0.7764,100.0,-100.0,4977,4888,0.1329,0.7778,100.0,72753,-0.0014,0.0,True
M1,5,0.3,70,3.0,asian,fft_cycle,64,0.03,5,53.2,5754,15.48,0.7502,99.99,-99.99,2853,2901,28328,15.96,0.773,100.0,-100.0,14221,14107,0.0228,0.7556,100.0,127536,0.0174,0.0,True
