tf,ema_period,atr_channel_mult,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,total_trades,total_longs,total_shorts,avg_bars
M1,50,2.5,1.0,2.0,newyork,6401,32.65,0.6256,100.0,-100.0,31070,33.57,0.6301,100.0,-100.0,37471,18740,18731,4.365834912332204
M1,100,2.5,1.0,2.0,newyork,6077,32.63,0.6273,100.0,-100.0,28514,33.52,0.6296,100.0,-100.0,34591,17256,17335,4.382431846434044
M1,20,3.0,1.0,2.0,london,2574,31.31,0.6442,99.97,-99.97,12588,31.8,0.6289,100.0,-100.0,15162,7412,7750,3.066046695686585
M1,50,3.0,1.5,4.0,asian,5745,19.25,0.6513,100.0,-100.0,29190,19.01,0.6283,100.0,-100.0,34935,17528,17407,15.03288965221125
M1,100,2.5,1.5,2.0,all,18397,32.68,0.6503,100.0,-100.0,90372,32.73,0.6277,100.0,-100.0,108769,54783,53986,9.433827653099689
M1,20,2.5,1.5,3.0,all,12492,23.62,0.6556,100.0,-100.0,64042,23.39,0.6262,100.0,-100.0,76534,38309,38225,12.234711370110018
M1,50,1.5,1.0,2.0,newyork,9192,32.17,0.6082,100.0,-100.0,42986,33.42,0.6259,100.0,-100.0,52178,26209,25969,4.482383379968569
M1,100,2.0,1.0,2.0,newyork,6722,33.04,0.6344,100.0,-100.0,30890,33.4,0.6257,100.0,-100.0,37612,18680,18932,4.3999999999999995
M1,100,3.0,1.5,2.0,all,16705,32.65,0.6491,100.0,-100.0,81132,32.67,0.6253,100.0,-100.0,97837,49110,48727,9.334148634974499
M1,20,3.0,1.0,3.0,newyork,1987,23.91,0.6527,99.93,-99.92,10482,24.18,0.6226,100.0,-100.0,12469,6233,6236,5.52470927901195
M1,50,2.0,1.5,2.0,all,23679,33.04,0.6601,100.0,-100.0,116971,32.57,0.6225,100.0,-100.0,140650,71029,69621,9.333670814077498
M1,50,1.5,1.5,2.0,all,27550,32.68,0.649,100.0,-100.0,134202,32.54,0.6223,100.0,-100.0,161752,81613,80139,9.5
M1,50,2.5,1.5,2.0,all,19769,32.71,0.6496,100.0,-100.0,97895,32.59,0.6222,100.0,-100.0,117664,59261,58403,9.183198769377208
M1,20,3.0,1.5,3.0,all,7142,23.52,0.6508,100.0,-100.0,36247,23.48,0.6217,100.0,-100.0,43389,21410,21979,11.383539606812787
M1,20,1.5,1.5,3.0,asian,10802,25.01,0.6406,100.0,-100.0,55356,24.85,0.6211,100.0,-100.0,66158,32973,33185,12.032655158862118
M1,100,1.5,1.5,2.0,all,21581,33.27,0.6661,100.0,-100.0,105201,32.46,0.6204,100.0,-100.0,126782,63800,62982,9.534044264958748
M1,100,2.0,1.5,2.0,all,20073,33.44,0.6734,100.0,-100.0,98709,32.46,0.6201,100.0,-100.0,118782,59654,59128,9.450697075314443
M1,20,1.5,1.0,2.0,newyork,9947,32.36,0.6137,100.0,-100.0,48639,33.25,0.6179,100.0,-100.0,58586,29389,29197,4.366043081964975
M1,50,3.0,1.0,2.0,newyork,4920,31.32,0.5891,100.0,-100.0,24931,33.2,0.6172,100.0,-100.0,29851,14903,14948,4.217590700479046
M1,20,1.5,1.5,2.0,all,30495,32.31,0.6358,100.0,-100.0,152554,32.37,0.615,100.0,-100.0,183049,91977,91072,9.283340526307164
M1,20,2.5,1.5,3.0,asian,4858,24.35,0.6111,100.0,-100.0,24905,24.9,0.6149,100.0,-100.0,29763,14752,15011,10.76735544131976
M1,50,3.0,1.5,3.0,asian,5745,24.33,0.618,100.0,-100.0,29190,24.58,0.6111,100.0,-100.0,34935,17528,17407,11.732889652211249
M1,50,3.0,1.5,2.0,all,15683,31.94,0.6242,100.0,-100.0,78557,32.24,0.6107,100.0,-100.0,94240,47505,46735,8.983358446519524
M1,20,2.0,1.5,3.0,asian,7535,24.42,0.6202,100.0,-100.0,39126,24.62,0.6101,100.0,-100.0,46661,23340,23321,11.43229677889458
M1,50,2.0,1.0,4.0,all,23679,20.48,0.6466,100.0,-100.0,116971,20.12,0.6082,100.0,-100.0,140650,71029,69621,8.166329185922502
M1,100,2.0,1.0,4.0,all,20073,20.48,0.6495,100.0,-100.0,98709,20.09,0.608,100.0,-100.0,118782,59654,59128,8.316899025104815
M1,100,2.5,1.0,4.0,all,18397,20.26,0.6401,100.0,-100.0,90372,20.04,0.6061,100.0,-100.0,108769,54783,53986,8.2
M1,100,1.5,1.0,4.0,all,21581,20.24,0.6383,100.0,-100.0,105201,20.02,0.6056,100.0,-100.0,126782,63800,62982,8.334044264958749
M1,50,2.5,1.0,4.0,all,19769,20.3,0.6405,100.0,-100.0,97895,20.02,0.6036,100.0,-100.0,117664,59261,58403,7.98319876937721
M1,50,1.5,1.0,4.0,all,27550,20.34,0.6418,100.0,-100.0,134202,19.94,0.6019,100.0,-100.0,161752,81613,80139,8.265935506207034
M1,100,3.0,1.0,4.0,all,16705,20.42,0.6449,100.0,-100.0,81132,19.91,0.6007,100.0,-100.0,97837,49110,48727,8.165851365025501
M1,20,2.0,1.5,2.0,all,20485,31.77,0.6178,100.0,-100.0,103700,31.97,0.5992,100.0,-100.0,124185,62329,61856,8.783504449007529
M1,20,3.0,1.5,3.0,asian,2965,24.72,0.6217,100.0,-100.0,14736,24.56,0.5983,100.0,-100.0,17701,8651,9050,10.05025139822609
M1,20,2.0,1.0,2.0,newyork,6407,30.89,0.5747,100.0,-100.0,32258,32.66,0.5973,100.0,-100.0,38665,19351,19314,4.1337178326652015
M1,100,2.5,1.5,2.0,asian,6338,33.62,0.5934,100.0,-100.0,32512,34.06,0.5973,100.0,-100.0,38850,19562,19288,8.332628056628058
M1,20,2.5,1.0,2.0,newyork,3652,31.3,0.5871,100.0,-100.0,19374,32.8,0.5959,100.0,-100.0,23026,11591,11435,3.873117345609311
M1,20,1.5,1.0,4.0,all,30495,19.89,0.6215,100.0,-100.0,152554,19.7,0.5902,100.0,-100.0,183049,91977,91072,7.983340526307163
M1,100,1.5,1.5,2.0,asian,7261,35.23,0.6376,100.0,-100.0,37071,33.79,0.5899,100.0,-100.0,44332,22235,22097,8.249136064242533
M1,50,2.0,1.5,2.0,asian,8139,34.87,0.627,100.0,-100.0,41767,33.86,0.5895,100.0,-100.0,49906,25045,24861,8.332617320562658
M1,50,2.5,1.5,2.0,asian,7015,34.65,0.6221,100.0,-100.0,35689,33.91,0.5887,100.0,-100.0,42704,21448,21256,8.232854065192956
M1,20,2.5,1.5,2.0,all,12492,31.65,0.6093,100.0,-100.0,64042,31.78,0.5884,100.0,-100.0,76534,38309,38225,8.267355685055009
M1,50,3.0,1.0,4.0,all,15683,19.5,0.6056,100.0,-100.0,78557,19.65,0.5882,100.0,-100.0,94240,47505,46735,7.750075339558574
M1,100,3.0,1.5,2.0,asian,5895,33.93,0.6036,100.0,-100.0,29573,33.75,0.5864,100.0,-100.0,35468,17959,17509,8.349861847298975
M1,50,1.5,1.5,2.0,asian,9295,34.12,0.6093,100.0,-100.0,47074,33.63,0.5839,100.0,-100.0,56369,28196,28173,8.365958239457859
M1,100,2.0,1.5,2.0,asian,6765,34.72,0.6216,100.0,-100.0,35164,33.59,0.5834,100.0,-100.0,41929,20972,20957,8.348403253118367
M1,100,2.5,1.0,3.0,all,18397,25.16,0.606,100.0,-100.0,90372,25.22,0.5818,100.0,-100.0,108769,54783,53986,6.2
M1,20,2.0,1.0,4.0,all,20485,19.39,0.5988,100.0,-100.0,103700,19.57,0.5807,100.0,-100.0,124185,62329,61856,7.550513347022587
M1,50,2.0,1.0,3.0,all,23679,25.34,0.6111,100.0,-100.0,116971,25.2,0.5804,100.0,-100.0,140650,71029,69621,6.183164592961252
M1,20,3.0,1.5,2.0,all,7142,31.52,0.6039,100.0,-100.0,36247,31.75,0.5799,100.0,-100.0,43389,21410,21979,7.667079213625573
M1,100,3.0,1.0,3.0,all,16705,25.07,0.603,100.0,-100.0,81132,25.16,0.579,100.0,-100.0,97837,49110,48727,6.117074317487249
M1,100,2.5,1.0,4.0,asian,6338,21.17,0.5867,100.0,-100.0,32512,21.2,0.5787,100.0,-100.0,38850,19562,19288,7.4
M1,100,1.5,1.0,4.0,asian,7261,22.3,0.6268,100.0,-100.0,37071,21.16,0.5782,100.0,-100.0,44332,22235,22097,7.432757376161689
M1,50,1.5,1.0,3.0,all,27550,25.24,0.6082,100.0,-100.0,134202,25.08,0.5775,100.0,-100.0,161752,81613,80139,6.282967753103517
M1,50,2.5,1.0,3.0,all,19769,25.5,0.6162,100.0,-100.0,97895,25.11,0.5765,100.0,-100.0,117664,59261,58403,6.066397538754419
M1,100,1.5,1.0,3.0,all,21581,25.79,0.6246,100.0,-100.0,105201,25.01,0.5753,100.0,-100.0,126782,63800,62982,6.299999999999999
M1,100,2.0,1.0,3.0,all,20073,25.71,0.6241,100.0,-100.0,98709,25.01,0.575,100.0,-100.0,118782,59654,59128,6.216899025104815
M1,20,1.5,1.5,2.0,asian,10802,34.11,0.6064,100.0,-100.0,55356,33.4,0.5745,100.0,-100.0,66158,32973,33185,8.216327579431058
M1,50,2.0,1.0,4.0,asian,8139,22.18,0.6212,100.0,-100.0,41767,21.15,0.5744,100.0,-100.0,49906,25045,24861,7.3
M1,50,2.5,1.0,4.0,asian,7015,21.97,0.6172,100.0,-100.0,35689,21.16,0.5731,100.0,-100.0,42704,21448,21256,7.232854065192957
M1,100,2.0,1.0,4.0,asian,6765,21.88,0.6103,100.0,-100.0,35164,21.06,0.5729,100.0,-100.0,41929,20972,20957,7.348403253118366
M1,20,3.0,1.0,2.0,newyork,1987,30.75,0.5809,99.96,-99.96,10482,32.03,0.5719,100.0,-100.0,12469,6233,6236,3.588451359371241
M1,100,3.0,1.0,4.0,asian,5895,21.46,0.5984,100.0,-100.0,29573,21.01,0.5697,100.0,-100.0,35468,17959,17509,7.3166206157663245
M1,50,3.0,1.5,2.0,asian,5745,33.32,0.5832,100.0,-100.0,29190,33.25,0.5695,100.0,-100.0,34935,17528,17407,8.03288965221125
M1,50,1.5,1.0,4.0,asian,9295,21.98,0.6174,100.0,-100.0,47074,20.97,0.5688,100.0,-100.0,56369,28196,28173,7.332979119728929
M1,20,2.5,1.0,4.0,all,12492,19.28,0.5895,100.0,-100.0,64042,19.4,0.5685,100.0,-100.0,76534,38309,38225,7.018389212637519
M1,20,1.5,1.0,3.0,all,30495,25.04,0.599,100.0,-100.0,152554,24.81,0.5663,100.0,-100.0,183049,91977,91072,6.066681052614327
M1,20,2.0,1.5,2.0,asian,7535,33.31,0.5843,100.0,-100.0,39126,33.11,0.5635,100.0,-100.0,46661,23340,23321,7.832296778894579
M1,50,3.0,1.0,3.0,all,15683,24.59,0.5831,100.0,-100.0,78557,24.72,0.5629,100.0,-100.0,94240,47505,46735,5.866716893039049
M1,20,2.5,1.5,2.0,asian,4858,32.54,0.5565,100.0,-100.0,24905,33.18,0.5617,100.0,-100.0,29763,14752,15011,7.3
M1,20,3.0,1.0,4.0,all,7142,19.22,0.5868,100.0,-100.0,36247,19.35,0.5589,100.0,-100.0,43389,21410,21979,6.467079213625572
M1,20,2.0,1.0,3.0,all,20485,24.43,0.5764,100.0,-100.0,103700,24.52,0.5527,100.0,-100.0,124185,62329,61856,5.667008898015058
M1,20,1.5,1.0,4.0,asian,10802,20.94,0.5784,100.0,-100.0,55356,20.57,0.5517,100.0,-100.0,66158,32973,33185,7.2
M1,20,2.5,1.0,4.0,asian,4858,20.07,0.5413,100.0,-100.0,24905,20.69,0.5487,100.0,-100.0,29763,14752,15011,6.267355441319759
M1,20,3.0,1.5,2.0,asian,2965,32.75,0.5601,100.0,-100.0,14736,32.77,0.5464,100.0,-100.0,17701,8651,9050,6.816750466075363
M1,20,2.0,1.0,4.0,asian,7535,20.72,0.5705,100.0,-100.0,39126,20.51,0.5463,100.0,-100.0,46661,23340,23321,6.71614838944729
M1,100,2.5,1.0,3.0,asian,6338,26.25,0.5484,100.0,-100.0,32512,26.39,0.5442,100.0,-100.0,38850,19562,19288,5.532628056628057
M1,50,3.0,1.0,4.0,asian,5745,20.47,0.5626,100.0,-100.0,29190,20.34,0.5434,100.0,-100.0,34935,17528,17407,7.016444826105625
M1,20,2.5,1.0,3.0,all,12492,24.03,0.5583,100.0,-100.0,64042,24.36,0.5417,100.0,-100.0,76534,38309,38225,5.251033527582512
M1,100,1.5,1.0,3.0,asian,7261,27.65,0.5897,100.0,-100.0,37071,26.2,0.539,100.0,-100.0,44332,22235,22097,5.516378688080844
M1,50,2.5,1.0,3.0,asian,7015,27.63,0.5893,100.0,-100.0,35689,26.32,0.5374,100.0,-100.0,42704,21448,21256,5.416427032596478
M1,50,2.0,1.0,3.0,asian,8139,27.41,0.5812,100.0,-100.0,41767,26.2,0.536,100.0,-100.0,49906,25045,24861,5.5
M1,100,2.0,1.0,3.0,asian,6765,27.32,0.5774,100.0,-100.0,35164,26.06,0.5334,100.0,-100.0,41929,20972,20957,5.6
M1,50,1.5,1.0,3.0,asian,9295,26.81,0.5674,100.0,-100.0,47074,26.07,0.533,100.0,-100.0,56369,28196,28173,5.616489559864464
M1,100,3.0,1.0,3.0,asian,5895,26.67,0.5616,100.0,-100.0,29573,26.04,0.5315,100.0,-100.0,35468,17959,17509,5.533241231532649
M1,20,3.0,1.0,3.0,all,7142,23.79,0.5502,100.0,-100.0,36247,24.27,0.5304,100.0,-100.0,43389,21410,21979,4.867079213625574
M1,20,3.0,1.0,4.0,asian,2965,19.93,0.5334,100.0,-100.0,14736,20.22,0.5281,100.0,-100.0,17701,8651,9050,5.816750466075363
M1,100,2.5,1.0,2.0,all,18397,33.18,0.5467,100.0,-100.0,90372,33.4,0.5229,100.0,-100.0,108769,54783,53986,4.1
M1,100,3.0,1.0,2.0,all,16705,32.88,0.5389,100.0,-100.0,81132,33.33,0.5202,100.0,-100.0,97837,49110,48727,4.1
M1,50,2.0,1.0,2.0,all,23679,33.16,0.5455,100.0,-100.0,116971,33.27,0.5192,100.0,-100.0,140650,71029,69621,4.1
M1,20,1.5,1.0,3.0,asian,10802,26.5,0.5552,100.0,-100.0,55356,25.68,0.5187,100.0,-100.0,66158,32973,33185,5.383672420568941
M1,50,2.5,1.0,2.0,all,19769,33.35,0.549,100.0,-100.0,97895,33.26,0.5174,100.0,-100.0,117664,59261,58403,4.0
M1,100,1.5,1.0,2.0,all,21581,33.54,0.554,100.0,-100.0,105201,33.16,0.5172,100.0,-100.0,126782,63800,62982,4.2
M1,50,1.5,1.0,2.0,all,27550,32.94,0.5405,100.0,-100.0,134202,33.16,0.5171,100.0,-100.0,161752,81613,80139,4.2
M1,100,2.0,1.0,2.0,all,20073,33.97,0.5665,100.0,-100.0,98709,33.14,0.5164,100.0,-100.0,118782,59654,59128,4.116899025104813
M1,50,3.0,1.0,3.0,asian,5745,26.07,0.5407,100.0,-100.0,29190,25.56,0.5144,100.0,-100.0,34935,17528,17407,5.2
M1,20,2.5,1.0,3.0,asian,4858,25.24,0.5104,100.0,-100.0,24905,25.73,0.5128,100.0,-100.0,29763,14752,15011,4.68367772065988
M1,20,1.5,1.0,2.0,all,30495,32.97,0.5376,100.0,-100.0,152554,33.05,0.5117,100.0,-100.0,183049,91977,91072,4.0
M1,20,2.0,1.0,3.0,asian,7535,26.03,0.5403,100.0,-100.0,39126,25.5,0.5102,100.0,-100.0,46661,23340,23321,5.08385161055271
M1,50,3.0,1.0,2.0,all,15683,32.23,0.5184,100.0,-100.0,78557,32.87,0.5064,100.0,-100.0,94240,47505,46735,3.8833584465195243
M1,20,3.0,1.0,3.0,asian,2965,24.82,0.4982,100.0,-100.0,14736,25.23,0.4939,100.0,-100.0,17701,8651,9050,4.4
M1,20,2.0,1.0,2.0,all,20485,32.2,0.5161,100.0,-100.0,103700,32.49,0.4936,100.0,-100.0,124185,62329,61856,3.767008898015058
M1,20,2.5,1.0,2.0,all,12492,31.84,0.5007,100.0,-100.0,64042,32.44,0.4857,100.0,-100.0,76534,38309,38225,3.467355685055008
M1,100,2.5,1.0,2.0,asian,6338,34.81,0.4837,100.0,-100.0,32512,34.62,0.4701,100.0,-100.0,38850,19562,19288,3.7
M1,100,1.5,1.0,2.0,asian,7261,35.6,0.5013,100.0,-100.0,37071,34.49,0.4678,100.0,-100.0,44332,22235,22097,3.616378688080845
M1,20,3.0,1.0,2.0,all,7142,31.69,0.4955,100.0,-100.0,36247,32.01,0.4667,100.0,-100.0,43389,21410,21979,3.2506188204383593
M1,50,2.5,1.0,2.0,asian,7015,35.65,0.5021,100.0,-100.0,35689,34.64,0.4657,100.0,-100.0,42704,21448,21256,3.6000000000000005
M1,100,2.0,1.0,2.0,asian,6765,35.83,0.5042,100.0,-100.0,35164,34.39,0.4641,100.0,-100.0,41929,20972,20957,3.716134417706122
M1,50,2.0,1.0,2.0,asian,8139,34.8,0.4822,100.0,-100.0,41767,34.36,0.4623,100.0,-100.0,49906,25045,24861,3.7
M1,100,3.0,1.0,2.0,asian,5895,34.69,0.4817,100.0,-100.0,29573,34.33,0.4612,100.0,-100.0,35468,17959,17509,3.716620615766325
M1,50,1.5,1.0,2.0,asian,9295,34.67,0.4833,100.0,-100.0,47074,34.24,0.4605,100.0,-100.0,56369,28196,28173,3.7164895598644647
M1,20,1.5,1.0,2.0,asian,10802,34.41,0.4747,100.0,-100.0,55356,33.89,0.4492,100.0,-100.0,66158,32973,33185,3.6
M1,50,3.0,1.0,2.0,asian,5745,33.59,0.4548,100.0,-100.0,29190,33.8,0.4455,100.0,-100.0,34935,17528,17407,3.5
M1,20,2.5,1.0,2.0,asian,4858,32.81,0.4298,100.0,-100.0,24905,33.8,0.439,100.0,-100.0,29763,14752,15011,3.0836777206598796
M1,20,2.0,1.0,2.0,asian,7535,33.72,0.4584,100.0,-100.0,39126,33.48,0.4369,100.0,-100.0,46661,23340,23321,3.3838516105527097
M1,20,3.0,1.0,2.0,asian,2965,33.09,0.4334,100.0,-100.0,14736,33.15,0.42,100.0,-100.0,17701,8651,9050,2.9
