tf,filter_mode,fft_n,delta,min_period,pwr_thresh,ema_period,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,trade_reduction_pct,regime_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain,dd_gain,statistically_valid
M15,full_confluence,128,0.05,10,0.08,20,1.0,2.0,asian,4,25.0,0.6667,2.97,-1.03,2,2,99.6,55.8,31,45.16,1.6471,4.0,11.22,14,17,0.9804,1.0119,76.51,6185,0.6352,72.51,True
M15,full_confluence,128,0.03,10,0.08,20,1.5,2.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,51,45.1,1.6429,5.88,19.01,23,28,1.6429,0.9533,96.11,5754,0.6896,90.23,True
M15,full_confluence,128,0.05,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,49,26.53,1.625,6.79,20.71,21,28,1.625,0.8981,99.8,5754,0.7269,93.01,True
M15,full_confluence,128,0.08,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,49,26.53,1.625,6.79,20.71,21,28,1.625,0.8981,99.8,5754,0.7269,93.01,True
M15,full_confluence,128,0.05,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,55.8,75,34.67,1.5918,7.94,31.79,35,40,0.8418,0.9817,93.32,8277,0.6101,85.38,True
M15,full_confluence,128,0.08,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,49.2,75,34.67,1.5918,7.94,31.79,35,40,0.8418,0.9817,93.32,8277,0.6101,85.38,True
M15,full_confluence,128,0.03,10,0.08,20,1.0,2.0,asian,4,25.0,0.6667,2.97,-1.03,2,2,99.6,61.2,34,44.12,1.5789,4.0,11.19,15,19,0.9122,1.0119,76.51,6185,0.567,72.51,True
M15,fft_cycle_only,128,0.03,10,0.08,10,1.0,2.0,london,5,40.0,1.3333,1.99,0.95,2,3,99.6,61.2,84,44.05,1.5745,7.81,29.74,41,43,0.2412,0.9951,78.41,8277,0.5794,70.6,True
M15,fft_cycle_only,128,0.05,10,0.08,10,1.0,2.0,london,5,40.0,1.3333,1.99,0.95,2,3,99.6,55.8,84,44.05,1.5745,7.81,29.74,41,43,0.2412,0.9951,78.41,8277,0.5794,70.6,True
M15,fft_cycle_only,128,0.08,10,0.08,10,1.0,2.0,london,5,40.0,1.3333,1.99,0.95,2,3,99.6,49.2,84,44.05,1.5745,7.81,29.74,41,43,0.2412,0.9951,78.41,8277,0.5794,70.6,True
M15,full_confluence,128,0.03,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,61.2,76,34.21,1.56,7.94,30.48,36,40,0.81,0.9817,93.32,8277,0.5783,85.38,True
M15,full_confluence,128,0.05,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,49,32.65,1.5484,6.85,17.51,21,28,1.5484,0.9141,99.57,5754,0.6343,92.72,True
M15,full_confluence,128,0.08,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,49,32.65,1.5484,6.85,17.51,21,28,1.5484,0.9141,99.57,5754,0.6343,92.72,True
M15,full_confluence,128,0.03,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,51,25.49,1.5294,7.73,18.31,23,28,1.5294,0.8981,99.8,5754,0.6313,92.07,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,59,27.12,1.5238,9.56,22.8,28,31,1.5238,0.9471,98.97,5754,0.5767,89.41,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,59,27.12,1.5238,9.56,22.8,28,31,1.5238,0.9471,98.97,5754,0.5767,89.41,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,59,27.12,1.5238,9.56,22.8,28,31,1.5238,0.9471,98.97,5754,0.5767,89.41,True
M15,full_confluence,128,0.08,10,0.08,10,1.0,2.0,asian,5,40.0,1.3333,2.97,0.95,3,2,99.6,49.2,49,42.86,1.5,4.93,14.39,24,25,0.1667,1.0268,79.36,8475,0.4732,74.43,True
M15,full_confluence,128,0.03,10,0.08,10,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,3,2,99.6,61.2,55,27.27,1.5,8.74,20.48,28,27,0.5,1.0215,93.35,8475,0.4785,84.61,True
M15,full_confluence,64,0.03,10,0.12,20,1.5,4.0,newyork,21,33.33,2.0,3.94,14.32,9,12,98.5,48.7,103,27.18,1.4933,15.79,41.11,52,51,-0.5067,0.8558,99.94,5133,0.6375,84.15,True
M15,full_confluence,128,0.05,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,55.8,75,42.67,1.4884,5.88,22.33,35,40,0.9884,0.9784,92.22,8277,0.51,86.34,True
M15,full_confluence,128,0.08,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,49.2,75,42.67,1.4884,5.88,22.33,35,40,0.9884,0.9784,92.22,8277,0.51,86.34,True
M15,full_confluence,128,0.05,10,0.08,10,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,3,2,99.6,55.8,52,26.92,1.4737,10.47,18.2,26,26,0.4737,1.0215,93.35,8475,0.4522,82.88,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.5,2.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,59,42.37,1.4706,5.88,16.57,28,31,1.4706,0.9533,96.11,5754,0.5173,90.23,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.5,2.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,59,42.37,1.4706,5.88,16.57,28,31,1.4706,0.9533,96.11,5754,0.5173,90.23,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.5,2.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,59,42.37,1.4706,5.88,16.57,28,31,1.4706,0.9533,96.11,5754,0.5173,90.23,True
M15,full_confluence,128,0.05,10,0.08,10,1.0,2.0,asian,5,40.0,1.3333,2.97,0.95,3,2,99.6,55.8,52,42.31,1.4667,4.93,14.36,26,26,0.1334,1.0268,79.36,8475,0.4399,74.43,True
M15,full_confluence,128,0.03,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,61.2,76,42.11,1.4545,5.88,21.1,36,40,0.9545,0.9784,92.22,8277,0.4761,86.34,True
M15,full_confluence,128,0.03,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,51,31.37,1.4545,7.78,15.17,23,28,1.4545,0.9141,99.57,5754,0.5404,91.79,True
M15,full_confluence,128,0.08,10,0.08,10,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,3,2,99.6,49.2,49,26.53,1.4444,10.47,15.96,24,25,0.4444,1.0215,93.35,8475,0.4229,82.88,True
M15,full_confluence,64,0.05,10,0.12,20,1.5,4.0,newyork,21,33.33,2.0,3.94,14.32,9,12,98.5,45.4,98,26.53,1.4444,15.95,34.46,49,49,-0.5556,0.8558,99.94,5133,0.5886,83.99,True
M15,full_confluence,128,0.03,10,0.08,20,1.0,4.0,asian,4,25.0,1.3333,2.97,0.91,2,2,99.6,61.2,34,26.47,1.44,8.65,10.71,15,19,0.1067,1.0051,88.95,6185,0.4349,80.3,True
M15,full_confluence,128,0.03,10,0.08,10,1.0,2.0,asian,5,40.0,1.3333,2.97,0.95,3,2,99.6,61.2,55,41.82,1.4375,4.93,14.32,28,27,0.1042,1.0268,79.36,8475,0.4107,74.43,True
M15,fft_cycle_only,128,0.03,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,61.2,84,32.14,1.4211,8.0,25.26,41,43,0.6711,0.9817,93.32,8277,0.4394,85.32,True
M15,fft_cycle_only,128,0.05,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,55.8,84,32.14,1.4211,8.0,25.26,41,43,0.6711,0.9817,93.32,8277,0.4394,85.32,True
M15,fft_cycle_only,128,0.08,10,0.08,10,1.0,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,49.2,84,32.14,1.4211,8.0,25.26,41,43,0.6711,0.9817,93.32,8277,0.4394,85.32,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,2,3,99.6,61.2,42,26.19,1.4194,9.65,12.73,21,21,0.4194,1.0051,88.95,6185,0.4143,79.3,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,2,3,99.6,55.8,42,26.19,1.4194,9.65,12.73,21,21,0.4194,1.0051,88.95,6185,0.4143,79.3,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,4.0,asian,5,20.0,1.0,3.94,-0.1,2,3,99.7,49.2,42,26.19,1.4194,9.65,12.73,21,21,0.4194,1.0051,88.95,6185,0.4143,79.3,True
M15,fft_cycle_only,128,0.03,10,0.08,10,1.0,4.0,asian,7,28.57,1.6,3.94,2.86,4,3,99.6,61.2,65,26.15,1.4167,8.74,20.24,32,33,-0.1833,1.0215,93.35,8475,0.3952,84.61,True
M15,fft_cycle_only,128,0.05,10,0.08,10,1.0,4.0,asian,7,28.57,1.6,3.94,2.86,4,3,99.6,55.8,65,26.15,1.4167,8.74,20.24,32,33,-0.1833,1.0215,93.35,8475,0.3952,84.61,True
M15,fft_cycle_only,128,0.08,10,0.08,10,1.0,4.0,asian,7,28.57,1.6,3.94,2.86,4,3,99.6,49.2,65,26.15,1.4167,8.74,20.24,32,33,-0.1833,1.0215,93.35,8475,0.3952,84.61,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,59,23.73,1.4,9.65,15.84,28,31,1.4,0.8981,99.8,5754,0.5019,90.15,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,59,23.73,1.4,9.65,15.84,28,31,1.4,0.8981,99.8,5754,0.5019,90.15,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.5,4.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,59,23.73,1.4,9.65,15.84,28,31,1.4,0.8981,99.8,5754,0.5019,90.15,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,4.0,asian,4,25.0,1.3333,2.97,0.91,2,2,99.6,55.8,31,25.81,1.3913,8.83,8.61,14,17,0.058,1.0051,88.95,6185,0.3862,80.12,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,2.0,asian,5,20.0,0.5,3.94,-2.02,2,3,99.6,61.2,42,40.48,1.36,4.96,8.91,21,21,0.86,1.0119,76.51,6185,0.3481,71.55,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,2.0,asian,5,20.0,0.5,3.94,-2.02,2,3,99.6,55.8,42,40.48,1.36,4.96,8.91,21,21,0.86,1.0119,76.51,6185,0.3481,71.55,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,2.0,asian,5,20.0,0.5,3.94,-2.02,2,3,99.7,49.2,42,40.48,1.36,4.96,8.91,21,21,0.86,1.0119,76.51,6185,0.3481,71.55,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,2.0,all,13,23.08,0.6,5.88,-4.03,7,6,99.6,55.8,127,40.16,1.3421,14.2,27.9,61,66,0.7421,0.9799,98.63,16602,0.3622,84.43,True
M15,full_confluence,128,0.08,10,0.08,20,1.0,2.0,all,12,16.67,0.4,6.82,-5.91,6,6,99.7,49.2,123,39.84,1.3243,13.33,25.43,58,65,0.9243,0.9799,98.63,16602,0.3444,85.3,True
M15,full_confluence,64,0.08,10,0.12,20,1.5,4.0,newyork,19,36.84,2.3333,3.94,16.64,9,10,98.5,40.3,93,24.73,1.3143,17.63,21.96,47,46,-1.019,0.8558,99.94,5133,0.4585,82.31,True
M15,full_confluence,128,0.03,10,0.08,20,1.0,2.0,all,13,23.08,0.6,5.88,-4.03,7,6,99.6,61.2,134,39.55,1.3086,13.36,26.55,65,69,0.7086,0.9799,98.63,16602,0.3287,85.27,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,61.2,59,28.81,1.3077,10.52,11.69,28,31,1.3077,0.9141,99.57,5754,0.3936,89.05,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.6,55.8,59,28.81,1.3077,10.52,11.69,28,31,1.3077,0.9141,99.57,5754,0.3936,89.05,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.5,3.0,london,2,0.0,0.0,1.99,-1.99,1,1,99.7,49.2,59,28.81,1.3077,10.52,11.69,28,31,1.3077,0.9141,99.57,5754,0.3936,89.05,True
M15,fft_cycle_only,128,0.03,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,61.2,84,39.29,1.2941,6.08,15.13,41,43,0.7941,0.9784,92.22,8277,0.3157,86.14,True
M15,fft_cycle_only,128,0.05,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,55.8,84,39.29,1.2941,6.08,15.13,41,43,0.7941,0.9784,92.22,8277,0.3157,86.14,True
M15,fft_cycle_only,128,0.08,10,0.08,10,1.5,2.0,london,5,20.0,0.5,3.94,-2.02,2,3,99.6,49.2,84,39.29,1.2941,6.08,15.13,41,43,0.7941,0.9784,92.22,8277,0.3157,86.14,True
M15,full_confluence,128,0.05,10,0.08,10,1.0,4.0,london,5,20.0,1.0,3.94,-0.1,2,3,99.6,55.8,75,24.0,1.2857,9.65,15.39,35,40,0.2857,0.9725,98.13,8277,0.3132,88.48,True
M15,full_confluence,128,0.08,10,0.08,10,1.0,4.0,london,5,20.0,1.0,3.94,-0.1,2,3,99.6,49.2,75,24.0,1.2857,9.65,15.39,35,40,0.2857,0.9725,98.13,8277,0.3132,88.48,True
M15,full_confluence,64,0.03,10,0.12,10,1.5,4.0,newyork,40,20.0,1.0,12.33,-0.78,15,25,98.1,48.7,169,24.26,1.2812,15.95,37.93,86,83,0.2812,0.8824,99.99,7977,0.3988,84.04,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,2.0,all,14,21.43,0.5455,5.91,-4.99,7,7,99.6,61.2,157,38.85,1.2708,10.76,27.52,78,79,0.7253,0.9799,98.63,16602,0.2909,87.87,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,2.0,all,14,21.43,0.5455,5.91,-4.99,7,7,99.6,55.8,157,38.85,1.2708,10.76,27.52,78,79,0.7253,0.9799,98.63,16602,0.2909,87.87,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,2.0,all,14,21.43,0.5455,5.91,-4.99,7,7,99.7,49.2,157,38.85,1.2708,10.76,27.52,78,79,0.7253,0.9799,98.63,16602,0.2909,87.87,True
M15,full_confluence,64,0.03,10,0.12,20,1.0,2.0,newyork,21,33.33,1.0,4.93,-0.21,9,12,98.5,48.7,103,38.83,1.2698,14.1,17.23,52,51,0.2698,0.8799,99.26,5133,0.3899,85.16,True
M15,full_confluence,128,0.05,10,0.08,10,1.5,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,55.8,75,29.33,1.2692,13.18,13.62,35,40,0.5192,0.948,99.36,8277,0.3212,86.18,True
M15,full_confluence,128,0.08,10,0.08,10,1.5,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,49.2,75,29.33,1.2692,13.18,13.62,35,40,0.5192,0.948,99.36,8277,0.3212,86.18,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,3.0,newyork,5,20.0,0.75,2.97,-1.06,2,3,99.6,61.2,64,29.69,1.2667,5.96,11.56,30,34,0.5167,0.8365,99.95,5133,0.4302,93.99,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,3.0,newyork,5,20.0,0.75,2.97,-1.06,2,3,99.6,55.8,64,29.69,1.2667,5.96,11.56,30,34,0.5167,0.8365,99.95,5133,0.4302,93.99,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,3.0,newyork,5,20.0,0.75,2.97,-1.06,2,3,99.7,49.2,64,29.69,1.2667,5.96,11.56,30,34,0.5167,0.8365,99.95,5133,0.4302,93.99,True
M15,full_confluence,64,0.05,10,0.12,20,1.0,2.0,newyork,21,33.33,1.0,4.93,-0.21,9,12,98.5,45.4,98,38.78,1.2667,12.35,16.12,49,49,0.2667,0.8799,99.26,5133,0.3868,86.91,True
M15,fft_cycle_only,64,0.03,10,0.12,10,1.5,4.0,newyork,53,18.87,0.9302,21.51,-3.92,22,31,98.1,48.7,229,24.02,1.2644,20.87,50.44,118,111,0.3342,0.8824,99.99,7977,0.382,79.12,True
M15,fft_cycle_only,64,0.05,10,0.12,10,1.5,4.0,newyork,53,18.87,0.9302,21.51,-3.92,22,31,98.2,45.4,229,24.02,1.2644,20.87,50.44,118,111,0.3342,0.8824,99.99,7977,0.382,79.12,True
M15,fft_cycle_only,64,0.08,10,0.12,10,1.5,4.0,newyork,53,18.87,0.9302,21.51,-3.92,22,31,98.3,40.3,229,24.02,1.2644,20.87,50.44,118,111,0.3342,0.8824,99.99,7977,0.382,79.12,True
M15,full_confluence,128,0.03,10,0.08,10,1.0,4.0,london,5,20.0,1.0,3.94,-0.1,2,3,99.6,61.2,76,23.68,1.2632,9.65,14.24,36,40,0.2632,0.9725,98.13,8277,0.2907,88.48,True
M15,full_confluence,64,0.05,10,0.12,20,1.0,3.0,newyork,21,28.57,1.2,4.0,2.7,9,12,98.5,45.4,98,29.59,1.2609,16.8,17.79,49,49,0.0609,0.8365,99.95,5133,0.4244,83.15,True
M15,full_confluence,64,0.05,10,0.12,10,1.5,4.0,newyork,39,20.51,1.0323,11.45,0.22,15,24,98.2,45.4,163,23.93,1.2581,17.95,32.76,84,79,0.2258,0.8824,99.99,7977,0.3757,82.04,True
M15,fft_cycle_only,128,0.03,10,0.08,10,1.0,2.0,asian,7,42.86,1.5,2.97,1.94,4,3,99.6,61.2,65,38.46,1.25,5.91,9.75,32,33,-0.25,1.0268,79.36,8475,0.2232,73.45,True
M15,fft_cycle_only,128,0.05,10,0.08,10,1.0,2.0,asian,7,42.86,1.5,2.97,1.94,4,3,99.6,55.8,65,38.46,1.25,5.91,9.75,32,33,-0.25,1.0268,79.36,8475,0.2232,73.45,True
M15,fft_cycle_only,128,0.08,10,0.08,10,1.0,2.0,asian,7,42.86,1.5,2.97,1.94,4,3,99.6,49.2,65,38.46,1.25,5.91,9.75,32,33,-0.25,1.0268,79.36,8475,0.2232,73.45,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,3.0,newyork,5,20.0,0.75,2.97,-1.06,2,3,99.6,55.8,51,29.41,1.25,9.56,8.5,24,27,0.5,0.8365,99.95,5133,0.4135,90.39,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,4.0,all,13,23.08,1.2,4.03,1.73,7,6,99.6,55.8,127,23.62,1.25,15.79,23.59,61,66,0.05,0.9571,100.0,16602,0.2929,84.21,True
M15,full_confluence,128,0.03,10,0.08,10,1.5,3.0,london,5,20.0,0.75,3.94,-1.06,2,3,99.6,61.2,76,28.95,1.2453,13.18,12.48,36,40,0.4953,0.948,99.36,8277,0.2973,86.18,True
M15,fft_cycle_only,64,0.03,10,0.12,20,1.0,2.0,london,25,24.0,0.6316,8.7,-6.96,9,16,98.5,48.7,159,38.36,1.2449,16.13,24.99,82,77,0.6133,0.9816,88.14,5754,0.2633,72.01,True
M15,fft_cycle_only,64,0.05,10,0.12,20,1.0,2.0,london,25,24.0,0.6316,8.7,-6.96,9,16,98.5,45.4,159,38.36,1.2449,16.13,24.99,82,77,0.6133,0.9816,88.14,5754,0.2633,72.01,True
M15,fft_cycle_only,64,0.08,10,0.12,20,1.0,2.0,london,25,24.0,0.6316,8.7,-6.96,9,16,98.5,40.3,159,38.36,1.2449,16.13,24.99,82,77,0.6133,0.9816,88.14,5754,0.2633,72.01,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,3.0,all,13,23.08,0.9,4.96,-1.18,7,6,99.6,55.8,127,29.13,1.2333,18.4,20.82,61,66,0.3333,0.9663,99.93,16602,0.267,81.53,True
M15,full_confluence,64,0.03,10,0.12,20,1.5,3.0,newyork,21,33.33,1.5,4.0,6.84,9,12,98.5,48.7,103,29.13,1.2329,16.65,16.54,52,51,-0.2671,0.8609,99.88,5133,0.372,83.23,True
M15,full_confluence,128,0.03,10,0.08,10,1.0,3.0,asian,5,40.0,2.0,2.97,2.94,3,2,99.6,61.2,55,29.09,1.2308,7.78,8.43,28,27,-0.7692,1.0319,88.16,8475,0.1989,80.38,True
M15,full_confluence,128,0.05,10,0.08,20,1.0,4.0,newyork,5,20.0,1.0,2.97,-0.1,2,3,99.6,55.8,51,23.53,1.2308,9.74,8.19,24,27,0.2308,0.843,99.97,5133,0.3878,90.23,True
M15,full_confluence,64,0.05,10,0.12,20,1.0,4.0,newyork,21,28.57,1.6,3.94,8.82,9,12,98.5,45.4,98,23.47,1.2267,14.25,15.99,49,49,-0.3733,0.843,99.97,5133,0.3837,85.72,True
M15,fft_cycle_only,128,0.03,10,0.08,20,1.0,4.0,newyork,5,20.0,1.0,2.97,-0.1,2,3,99.6,61.2,64,23.44,1.2245,10.64,10.06,30,34,0.2245,0.843,99.97,5133,0.3815,89.33,True
M15,fft_cycle_only,128,0.05,10,0.08,20,1.0,4.0,newyork,5,20.0,1.0,2.97,-0.1,2,3,99.6,55.8,64,23.44,1.2245,10.64,10.06,30,34,0.2245,0.843,99.97,5133,0.3815,89.33,True
M15,fft_cycle_only,128,0.08,10,0.08,20,1.0,4.0,newyork,5,20.0,1.0,2.97,-0.1,2,3,99.7,49.2,64,23.44,1.2245,10.64,10.06,30,34,0.2245,0.843,99.97,5133,0.3815,89.33,True
M15,full_confluence,64,0.03,10,0.12,20,1.5,2.0,newyork,21,33.33,1.0,4.93,-0.21,9,12,98.5,48.7,103,37.86,1.2188,15.06,13.78,52,51,0.2188,0.8799,99.42,5133,0.3389,84.36,True
