tf,fast_ema,mid_ema,slow_ema,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,total_trades,total_longs,total_shorts,avg_bars
M15,8,21,89,1.5,3.0,newyork,238,27.31,1.0885,30.95,12.83,1229,24.08,0.9025,72.9,-67.5,1467,738,729,31.27580095432856
M15,5,34,89,1.5,2.0,london,349,37.25,1.1033,24.67,22.22,1757,32.78,0.902,81.06,-75.14,2106,1022,1084,8.4491452991453
M15,8,34,89,1.0,4.0,newyork,201,19.4,0.8982,36.06,-19.17,1012,19.57,0.9018,67.33,-64.83,1213,583,630,18.432563891178898
M15,5,34,89,1.0,3.0,newyork,230,26.52,1.0046,24.98,-2.68,1179,24.6,0.9013,74.64,-66.91,1409,692,717,14.663236337828247
M15,5,34,55,1.5,4.0,all,772,23.19,1.1494,30.64,113.5,3699,19.28,0.9007,98.04,-97.84,4471,2193,2278,22.235271751286067
M15,5,34,89,1.0,2.0,london,349,37.54,1.0772,18.04,15.5,1757,33.58,0.8998,81.38,-76.27,2106,1022,1084,3.116571699905033
M15,5,21,89,1.0,3.0,london,424,28.77,1.1026,24.76,30.14,2153,24.94,0.8991,90.81,-87.51,2577,1252,1325,5.597438882421421
M15,13,21,55,1.0,2.0,london,342,34.21,0.934,28.59,-17.63,1670,33.53,0.899,79.62,-74.78,2012,1014,998,3.298011928429424
M15,13,21,89,1.5,2.0,newyork,206,33.01,0.9319,23.42,-11.12,1042,32.34,0.8988,60.0,-57.07,1248,612,636,22.95048076923077
M15,5,21,55,1.0,2.0,newyork,283,33.57,0.9257,31.71,-16.15,1497,33.0,0.8982,72.19,-70.91,1780,878,902,10.384101123595507
M15,5,34,89,1.5,2.0,newyork,230,38.26,1.1712,21.68,25.58,1179,32.32,0.8972,68.73,-62.12,1409,692,717,22.259119943222142
M15,5,21,55,1.0,3.0,newyork,283,25.8,0.965,23.91,-11.37,1497,24.45,0.8947,82.21,-77.36,1780,878,902,15.420505617977527
M15,5,21,89,1.5,3.0,london,424,29.95,1.2144,25.02,81.11,2153,24.2,0.8945,91.58,-88.04,2577,1252,1325,14.03162592161428
M15,13,21,55,1.5,2.0,london,342,35.38,1.0189,17.32,0.88,1670,32.57,0.8942,76.77,-75.79,2012,1014,998,8.618986083499006
M15,8,21,55,1.5,4.0,all,820,22.56,1.11,24.85,74.15,4018,19.16,0.8938,99.39,-98.78,4838,2411,2427,21.622033898305087
M15,13,34,89,1.5,2.0,newyork,170,35.88,1.0589,20.44,5.03,879,32.2,0.8936,53.02,-52.6,1049,503,546,21.78932316491897
M15,13,34,55,1.5,2.0,london,279,37.63,1.1234,15.03,21.61,1373,32.56,0.8936,70.68,-69.03,1652,786,866,8.933777239709443
M15,8,34,55,1.5,2.0,london,321,37.69,1.1266,18.67,26.06,1573,32.55,0.8929,76.63,-74.11,1894,908,986,8.901689545934532
M15,13,34,89,1.0,4.0,all,504,21.83,1.0099,38.12,-6.14,2490,19.84,0.8922,95.37,-94.06,2994,1460,1534,11.1811623246493
M15,13,21,55,1.5,3.0,newyork,215,28.37,1.1287,15.99,18.69,1061,23.75,0.8921,69.62,-65.25,1276,638,638,31.13040752351097
M15,13,21,55,1.5,4.0,all,709,22.57,1.105,35.16,57.23,3378,19.15,0.892,98.47,-97.66,4087,2032,2055,21.942867629067777
M15,5,34,55,1.5,3.0,all,772,27.98,1.0888,32.32,48.73,3699,24.28,0.8918,98.35,-97.63,4471,2193,2278,17.724468798926416
M15,5,21,55,1.5,2.0,london,443,36.34,1.0613,19.19,14.51,2241,32.53,0.8917,86.63,-85.7,2684,1346,1338,8.64854694485842
M15,5,21,55,1.5,4.0,newyork,283,21.55,1.1062,21.67,19.7,1497,18.5,0.8915,85.19,-80.65,1780,878,902,38.27696629213483
M15,8,21,89,1.5,4.0,all,777,22.27,1.0967,29.55,56.09,3775,19.13,0.8907,99.19,-98.56,4552,2232,2320,22.22431898066784
M15,8,34,89,1.5,3.0,all,604,28.48,1.1111,30.31,50.55,2943,24.19,0.8892,96.25,-95.22,3547,1719,1828,18.317028474767408
M15,5,34,89,1.5,3.0,newyork,230,30.0,1.2228,23.5,39.63,1179,23.75,0.8886,74.04,-70.15,1409,692,717,31.157061745919087
M15,5,21,55,1.5,3.0,newyork,283,27.56,1.0836,23.05,14.28,1497,23.71,0.8884,83.53,-78.5,1780,878,902,31.27949438202247
M15,13,34,55,1.0,3.0,asian,177,23.73,0.8064,39.13,-27.1,829,25.57,0.8872,72.84,-59.5,1006,481,525,5.235188866799205
M15,5,34,55,1.5,4.0,asian,267,22.47,1.0599,35.01,7.9,1270,19.61,0.8872,82.96,-77.44,1537,731,806,11.408458035133377
M15,13,34,89,1.0,4.0,asian,161,19.25,0.83,35.74,-24.22,728,20.33,0.8869,73.86,-58.47,889,427,462,6.2275590551181095
M15,8,21,89,1.5,2.0,all,777,34.11,0.9532,43.15,-28.21,3775,32.61,0.8869,97.55,-96.73,4552,2232,2320,12.9
M15,13,34,89,1.5,3.0,newyork,170,28.24,1.1237,21.17,13.8,879,23.66,0.8857,60.96,-60.22,1049,503,546,30.430028598665395
M15,8,34,55,1.5,4.0,asian,215,22.33,1.0502,32.14,4.53,1037,19.58,0.8856,78.95,-70.78,1252,596,656,11.537380191693291
M15,8,21,55,1.5,4.0,asian,289,23.18,1.1048,29.3,20.49,1441,19.57,0.8849,90.36,-82.07,1730,830,900,11.367052023121387
M15,5,21,55,1.5,4.0,asian,335,25.07,1.2265,30.45,70.24,1707,19.57,0.8849,91.99,-86.94,2042,992,1050,11.646082272282076
M15,5,21,89,1.0,2.0,london,424,38.44,1.1223,17.07,34.6,2153,33.21,0.8847,89.18,-86.54,2577,1252,1325,3.282266201008926
M15,8,34,89,1.5,2.0,all,604,35.43,1.0113,36.85,-1.53,2943,32.52,0.8843,94.24,-93.43,3547,1719,1828,13.148914575697772
M15,13,21,89,1.5,2.0,all,666,33.78,0.9405,39.68,-29.08,3135,32.5,0.8838,95.26,-94.56,3801,1858,1943,13.12991318074191
M15,5,21,89,1.5,3.0,asian,315,27.3,1.0251,28.39,1.22,1575,24.57,0.8834,84.55,-82.18,1890,907,983,9.733333333333333
M15,8,21,89,1.0,4.0,all,777,20.98,0.9595,45.35,-34.84,3775,19.74,0.8834,99.38,-98.98,4552,2232,2320,10.785347100175747
M15,13,21,89,1.0,2.0,london,328,35.37,0.9848,23.54,-6.58,1578,33.14,0.8833,82.59,-77.37,1906,932,974,3.0827911857292762
M15,5,21,89,1.5,2.0,london,424,36.08,1.051,26.88,10.64,2153,32.33,0.8833,89.63,-86.49,2577,1252,1325,8.948079161816066
M15,5,34,89,1.0,4.0,newyork,230,20.43,0.9577,35.98,-11.98,1179,19.25,0.8831,81.77,-75.55,1409,692,717,18.77955997161107
M15,5,21,89,1.5,3.0,newyork,271,26.2,1.0269,32.29,1.42,1478,23.68,0.8831,84.7,-79.47,1749,862,887,31.208461978273302
M15,5,21,55,1.5,4.0,all,951,23.45,1.1627,28.61,180.38,4790,19.02,0.883,99.79,-99.67,5741,2848,2893,21.914736108691866
M15,13,21,89,1.5,3.0,all,666,27.48,1.0635,25.94,24.35,3135,24.08,0.8827,97.64,-96.69,3801,1858,1943,18.124782951854776
M15,5,21,55,1.0,4.0,newyork,283,18.37,0.8373,45.51,-36.25,1497,19.17,0.8825,86.08,-83.39,1780,878,902,19.647696629213485
M15,13,34,55,1.0,4.0,all,544,21.14,0.9705,47.69,-21.98,2648,19.68,0.8824,96.75,-96.05,3192,1552,1640,11.231829573934837
M15,8,34,89,1.0,2.0,london,296,35.47,0.988,24.57,-5.35,1512,33.13,0.8822,81.64,-76.26,1808,871,937,3.167256637168142
M15,8,21,89,1.5,4.0,newyork,238,20.59,1.0749,28.4,9.86,1229,18.31,0.8816,77.68,-76.65,1467,738,729,38.52740286298569
M15,13,34,89,1.5,2.0,all,504,35.52,1.015,33.37,-0.03,2490,32.41,0.8812,91.06,-90.55,2994,1460,1534,13.131663326653305
M15,13,34,89,1.5,4.0,all,504,23.61,1.1633,25.13,73.24,2490,18.88,0.881,96.01,-95.02,2994,1460,1534,23.01583166332665
M15,8,34,89,1.5,4.0,all,604,24.17,1.1917,31.39,120.37,2943,18.89,0.881,98.04,-97.12,3547,1719,1828,22.80434169720891
M15,13,34,55,1.5,2.0,asian,177,32.2,0.8496,30.59,-19.03,829,33.05,0.8804,66.82,-54.98,1006,481,525,7.382405566600398
M15,8,21,89,1.0,4.0,newyork,238,19.33,0.8929,42.34,-23.14,1229,19.2,0.8803,81.91,-77.65,1467,738,729,18.475800954328562
M15,8,21,55,1.5,3.0,all,820,27.07,1.0349,33.48,9.68,4018,24.04,0.8798,99.18,-98.85,4838,2411,2427,17.40169491525424
M15,5,21,89,1.5,3.0,all,908,28.08,1.0939,27.68,65.01,4547,24.04,0.8793,99.64,-99.37,5455,2663,2792,17.916645279560033
M15,8,21,89,1.5,3.0,asian,270,25.19,0.9178,35.19,-19.65,1303,24.48,0.8791,82.3,-77.08,1573,753,820,9.434329307056581
M15,8,21,55,1.5,3.0,newyork,249,27.71,1.0913,28.2,14.05,1246,23.52,0.879,78.05,-74.69,1495,755,740,31.249966555183946
M15,13,34,55,1.0,4.0,newyork,186,19.35,0.8972,31.31,-18.0,909,19.14,0.8783,71.9,-67.48,1095,525,570,18.615068493150684
M15,13,34,89,1.5,3.0,all,504,28.37,1.1054,25.29,37.76,2490,23.94,0.8783,94.65,-93.87,2994,1460,1534,18.49699398797595
M15,8,34,55,1.0,4.0,newyork,218,20.18,0.9442,31.31,-13.56,1040,19.13,0.8776,77.77,-72.53,1258,604,654,18.863910969793324
M15,13,21,89,1.5,4.0,all,666,21.92,1.0654,31.46,24.2,3135,18.95,0.8774,98.51,-97.93,3801,1858,1943,22.875217048145224
M15,5,21,89,1.5,4.0,newyork,271,19.93,1.0182,32.93,-1.35,1478,18.34,0.8762,86.35,-83.78,1749,862,887,38.20428816466553
M15,5,34,89,1.5,3.0,all,732,29.51,1.1668,32.95,119.99,3541,23.92,0.8752,98.88,-98.29,4273,2082,2191,17.737046571495437
M15,8,34,55,1.5,3.0,asian,215,26.05,0.9591,34.27,-9.76,1037,24.4,0.8747,75.13,-70.21,1252,596,656,9.75455271565495
M15,5,21,55,1.5,2.0,newyork,283,35.69,1.0466,21.43,6.08,1497,31.73,0.8741,80.51,-77.38,1780,878,902,22.547696629213483
M15,8,21,55,1.5,4.0,newyork,249,21.29,1.1018,26.63,16.18,1246,18.06,0.8738,83.24,-78.83,1495,755,740,38.16635451505017
M15,8,21,89,1.5,2.0,newyork,238,36.55,1.0882,18.03,12.03,1229,31.73,0.8736,73.59,-70.64,1467,738,729,22.848670756646218
M15,5,21,89,1.5,4.0,all,908,22.91,1.1325,33.33,116.63,4547,18.87,0.8736,99.82,-99.69,5455,2663,2792,22.29961503208066
M15,5,34,89,1.5,4.0,newyork,230,23.91,1.255,19.77,49.66,1179,18.07,0.8732,79.83,-77.15,1409,692,717,38.4263307310149
M15,13,34,89,1.0,3.0,asian,161,24.22,0.8262,34.1,-22.9,728,25.27,0.8729,69.98,-58.64,889,427,462,5.2637795275590555
M15,13,21,89,1.0,4.0,all,666,21.47,0.9894,36.09,-17.98,3135,19.52,0.8729,98.79,-98.33,3801,1858,1943,10.982478295185478
M15,8,21,89,1.5,2.0,asian,270,31.85,0.8387,43.4,-29.16,1303,32.85,0.8726,75.49,-73.59,1573,753,820,7.23432930705658
M15,13,21,55,1.5,2.0,newyork,215,34.42,0.9904,17.5,-3.51,1061,31.67,0.8725,67.13,-65.54,1276,638,638,22.4
M15,5,21,55,1.5,3.0,all,951,27.87,1.0774,28.97,50.57,4790,23.86,0.8711,99.76,-99.65,5741,2848,2893,17.632520466817628
M15,13,34,89,1.0,3.0,all,504,26.59,0.9756,38.14,-16.12,2490,24.5,0.8709,95.44,-95.04,2994,1460,1534,8.697995991983968
M15,5,21,89,1.5,4.0,asian,315,24.44,1.1845,31.9,49.16,1575,19.3,0.8706,90.41,-87.45,1890,907,983,11.616666666666667
M15,8,34,89,1.0,4.0,all,604,21.19,0.9728,41.47,-23.21,2943,19.47,0.8701,98.6,-98.01,3547,1719,1828,10.934056949534817
M15,13,34,89,1.0,2.0,all,504,34.13,0.9172,37.6,-29.45,2490,33.01,0.8689,94.07,-92.75,2994,1460,1534,5.982164328657314
M15,8,34,55,1.5,2.0,all,644,36.18,1.0455,29.26,13.97,3101,32.09,0.8675,96.62,-96.14,3745,1823,1922,13.248411214953272
M15,8,21,55,1.5,2.0,newyork,249,36.14,1.0671,18.43,8.89,1246,31.54,0.8667,76.84,-72.88,1495,755,740,22.61665551839465
M15,5,34,89,1.5,4.0,all,732,24.73,1.2439,27.88,246.82,3541,18.67,0.8665,99.43,-99.11,4273,2082,2191,22.062532178797102
M15,8,34,55,1.5,2.0,asian,215,33.49,0.9025,32.3,-15.75,1037,32.69,0.866,73.21,-67.11,1252,596,656,7.368690095846644
M15,5,34,89,1.5,2.0,all,732,36.48,1.0568,42.26,22.54,3541,32.08,0.8658,98.45,-97.69,4273,2082,2191,12.685654107184646
M15,13,34,55,1.0,2.0,all,544,34.01,0.9132,42.93,-32.41,2648,32.93,0.865,94.88,-94.33,3192,1552,1640,6.014786967418545
M15,8,34,55,1.5,2.0,newyork,218,34.86,1.0124,18.31,-0.38,1040,31.44,0.8649,67.1,-66.8,1258,604,654,23.14403815580286
M15,13,34,55,1.0,2.0,asian,177,32.77,0.8261,30.06,-21.98,829,33.9,0.8649,67.69,-59.84,1006,481,525,3.8175944333996026
