tf,fast_ema,mid_ema,slow_ema,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,total_trades,total_longs,total_shorts,avg_bars
M1,5,34,55,1.5,4.0,newyork,4051,17.35,0.7437,100.0,-100.0,18434,17.85,0.7708,100.0,-100.0,22485,11268,11217,20.33785190126751
M1,5,21,55,1.5,4.0,newyork,5147,17.18,0.7343,100.0,-100.0,23575,17.9,0.7707,100.0,-100.0,28722,14394,14328,20.349119142121022
M1,8,21,55,1.5,4.0,newyork,4389,17.38,0.7402,100.0,-100.0,19840,17.88,0.77,100.0,-100.0,24229,12132,12097,20.21885344009245
M1,13,34,55,1.5,2.0,london,3219,33.86,0.8007,99.57,-99.5,15785,33.5,0.7696,100.0,-100.0,19004,9474,9530,8.932245842980425
M1,8,21,55,1.5,2.0,london,4953,32.55,0.7559,100.0,-100.0,23677,33.46,0.7693,100.0,-100.0,28630,14274,14356,8.94809989521481
M1,13,34,89,1.5,3.0,newyork,2683,22.77,0.7042,99.97,-99.95,12068,24.5,0.7667,100.0,-100.0,14751,7413,7338,15.499925428784488
M1,13,21,89,1.5,4.0,newyork,3441,16.94,0.7269,99.99,-99.99,15544,17.92,0.7666,100.0,-100.0,18985,9516,9469,20.127500658414537
M1,5,34,89,1.5,2.0,london,4389,32.65,0.7575,99.99,-99.99,21030,33.36,0.766,100.0,-100.0,25419,12618,12801,8.948200165230732
M1,8,34,55,1.5,3.0,newyork,3439,23.41,0.7296,99.99,-99.99,15452,24.47,0.7659,100.0,-100.0,18891,9497,9394,15.754364512201578
M1,5,21,89,1.5,2.0,london,5517,33.1,0.7741,100.0,-100.0,26645,33.35,0.7653,100.0,-100.0,32162,16044,16118,9.031384864125366
M1,8,34,89,1.5,3.0,newyork,3222,22.44,0.6935,99.99,-99.99,14459,24.52,0.7653,100.0,-100.0,17681,8905,8776,15.59954753690402
M1,8,34,89,1.5,2.0,london,3655,32.07,0.738,99.97,-99.97,17406,33.35,0.7648,100.0,-100.0,21061,10467,10594,8.947936945064336
M1,5,21,89,1.5,4.0,newyork,4885,17.22,0.7416,100.0,-100.0,22342,17.76,0.7619,100.0,-100.0,27227,13677,13550,20.302640761009293
M1,5,34,55,1.5,3.0,newyork,4051,23.48,0.7314,100.0,-100.0,18434,24.31,0.7615,100.0,-100.0,22485,11268,11217,15.873884812096954
M1,13,34,55,1.5,3.0,newyork,2901,23.37,0.727,99.96,-99.95,13064,24.32,0.7614,100.0,-100.0,15965,8012,7953,15.672803006576888
M1,13,21,89,1.5,2.0,london,3874,33.04,0.7723,99.94,-99.93,18642,33.25,0.7612,100.0,-100.0,22516,11196,11320,8.882794457274828
M1,8,21,89,1.5,4.0,newyork,4129,17.44,0.7512,100.0,-100.0,18601,17.75,0.7608,100.0,-100.0,22730,11369,11361,20.10917289925209
M1,5,34,89,1.5,3.0,newyork,3836,22.86,0.7092,100.0,-100.0,17440,24.32,0.7602,100.0,-100.0,21276,10683,10593,15.755762361346116
M1,5,21,55,1.5,3.0,newyork,5147,23.24,0.7217,100.0,-100.0,23575,24.3,0.7597,100.0,-100.0,28722,14394,14328,15.738719448506371
M1,8,21,55,1.5,3.0,newyork,4389,23.38,0.7279,100.0,-100.0,19840,24.24,0.7591,100.0,-100.0,24229,12132,12097,15.709426720046226
M1,13,21,55,1.0,4.0,london,4175,20.41,0.768,100.0,-100.0,19930,20.68,0.7588,100.0,-100.0,24105,12036,12069,7.9614395353661065
M1,13,34,89,1.5,2.0,london,3047,33.02,0.7702,99.81,-99.7,14695,33.17,0.7588,100.0,-100.0,17742,8838,8904,8.831304249802727
M1,13,21,55,1.5,3.0,newyork,3703,23.04,0.7116,100.0,-100.0,16780,24.28,0.7578,100.0,-100.0,20483,10274,10209,15.591529561099447
M1,5,21,55,1.0,4.0,london,5817,20.2,0.7583,100.0,-100.0,27942,20.63,0.7574,100.0,-100.0,33759,16856,16903,7.979383275570959
M1,8,21,55,1.0,4.0,london,4953,20.25,0.7604,100.0,-100.0,23677,20.61,0.7561,100.0,-100.0,28630,14274,14356,7.878899755501222
M1,5,21,89,1.5,3.0,newyork,4885,23.73,0.7449,100.0,-100.0,22342,24.18,0.7555,100.0,-100.0,27227,13677,13550,15.738524259007603
M1,8,21,89,1.5,2.0,london,4653,32.84,0.7658,99.99,-99.99,22384,33.02,0.7538,100.0,-100.0,27037,13454,13583,8.965580500795207
M1,8,34,55,1.0,4.0,london,3828,20.85,0.7864,99.99,-99.99,18497,20.59,0.7538,100.0,-100.0,22325,11133,11192,7.8142665173572246
M1,8,34,89,1.0,4.0,london,3655,19.97,0.7456,100.0,-100.0,17406,20.56,0.7532,100.0,-100.0,21061,10467,10594,7.795873890128673
M1,8,21,89,1.5,3.0,newyork,4129,23.86,0.7519,100.0,-99.99,18601,24.06,0.7524,100.0,-100.0,22730,11369,11361,15.645503739551254
M1,8,21,89,1.0,4.0,london,4653,20.4,0.766,100.0,-100.0,22384,20.53,0.7523,100.0,-100.0,27037,13454,13583,7.813951251988017
M1,5,34,55,1.0,4.0,london,4561,20.87,0.7877,100.0,-100.0,22127,20.53,0.7521,100.0,-100.0,26688,13298,13390,7.9145496103117505
M1,5,21,89,1.0,4.0,london,5517,20.55,0.7734,100.0,-100.0,26645,20.51,0.7516,100.0,-100.0,32162,16044,16118,7.897077296188048
M1,13,21,89,1.5,3.0,newyork,3441,23.83,0.7478,99.98,-99.98,15544,24.09,0.7515,100.0,-100.0,18985,9516,9469,15.545625493810904
M1,5,34,89,1.0,4.0,london,4389,20.0,0.7464,100.0,-100.0,21030,20.47,0.75,100.0,-100.0,25419,12618,12801,7.879133718871711
M1,13,21,89,1.0,4.0,london,3874,20.65,0.7779,99.99,-99.99,18642,20.49,0.7499,100.0,-100.0,22516,11196,11320,7.796766743648962
M1,13,34,89,1.0,4.0,london,3047,20.71,0.7796,99.95,-99.93,14695,20.48,0.7496,100.0,-100.0,17742,8838,8904,7.731304249802728
M1,13,34,55,1.0,4.0,london,3219,21.4,0.8124,99.9,-99.87,15785,20.44,0.7471,100.0,-100.0,19004,9474,9530,7.749184382235319
M1,13,21,55,1.0,3.0,london,4175,24.6,0.714,100.0,-100.0,19930,25.91,0.7425,100.0,-100.0,24105,12036,12069,5.930719767683053
M1,5,21,55,1.0,3.0,london,5817,24.93,0.7264,100.0,-100.0,27942,25.89,0.7421,100.0,-100.0,33759,16856,16903,6.013845196836398
M1,8,21,55,1.0,3.0,london,4953,24.81,0.7228,100.0,-100.0,23677,25.74,0.7364,100.0,-100.0,28630,14274,14356,5.930799860286412
M1,8,34,89,1.5,2.0,newyork,3222,30.51,0.6533,100.0,-99.99,14459,33.43,0.7319,100.0,-100.0,17681,8905,8776,10.463554097618914
M1,13,34,89,1.5,2.0,newyork,2683,30.67,0.6578,99.97,-99.97,12068,33.36,0.7298,100.0,-100.0,14751,7413,7338,10.427245610467086
M1,8,34,55,1.5,2.0,newyork,3439,31.58,0.6873,99.99,-99.99,15452,33.33,0.7288,100.0,-100.0,18891,9497,9394,10.463591128050394
M1,5,21,89,1.0,3.0,london,5517,25.19,0.7369,100.0,-100.0,26645,25.54,0.7285,100.0,-100.0,32162,16044,16118,5.9313848641253655
M1,5,21,55,1.5,2.0,newyork,5147,31.8,0.6929,100.0,-100.0,23575,33.22,0.7256,100.0,-100.0,28722,14394,14328,10.42831975489172
M1,5,34,89,1.5,2.0,newyork,3836,31.31,0.6761,100.0,-100.0,17440,33.19,0.7256,100.0,-100.0,21276,10683,10593,10.645910885504794
M1,13,21,89,1.0,3.0,london,3874,25.04,0.7309,100.0,-100.0,18642,25.46,0.725,100.0,-100.0,22516,11196,11320,5.848383371824481
M1,8,21,55,1.5,2.0,newyork,4389,32.29,0.708,100.0,-100.0,19840,33.18,0.7247,100.0,-100.0,24229,12132,12097,10.445656032027735
M1,8,34,55,1.0,3.0,london,3828,25.42,0.7448,99.99,-99.99,18497,25.46,0.7247,100.0,-100.0,22325,11133,11192,5.865706606942889
M1,8,34,89,1.0,3.0,london,3655,24.43,0.7069,100.0,-100.0,17406,25.43,0.7244,100.0,-100.0,21061,10467,10594,5.830582593419116
M1,8,21,89,1.0,3.0,london,4653,25.17,0.7366,100.0,-100.0,22384,25.42,0.724,100.0,-100.0,27037,13454,13583,5.848370751192809
M1,5,34,55,1.0,3.0,london,4561,25.78,0.7586,100.0,-100.0,22127,25.41,0.7236,100.0,-100.0,26688,13298,13390,5.948729766187051
M1,13,21,55,1.5,2.0,newyork,3703,31.76,0.6909,99.99,-99.99,16780,33.19,0.723,100.0,-100.0,20483,10274,10209,10.363843187033149
M1,13,34,89,1.0,3.0,london,3047,25.27,0.7389,99.97,-99.96,14695,25.4,0.723,100.0,-100.0,17742,8838,8904,5.831304249802728
M1,5,34,89,1.0,3.0,london,4389,24.7,0.7166,100.0,-100.0,21030,25.37,0.7226,100.0,-100.0,25419,12618,12801,5.913666942051221
M1,5,34,55,1.5,2.0,newyork,4051,31.97,0.6981,100.0,-100.0,18434,33.08,0.7221,100.0,-100.0,22485,11268,11217,10.563967089170557
M1,13,34,55,1.5,2.0,newyork,2901,31.58,0.6873,99.96,-99.96,13064,33.08,0.7207,100.0,-100.0,15965,8012,7953,10.463658001879109
M1,5,21,89,1.5,2.0,newyork,4885,32.08,0.7021,100.0,-100.0,22342,33.03,0.7204,100.0,-100.0,27227,13677,13550,10.42823300400338
M1,13,34,55,1.0,3.0,london,3219,26.06,0.7698,99.95,-99.94,15785,25.33,0.7197,100.0,-100.0,19004,9474,9530,5.866122921490213
M1,8,21,89,1.5,2.0,newyork,4129,32.7,0.7218,100.0,-99.99,18601,32.84,0.715,100.0,-100.0,22730,11369,11361,10.427338319401672
M1,13,21,89,1.5,2.0,newyork,3441,32.35,0.7111,99.98,-99.98,15544,32.89,0.7142,100.0,-100.0,18985,9516,9469,10.3
M1,13,34,89,1.0,4.0,newyork,2683,19.27,0.6745,99.99,-99.99,12068,20.51,0.7136,100.0,-100.0,14751,7413,7338,9.190868415700631
M1,5,21,89,1.0,4.0,newyork,4885,19.14,0.6717,100.0,-100.0,22342,20.28,0.7049,100.0,-100.0,27227,13677,13550,9.210291255004224
M1,5,34,89,1.0,4.0,newyork,3836,18.8,0.6564,100.0,-100.0,17440,20.28,0.7047,100.0,-100.0,21276,10683,10593,9.26394059033653
M1,5,21,55,1.0,4.0,newyork,5147,18.36,0.6393,100.0,-100.0,23575,20.26,0.7045,100.0,-100.0,28722,14394,14328,9.274559571060513
M1,8,34,89,1.0,4.0,newyork,3222,18.59,0.6483,100.0,-100.0,14459,20.22,0.7015,100.0,-100.0,17681,8905,8776,9.208885244047284
M1,8,34,55,1.0,4.0,newyork,3439,19.28,0.6773,100.0,-100.0,15452,20.21,0.7001,100.0,-100.0,18891,9497,9394,9.22718225610079
M1,5,34,55,1.0,4.0,newyork,4051,19.28,0.6758,100.0,-100.0,18434,20.17,0.699,100.0,-100.0,22485,11268,11217,9.163967089170558
M1,13,34,55,1.0,4.0,newyork,2901,19.68,0.692,100.0,-100.0,13064,20.19,0.6988,100.0,-100.0,15965,8012,7953,9.145487002818665
M1,8,21,89,1.0,4.0,newyork,4129,19.28,0.6768,100.0,-100.0,18601,20.13,0.6987,100.0,-100.0,22730,11369,11361,9.109172899252089
M1,8,21,55,1.0,4.0,newyork,4389,18.8,0.6573,100.0,-100.0,19840,20.06,0.696,100.0,-100.0,24229,12132,12097,9.09131206405547
M1,13,21,55,1.0,4.0,newyork,3703,19.15,0.6707,100.0,-100.0,16780,20.09,0.6959,100.0,-100.0,20483,10274,10209,9.173451154616023
M1,13,34,89,1.0,3.0,newyork,2683,24.0,0.6454,100.0,-100.0,12068,25.82,0.6938,100.0,-100.0,14751,7413,7338,6.763622805233544
M1,13,34,89,1.5,4.0,asian,2692,20.17,0.6941,99.99,-99.99,13542,20.43,0.6929,100.0,-100.0,16234,8227,8007,15.5
M1,13,21,89,1.0,4.0,newyork,3441,19.97,0.7051,100.0,-100.0,15544,20.01,0.6917,100.0,-100.0,18985,9516,9469,9.109375823018173
M1,5,21,55,1.0,2.0,london,5817,32.87,0.6809,100.0,-100.0,27942,33.92,0.6887,100.0,-100.0,33759,16856,16903,3.9310761574691195
M1,13,34,89,1.5,4.0,all,8055,17.96,0.6821,100.0,-100.0,38937,18.5,0.6869,100.0,-100.0,46992,23747,23245,17.682858784473954
M1,13,21,55,1.0,2.0,london,4175,32.67,0.675,100.0,-100.0,19930,33.82,0.6853,100.0,-100.0,24105,12036,12069,3.84803982576229
M1,13,34,55,1.0,2.0,london,3219,34.36,0.7263,99.95,-99.95,15785,33.76,0.6833,100.0,-100.0,19004,9474,9530,3.7830614607451065
M1,5,34,55,1.0,2.0,london,4561,33.7,0.7054,100.0,-100.0,22127,33.74,0.6832,100.0,-100.0,26688,13298,13390,3.88290992206235
M1,8,34,89,1.0,3.0,newyork,3222,23.62,0.6322,100.0,-100.0,14459,25.51,0.683,100.0,-100.0,17681,8905,8776,6.84533114642837
M1,8,34,89,1.5,4.0,all,9623,17.99,0.6817,100.0,-100.0,46320,18.44,0.6828,100.0,-100.0,55943,28309,27634,17.665597125645746
M1,5,34,89,1.5,4.0,all,11510,18.28,0.6978,100.0,-100.0,55769,18.34,0.6814,100.0,-100.0,67279,33970,33309,17.78289213573329
M1,5,21,89,1.0,3.0,newyork,4885,24.03,0.6468,100.0,-100.0,22342,25.41,0.6808,100.0,-100.0,27227,13677,13550,6.8461747530025345
M1,13,34,55,1.5,4.0,all,8683,18.08,0.69,100.0,-100.0,41985,18.33,0.6806,100.0,-100.0,50668,25500,25168,17.600000000000005
M1,5,21,55,1.5,4.0,all,15463,18.53,0.7064,100.0,-100.0,74349,18.27,0.6804,100.0,-100.0,89812,45189,44623,17.731131697323296
M1,5,21,89,1.5,4.0,all,14621,18.43,0.7073,100.0,-100.0,70592,18.3,0.6802,100.0,-100.0,85213,43033,42180,17.765683639820217
M1,8,34,55,1.5,4.0,all,10251,18.23,0.6949,100.0,-100.0,49369,18.31,0.6799,100.0,-100.0,59620,30108,29512,17.58280610533378
M1,5,21,89,1.0,2.0,london,5517,32.88,0.6817,100.0,-100.0,26645,33.61,0.6796,100.0,-100.0,32162,16044,16118,3.8656924320626826
M1,8,34,55,1.0,2.0,london,3828,33.86,0.7108,99.99,-99.99,18497,33.63,0.6793,100.0,-100.0,22325,11133,11192,3.8657066069428896
M1,8,21,55,1.0,2.0,london,4953,32.77,0.6786,100.0,-100.0,23677,33.59,0.6787,100.0,-100.0,28630,14274,14356,3.8480998952148098
M1,13,21,55,1.5,4.0,all,11093,18.62,0.7092,100.0,-100.0,53198,18.29,0.6787,100.0,-100.0,64291,32302,31989,17.630982563655877
M1,13,21,89,1.5,4.0,asian,3379,21.04,0.7321,100.0,-100.0,17071,20.22,0.6783,100.0,-100.0,20450,10301,10149,15.249569682151588
M1,5,21,89,1.5,4.0,asian,4825,20.5,0.7076,100.0,-100.0,24212,20.15,0.6781,100.0,-100.0,29037,14683,14354,15.433233460756965
M1,5,34,55,1.5,4.0,all,12139,18.33,0.7007,100.0,-100.0,58818,18.21,0.6775,100.0,-100.0,70957,35741,35216,17.782892455994475
M1,5,34,89,1.0,3.0,newyork,3836,23.91,0.6398,100.0,-100.0,17440,25.35,0.6775,100.0,-100.0,21276,10683,10593,6.86394059033653
M1,5,21,55,1.0,3.0,newyork,5147,23.37,0.6231,100.0,-100.0,23575,25.32,0.677,100.0,-100.0,28722,14394,14328,6.82831975489172
M1,13,21,89,1.5,4.0,all,10252,18.46,0.7087,100.0,-100.0,49442,18.28,0.6762,100.0,-100.0,59694,30043,29651,17.51717425536905
M1,8,34,55,1.0,3.0,newyork,3439,24.16,0.6522,100.0,-100.0,15452,25.32,0.6761,100.0,-100.0,18891,9497,9394,6.863591128050395
M1,8,21,55,1.5,4.0,all,13126,18.47,0.7017,100.0,-100.0,62886,18.22,0.676,100.0,-100.0,76012,38242,37770,17.630926695784876
M1,13,34,55,1.5,4.0,asian,2939,19.67,0.6683,100.0,-100.0,14610,20.1,0.6755,100.0,-100.0,17549,8822,8727,15.166505213972306
M1,8,34,89,1.5,4.0,asian,3176,19.9,0.6855,100.0,-100.0,16049,20.0,0.6753,100.0,-100.0,19225,9761,9464,15.516520156046813
M1,5,34,89,1.5,4.0,asian,3766,20.42,0.7069,100.0,-100.0,19273,19.99,0.6752,100.0,-100.0,23039,11703,11336,15.63269239116281
M1,8,21,89,1.5,4.0,all,12284,18.28,0.7002,100.0,-100.0,59129,18.23,0.675,100.0,-100.0,71413,36022,35391,17.600000000000005
M1,13,34,55,1.0,3.0,newyork,2901,24.2,0.6533,100.0,-100.0,13064,25.29,0.6746,100.0,-100.0,15965,8012,7953,6.781829000939555
M1,8,21,89,1.5,4.0,asian,4035,20.47,0.7065,100.0,-100.0,20363,20.09,0.6734,100.0,-100.0,24398,12340,12058,15.3
M1,13,21,89,1.0,2.0,london,3874,32.63,0.6739,100.0,-100.0,18642,33.39,0.6726,100.0,-100.0,22516,11196,11320,3.865588914549654
M1,13,34,89,1.0,2.0,london,3047,33.02,0.6846,99.98,-99.98,14695,33.37,0.6718,100.0,-100.0,17742,8838,8904,3.848478187352046
M1,5,34,89,1.0,2.0,london,4389,32.13,0.6576,100.0,-100.0,21030,33.35,0.6717,100.0,-100.0,25419,12618,12801,3.865466776820489
M1,8,21,89,1.0,3.0,newyork,4129,24.27,0.6555,100.0,-100.0,18601,25.12,0.6711,100.0,-100.0,22730,11369,11361,6.745503739551253
M1,13,34,89,1.5,3.0,all,8055,23.81,0.676,100.0,-100.0,38937,24.26,0.6709,100.0,-100.0,46992,23747,23245,13.799999999999999
M1,8,21,89,1.0,2.0,london,4653,32.69,0.6766,100.0,-100.0,22384,33.3,0.6698,100.0,-100.0,27037,13454,13583,3.8655805007952067
M1,13,21,55,1.0,3.0,newyork,3703,23.36,0.6228,100.0,-100.0,16780,25.13,0.6688,100.0,-100.0,20483,10274,10209,6.763843187033149
M1,13,34,89,1.5,3.0,asian,2692,25.89,0.6716,99.99,-99.99,13542,26.13,0.6686,100.0,-100.0,16234,8227,8007,11.949747443636813
M1,5,34,55,1.0,3.0,newyork,4051,24.22,0.6517,100.0,-100.0,18434,25.09,0.6683,100.0,-100.0,22485,11268,11217,6.863967089170559
M1,5,34,89,1.5,3.0,all,11510,23.93,0.6829,100.0,-100.0,55769,24.18,0.6681,100.0,-100.0,67279,33970,33309,14.0
M1,8,21,55,1.0,3.0,newyork,4389,23.65,0.6332,100.0,-100.0,19840,25.07,0.6681,100.0,-100.0,24229,12132,12097,6.82754137603698
M1,13,21,89,1.0,3.0,newyork,3441,24.27,0.6553,100.0,-100.0,15544,25.08,0.6677,100.0,-100.0,18985,9516,9469,6.7
M1,8,34,89,1.5,3.0,all,9623,23.56,0.6682,100.0,-100.0,46320,24.19,0.6672,100.0,-100.0,55943,28309,27634,13.8
M1,8,34,89,1.0,2.0,london,3655,32.28,0.6628,100.0,-100.0,17406,33.19,0.6665,100.0,-100.0,21061,10467,10594,3.847936945064337
M1,8,34,55,1.5,4.0,asian,3424,19.68,0.6712,100.0,-100.0,17115,19.84,0.6658,100.0,-100.0,20539,10349,10190,15.183329276011492
M1,5,21,89,1.5,3.0,all,14621,24.18,0.6911,100.0,-100.0,70592,24.09,0.6655,100.0,-100.0,85213,43033,42180,13.899999999999999
M1,5,21,55,1.5,3.0,all,15463,23.93,0.6793,100.0,-100.0,74349,24.08,0.6653,100.0,-100.0,89812,45189,44623,13.965565848661647
M1,13,21,55,1.5,3.0,all,11093,24.14,0.6834,100.0,-100.0,53198,24.07,0.6639,100.0,-100.0,64291,32302,31989,13.848236922741908
M1,8,21,55,1.5,3.0,all,13126,23.82,0.6738,100.0,-100.0,62886,24.03,0.6631,100.0,-100.0,76012,38242,37770,13.865463347892439
M1,13,34,55,1.5,3.0,all,8683,23.9,0.6753,100.0,-100.0,41985,24.02,0.6628,100.0,-100.0,50668,25500,25168,13.782862950974973
M1,5,34,55,1.5,3.0,all,12139,23.89,0.6788,100.0,-100.0,58818,24.01,0.6625,100.0,-100.0,70957,35741,35216,13.982892455994476
M1,8,34,55,1.5,3.0,all,10251,23.74,0.6715,100.0,-100.0,49369,24.03,0.6625,100.0,-100.0,59620,30108,29512,13.800000000000002
M1,5,21,55,1.5,4.0,asian,5106,20.31,0.6971,100.0,-100.0,25478,19.73,0.6623,100.0,-100.0,30584,15350,15234,15.4
M1,5,34,55,1.5,4.0,asian,4014,20.0,0.6843,100.0,-100.0,20338,19.72,0.662,100.0,-100.0,24352,12248,12104,15.3
M1,8,21,89,1.5,3.0,all,12284,24.03,0.6843,100.0,-100.0,59129,24.01,0.662,100.0,-100.0,71413,36022,35391,13.817201349894278
M1,13,21,89,1.5,3.0,all,10252,24.42,0.6973,100.0,-100.0,49442,24.02,0.662,100.0,-100.0,59694,30043,29651,13.717174255369047
M1,13,21,55,1.5,4.0,asian,3658,21.16,0.7336,100.0,-100.0,18336,19.76,0.6611,100.0,-100.0,21994,11035,10959,15.3
M1,8,21,55,1.5,4.0,asian,4314,20.4,0.7008,100.0,-100.0,21626,19.65,0.6566,100.0,-100.0,25940,13020,12920,15.366738627602158
M1,8,34,89,1.5,3.0,asian,3176,25.6,0.6647,100.0,-100.0,16049,25.73,0.6537,100.0,-100.0,19225,9761,9464,11.966080624187258
M1,5,34,89,1.5,3.0,asian,3766,26.34,0.6926,100.0,-100.0,19273,25.71,0.6534,100.0,-100.0,23039,11703,11336,12.16538478232562
M1,13,21,89,1.5,3.0,asian,3379,26.93,0.7037,100.0,-100.0,17071,25.7,0.6517,100.0,-100.0,20450,10301,10149,11.749569682151588
M1,8,21,89,1.5,3.0,asian,4035,26.05,0.674,100.0,-100.0,20363,25.66,0.6499,100.0,-100.0,24398,12340,12058,11.9
M1,5,21,89,1.5,3.0,asian,4825,26.01,0.6754,100.0,-100.0,24212,25.53,0.647,100.0,-100.0,29037,14683,14354,11.949850191135447
