tf,fast_ema,mid_ema,slow_ema,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,total_trades,total_longs,total_shorts,avg_bars
M5,8,21,89,1.5,2.0,all,2440,31.52,0.921,86.23,-78.9,11705,32.12,0.9467,99.6,-99.54,14145,7132,7013,12.848250265111346
M5,5,21,55,1.0,4.0,all,3085,18.7,0.9206,95.17,-92.31,14887,19.12,0.9462,99.99,-99.99,17972,9074,8898,11.2
M5,5,34,55,1.5,3.0,london,784,26.79,1.0976,36.69,55.03,3944,23.88,0.9452,89.41,-88.99,4728,2345,2383,30.75076142131979
M5,5,34,89,1.5,3.0,london,748,25.13,1.0071,46.03,-6.87,3756,23.88,0.9452,90.31,-87.74,4504,2243,2261,31.683392539964476
M5,8,34,55,1.5,2.0,london,660,34.09,1.0345,23.76,8.73,3334,32.06,0.9448,80.48,-79.3,3994,1977,2017,18.902553830746115
M5,8,21,89,1.5,3.0,all,2440,23.93,0.9445,82.56,-74.87,11705,23.92,0.9448,99.89,-99.86,14145,7132,7013,19.31025097207494
M5,8,34,89,1.5,3.0,all,1859,24.69,0.9843,72.2,-38.92,9116,23.91,0.9447,99.51,-99.41,10975,5515,5460,19.732246013667428
M5,8,21,55,1.5,2.0,all,2578,32.39,0.9587,79.45,-62.19,12479,32.05,0.9437,99.81,-99.75,15057,7620,7437,13.20272962741582
M5,8,21,89,1.5,4.0,london,846,19.62,0.9794,49.11,-26.18,4035,18.96,0.9436,93.1,-92.49,4881,2413,2468,39.89336201598033
M5,13,21,55,1.5,4.0,all,2156,20.55,1.0363,51.68,20.77,10448,19.03,0.9435,99.92,-99.88,12604,6338,6266,24.902634084417645
M5,8,21,55,1.0,2.0,all,2578,33.05,0.9878,78.0,-37.19,12479,32.05,0.9433,99.82,-99.76,15057,7620,7437,5.317121604569303
M5,5,21,89,1.5,3.0,london,1036,23.26,0.9106,68.41,-57.53,4860,23.85,0.9428,94.26,-93.96,5896,2924,2972,30.595861601085485
M5,5,21,89,1.0,3.0,all,2947,23.82,0.9385,90.33,-83.51,14113,23.91,0.9427,99.98,-99.97,17060,8622,8438,8.348177022274328
M5,13,34,55,1.5,3.0,london,552,24.64,0.9831,29.21,-14.01,2816,23.83,0.942,82.28,-80.67,3368,1670,1698,31.04275534441805
M5,8,21,89,1.0,2.0,all,2440,31.93,0.9386,79.71,-71.56,11705,32.01,0.9418,99.76,-99.69,14145,7132,7013,5.334499823259102
M5,13,34,55,1.5,4.0,london,552,20.47,1.0343,23.11,4.08,2816,18.89,0.9408,86.38,-84.56,3368,1670,1698,40.213301662707835
M5,5,21,55,1.0,3.0,all,3085,23.7,0.932,94.92,-87.01,14887,23.87,0.9406,99.99,-99.99,17972,9074,8898,8.417165590919208
M5,5,34,55,1.5,4.0,london,784,21.81,1.1195,51.07,76.12,3944,18.89,0.9398,93.4,-92.94,4728,2345,2383,40.3839255499154
M5,8,21,55,1.0,4.0,all,2578,18.85,0.9297,91.65,-85.83,12479,18.98,0.9376,99.99,-99.98,15057,7620,7437,11.034243209138607
M5,8,21,55,1.0,3.0,all,2578,23.82,0.9384,91.76,-79.4,12479,23.78,0.9364,99.98,-99.96,15057,7620,7437,8.251364813707909
M5,5,21,55,1.5,2.0,all,3085,32.03,0.9427,85.97,-77.7,14887,31.88,0.9362,99.97,-99.96,17972,9074,8898,13.285827954596037
M5,8,21,55,1.0,4.0,london,893,18.48,0.9066,74.67,-57.05,4340,18.94,0.9354,96.46,-95.44,5233,2619,2614,16.780546531626218
M5,5,21,89,1.5,3.0,all,2947,23.52,0.9232,92.98,-88.34,14113,23.66,0.9309,99.99,-99.99,17060,8622,8438,19.313628370457206
M5,8,34,89,1.5,4.0,all,1859,20.01,1.0027,62.2,-27.72,9116,18.82,0.9307,99.93,-99.89,10975,5515,5460,24.933876993166287
M5,5,21,89,1.5,2.0,all,2947,31.29,0.9111,90.53,-87.56,14113,31.72,0.9291,99.98,-99.97,17060,8622,8438,13.065451348182883
M5,13,21,55,1.5,3.0,london,729,27.16,1.1208,25.42,69.21,3662,23.57,0.929,93.21,-91.8,4391,2202,2189,31.333591437030286
M5,8,21,55,1.5,3.0,all,2578,24.79,0.9892,74.47,-44.54,12479,23.62,0.9287,99.98,-99.98,15057,7620,7437,19.465756790861395
M5,5,34,89,1.5,4.0,london,748,20.45,1.0338,52.14,5.23,3756,18.69,0.9283,95.42,-94.33,4504,2243,2261,41.18374777975133
M5,5,21,55,1.5,3.0,all,3085,24.21,0.9593,87.86,-75.27,14887,23.58,0.9268,100.0,-100.0,17972,9074,8898,19.5
M5,5,21,89,1.5,4.0,london,1036,19.4,0.9687,61.74,-36.77,4860,18.68,0.9261,97.91,-97.77,5896,2924,2972,39.825576662143824
M5,8,21,89,1.5,4.0,all,2440,19.26,0.9558,82.9,-73.69,11705,18.75,0.926,99.99,-99.99,14145,7132,7013,24.513750441852245
M5,5,21,55,1.5,3.0,london,1082,24.31,0.9645,53.78,-36.06,5161,23.5,0.9243,97.9,-97.56,6243,3108,3135,30.826685888194778
M5,13,34,89,1.5,4.0,london,515,18.83,0.9327,43.84,-31.38,2628,18.57,0.9225,89.27,-88.08,3143,1557,1586,41.702163538021
M5,8,34,55,1.5,4.0,london,660,20.76,1.0518,37.79,14.68,3334,18.6,0.9219,93.83,-93.4,3994,1977,2017,39.35297946920381
M5,13,21,55,1.5,4.0,london,729,22.22,1.1469,32.54,96.47,3662,18.57,0.9214,96.13,-95.01,4391,2202,2189,40.48301070371214
M5,13,34,89,1.0,2.0,newyork,477,29.35,0.8309,52.29,-45.91,2219,31.5,0.9197,78.13,-76.18,2696,1337,1359,6.723071216617211
M5,8,21,55,1.5,4.0,all,2578,19.98,0.9995,70.28,-40.25,12479,18.63,0.9186,100.0,-100.0,15057,7620,7437,24.668486418277215
M5,5,21,55,1.5,4.0,all,3085,19.51,0.9714,87.88,-72.85,14887,18.61,0.9175,100.0,-100.0,17972,9074,8898,24.768662363676828
M5,5,21,89,1.5,4.0,all,2947,18.87,0.9325,93.66,-88.51,14113,18.59,0.9161,100.0,-100.0,17060,8622,8438,24.565451348182886
M5,8,21,55,1.5,4.0,london,893,20.38,1.0254,45.7,0.24,4340,18.48,0.914,98.38,-97.81,5233,2619,2614,39.94880565641124
M5,8,34,55,1.5,3.0,london,660,25.76,1.0408,29.16,10.55,3334,23.25,0.9132,93.41,-93.14,3994,1977,2017,30.37035553329995
M5,8,21,55,1.5,3.0,london,893,25.31,1.0165,32.27,-2.3,4340,23.27,0.9132,97.41,-96.96,5233,2619,2614,31.044028282056182
M5,5,21,55,1.5,4.0,london,1082,19.78,0.9896,58.06,-25.94,5161,18.43,0.9105,99.22,-99.08,6243,3108,3135,40.09601153291687
M5,8,34,89,1.5,4.0,london,623,19.42,0.968,45.71,-24.38,3144,18.38,0.9099,94.75,-94.32,3767,1860,1907,40.387310857446245
M5,8,34,89,1.5,3.0,london,623,23.76,0.9347,53.58,-32.91,3144,23.16,0.9089,92.91,-92.81,3767,1860,1907,31.62038757632068
M5,13,34,89,1.5,2.0,newyork,477,29.56,0.8393,47.8,-44.28,2219,31.1,0.9026,83.0,-81.79,2696,1337,1359,15.18152818991098
M5,5,34,89,1.0,2.0,newyork,732,30.74,0.8893,63.91,-46.73,3403,31.0,0.8986,93.45,-93.32,4135,2058,2077,6.700000000000001
M5,13,34,55,1.0,2.0,newyork,546,30.22,0.8661,47.18,-42.98,2478,30.99,0.8982,87.64,-86.16,3024,1493,1531,6.445833333333334
M5,13,34,89,1.0,3.0,newyork,477,22.43,0.8676,47.63,-42.64,2219,23.03,0.8975,87.88,-87.27,2696,1337,1359,9.816913946587537
M5,13,34,55,1.0,3.0,newyork,546,21.79,0.8361,60.13,-53.88,2478,22.88,0.8901,91.99,-91.34,3024,1493,1531,9.527777777777779
M5,13,34,55,1.0,4.0,newyork,546,17.4,0.8426,61.74,-55.37,2478,18.12,0.8852,94.38,-93.81,3024,1493,1531,12.227777777777778
M5,13,21,89,1.0,2.0,newyork,671,31.15,0.9067,45.18,-39.01,3013,30.67,0.8846,93.63,-93.26,3684,1849,1835,6.53642779587405
M5,13,21,89,1.0,3.0,newyork,671,22.5,0.8728,58.83,-52.89,3013,22.67,0.8794,96.51,-96.04,3684,1849,1835,9.554641693811076
M5,5,34,55,1.0,2.0,newyork,799,31.29,0.9124,58.37,-42.7,3657,30.52,0.8784,97.07,-96.79,4456,2200,2256,6.553792639138241
M5,13,34,55,1.5,2.0,newyork,546,29.49,0.8364,53.17,-49.4,2478,30.51,0.878,91.58,-90.33,3024,1493,1531,14.691666666666666
M5,13,21,89,1.0,4.0,newyork,671,18.48,0.9084,53.57,-46.43,3013,17.96,0.8758,97.7,-97.31,3684,1849,1835,12.26357220412595
M5,5,34,89,1.5,2.0,newyork,732,30.46,0.878,58.93,-49.82,3403,30.41,0.8742,96.73,-96.32,4135,2058,2077,15.07608222490931
M5,8,34,89,1.5,2.0,newyork,591,30.63,0.8851,48.49,-40.92,2760,30.36,0.872,94.16,-93.43,3351,1666,1685,15.158907788719786
M5,8,34,89,1.0,2.0,newyork,591,30.29,0.871,57.28,-44.35,2760,30.33,0.8705,94.04,-93.62,3351,1666,1685,6.717636526410026
M5,8,34,89,1.0,3.0,newyork,591,22.17,0.8562,59.67,-52.33,2760,22.36,0.8637,96.73,-96.31,3351,1666,1685,9.764726947179946
M5,5,21,89,1.0,2.0,newyork,994,30.48,0.8783,63.89,-60.72,4570,30.13,0.8625,99.24,-99.2,5564,2787,2777,6.582135154565061
M5,13,21,89,1.5,2.0,newyork,671,29.06,0.8211,63.56,-59.84,3013,30.1,0.8613,96.59,-95.94,3684,1849,1835,14.754641693811074
M5,13,34,55,1.5,3.0,newyork,546,21.79,0.8361,57.7,-53.88,2478,22.28,0.8603,95.7,-95.17,3024,1493,1531,20.74722222222222
M5,8,21,89,1.0,2.0,newyork,820,30.12,0.8636,61.83,-57.58,3736,30.06,0.8595,98.35,-98.21,4556,2287,2269,6.453994732221247
M5,8,34,55,1.0,4.0,newyork,660,16.97,0.819,71.2,-66.87,3017,17.67,0.8586,98.48,-98.26,3677,1829,1848,12.261544737557792
M5,13,34,89,1.0,4.0,newyork,477,16.98,0.8182,59.73,-55.2,2219,17.67,0.8582,95.23,-94.96,2696,1337,1359,12.828449554896142
M5,8,34,55,1.0,3.0,newyork,660,21.36,0.8166,69.66,-64.59,3017,22.21,0.8564,97.98,-97.73,3677,1829,1848,9.489747076420997
M5,5,34,89,1.0,3.0,newyork,732,22.68,0.8814,67.6,-53.78,3403,22.19,0.8554,98.68,-98.64,4135,2058,2077,9.98229746070133
M5,5,21,55,1.0,2.0,newyork,1059,31.07,0.9026,62.39,-55.59,4915,29.87,0.8518,99.64,-99.62,5974,3011,2963,6.582273183796452
M5,8,34,55,1.0,2.0,newyork,660,30.61,0.884,52.61,-44.73,3017,29.83,0.8503,97.11,-96.84,3677,1829,1848,6.553848245852597
M5,8,34,55,1.5,2.0,newyork,660,30.15,0.8652,55.48,-49.46,3017,29.83,0.8503,97.41,-96.84,3677,1829,1848,14.717949415284199
M5,13,21,89,1.5,3.0,newyork,671,22.95,0.8953,54.37,-46.95,3013,22.07,0.85,98.31,-98.04,3684,1849,1835,20.4542888165038
M5,5,34,55,1.5,2.0,newyork,799,30.29,0.8705,62.65,-54.88,3657,29.81,0.8492,98.79,-98.52,4456,2200,2256,14.735861759425493
M5,13,21,55,1.0,2.0,newyork,738,32.52,0.9658,40.25,-21.52,3363,29.74,0.8464,98.21,-98.07,4101,2082,2019,6.417995610826628
M5,5,34,55,1.0,3.0,newyork,799,22.15,0.8551,71.42,-63.55,3657,21.96,0.8441,99.32,-99.29,4456,2200,2256,9.607585278276481
M5,13,34,89,1.5,3.0,newyork,477,20.96,0.7958,59.41,-56.53,2219,21.95,0.844,95.27,-95.03,2696,1337,1359,21.598442136498512
M5,8,34,55,1.5,3.0,newyork,660,22.73,0.8841,59.41,-49.43,3017,21.88,0.8411,98.72,-98.42,3677,1829,1848,20.582050584715805
M5,8,21,89,1.5,2.0,newyork,820,28.29,0.7905,76.59,-72.89,3736,29.6,0.8411,99.11,-98.92,4556,2287,2269,14.928007023705005
M5,5,34,55,1.0,4.0,newyork,799,17.77,0.8659,71.39,-64.07,3657,17.34,0.8392,99.62,-99.59,4456,2200,2256,12.279308797127468
M5,8,21,55,1.0,2.0,newyork,887,30.78,0.8907,58.03,-52.99,4085,29.52,0.8378,99.42,-99.36,4972,2531,2441,6.4356798069187455
M5,8,21,89,1.0,4.0,newyork,820,17.93,0.875,70.95,-62.78,3736,17.29,0.8362,99.68,-99.67,4556,2287,2269,12.1
M5,8,34,89,1.0,4.0,newyork,591,16.24,0.7773,73.39,-69.87,2760,17.28,0.8361,98.77,-98.54,3351,1666,1685,12.764726947179946
M5,5,34,89,1.0,4.0,newyork,732,16.94,0.8171,78.66,-70.98,3403,17.28,0.8358,99.48,-99.46,4135,2058,2077,12.73540507859734
M5,8,21,89,1.0,3.0,newyork,820,22.2,0.8571,70.0,-64.03,3736,21.76,0.8344,99.56,-99.52,4556,2287,2269,9.435996488147499
M5,13,21,55,1.0,3.0,newyork,738,22.76,0.8858,66.53,-52.89,3363,21.74,0.8332,99.28,-99.21,4101,2082,2019,9.5
M5,5,34,89,1.5,3.0,newyork,732,22.4,0.8677,68.8,-57.3,3403,21.72,0.8328,99.35,-99.26,4135,2058,2077,21.07608222490931
M5,13,34,55,1.5,4.0,newyork,546,18.32,0.8969,56.69,-42.9,2478,17.19,0.8312,98.29,-97.97,3024,1493,1531,25.13888888888889
M5,8,21,89,1.5,3.0,newyork,820,21.83,0.8391,73.18,-68.06,3736,21.65,0.8295,99.63,-99.59,4556,2287,2269,20.584021071115014
M5,8,34,89,1.5,3.0,newyork,591,22.17,0.8562,59.29,-52.33,2760,21.63,0.8288,98.51,-98.3,3351,1666,1685,21.253088630259626
M5,5,34,55,1.5,3.0,newyork,799,23.4,0.9182,64.53,-45.84,3657,21.63,0.8286,99.66,-99.55,4456,2200,2256,20.471723518850983
M5,13,21,55,1.5,2.0,newyork,738,30.89,0.8959,57.81,-45.15,3363,29.23,0.8261,98.93,-98.84,4101,2082,2019,14.77198244330651
M5,13,21,55,1.0,4.0,newyork,738,17.89,0.8727,72.06,-59.48,3363,17.07,0.8238,99.63,-99.59,4101,2082,2019,12.253986832479882
M5,13,34,89,1.5,4.0,newyork,477,16.77,0.806,63.19,-57.36,2219,17.03,0.8231,97.6,-97.37,2696,1337,1359,26.16305637982196
M5,5,21,89,1.5,2.0,newyork,994,28.27,0.7893,81.51,-79.63,4570,29.15,0.8227,99.8,-99.79,5564,2787,2777,15.010675772825305
M5,5,21,89,1.0,4.0,newyork,994,17.61,0.8557,82.78,-74.27,4570,16.98,0.8183,99.96,-99.95,5564,2787,2777,12.092810927390365
M5,5,21,89,1.5,3.0,newyork,994,21.13,0.8046,85.52,-81.03,4570,21.42,0.8181,99.93,-99.92,5564,2787,2777,20.603486700215672
M5,5,21,89,1.0,3.0,newyork,994,22.13,0.8538,76.92,-71.8,4570,21.38,0.8158,99.93,-99.93,5564,2787,2777,9.446405463695184
M5,8,21,55,1.5,2.0,newyork,887,29.76,0.8489,70.73,-64.06,4085,28.89,0.8124,99.73,-99.71,4972,2531,2441,15.082160096540628
M5,5,21,55,1.5,2.0,newyork,1059,29.37,0.8327,78.46,-74.05,4915,28.79,0.8086,99.92,-99.92,5974,3011,2963,15.129092735185806
M5,5,34,89,1.5,4.0,newyork,732,18.17,0.8896,71.34,-54.79,3403,16.78,0.8079,99.82,-99.76,4135,2058,2077,25.52918984280532
M5,5,21,55,1.0,4.0,newyork,1059,16.53,0.7928,92.1,-86.61,4915,16.62,0.7979,99.99,-99.99,5974,3011,2963,12.064546367592904
M5,5,21,55,1.0,3.0,newyork,1059,21.62,0.8287,83.98,-79.04,4915,20.96,0.7954,99.98,-99.98,5974,3011,2963,9.529092735185806
M5,8,21,55,1.0,3.0,newyork,887,21.65,0.83,78.59,-72.74,4085,20.95,0.7953,99.93,-99.92,4972,2531,2441,9.482160096540628
M5,8,21,55,1.0,4.0,newyork,887,16.8,0.8087,84.7,-79.05,4085,16.57,0.7948,99.96,-99.95,4972,2531,2441,12.135679806918745
M5,5,34,55,1.5,4.0,newyork,799,19.15,0.9488,67.76,-38.23,3657,16.52,0.7924,99.94,-99.9,4456,2200,2256,24.95379263913824
M5,8,34,55,1.5,4.0,newyork,660,19.09,0.9456,57.59,-33.97,3017,16.47,0.7905,99.77,-99.69,3677,1829,1848,24.992303508294803
M5,5,21,55,1.5,3.0,newyork,1059,22.1,0.8519,84.75,-74.45,4915,20.83,0.7899,99.99,-99.99,5974,3011,2963,20.75818547037161
M5,5,21,89,1.5,4.0,newyork,994,17.0,0.8204,88.61,-80.86,4570,16.46,0.7893,99.99,-99.99,5564,2787,2777,25.249892163910854
M5,13,21,89,1.5,4.0,newyork,671,17.73,0.8639,69.94,-58.12,3013,16.43,0.7879,99.78,-99.71,3684,1849,1835,25.199647122692724
M5,8,34,89,1.5,4.0,newyork,591,17.94,0.876,62.42,-50.69,2760,16.38,0.7851,99.64,-99.56,3351,1666,1685,25.71781557743957
M5,13,21,55,1.5,3.0,newyork,738,24.39,0.9695,46.38,-24.23,3363,20.73,0.7849,99.82,-99.79,4101,2082,2019,20.517995610826627
M5,8,21,89,1.5,4.0,newyork,820,17.68,0.8605,76.6,-66.27,3736,16.3,0.7803,99.96,-99.94,4556,2287,2269,25.19402985074627
M5,8,21,55,1.5,3.0,newyork,887,23.11,0.9031,66.23,-54.38,4085,20.59,0.7782,99.96,-99.96,4972,2531,2441,20.664320193081256
M5,5,21,55,1.5,4.0,newyork,1059,18.13,0.8868,85.16,-69.06,4915,16.01,0.7639,100.0,-100.0,5974,3011,2963,25.105005021760963
M5,13,21,55,1.5,4.0,newyork,738,19.51,0.9713,54.5,-26.81,3363,15.91,0.7581,99.94,-99.94,4101,2082,2019,24.635991221653256
M5,8,21,55,1.5,4.0,newyork,887,18.83,0.9291,68.29,-49.15,4085,15.62,0.7414,99.99,-99.99,4972,2531,2441,24.892960579243766
